clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_ACC	codon_TAA	codon_CCC	codon_TAC	codon_CCT	codon_AAC	codon_CTA	codon_GGC	codon_AGA	codon_CGT	codon_GCT	codon_TGC	codon_AGC	codon_ATG	codon_TGG	codon_TTG	codon_GGG	codon_CCG	codon_AGT	codon_TCC	codon_CTT	codon_CTG	codon_CGG	codon_CTC	codon_GCC	codon_AAG	codon_AGG	codon_TCT	codon_TAT	codon_TCA	codon_GGT	codon_ACT	codon_CAC	codon_GAG	codon_GTC	codon_ATT	codon_GCG	codon_TGT	codon_CAT	codon_CGC	codon_CAA	codon_GAC	codon_GGA	codon_CAG	codon_ATC	codon_TTC	codon_CCA	codon_GTG	codon_AAA	codon_AAT	codon_GAA	codon_TCG	codon_ATA	codon_CGA	codon_GCA	codon_GTT	codon_ACG	codon_GAT	codon_ACA	codon_TTA	codon_TTT	codon_GTA	codon_TGA	codon_TAG
NC_073255.2	-2::NC_073255.2:194780441-194786162	5721	False	0.7819	1	32.0		212.0	3.0	63.0	1.0		34.0	4.0		3.0		42.0		1.0	1.0		88.0	53.0	85.0	1.0	3.0	31.0	80.0	219.0	1.0		8.0	2.0				125.0	2.0	77.0	1.0	49.0	4.0	2.0	229.0	1.0	1.0		124.0			99.0	4.0	3.0	1.0		80.0		1.0	26.0		2.0		108.0		1.0			
NC_073255.2	2::NC_073255.2:194780485-194786146	5661	False	0.7864	1	17.0		210.0	1.0	79.0			20.0	1.0	1.0	1.0	5.0	32.0					130.0	77.0	60.0		1.0	33.0	95.0	174.0	1.0	1.0	3.0		3.0	1.0		138.0	2.0	76.0		74.0	2.0		240.0	1.0	1.0		95.0		1.0	113.0	3.0	1.0		1.0	56.0			28.0				106.0	1.0		2.0		
NC_073255.2	1::NC_073255.2:194780490-194786085	5595	False	0.7893	1	28.0		221.0		92.0			31.0	1.0	1.0		2.0	45.0	1.0	1.0			124.0	77.0	76.0		1.0	19.0	69.0	203.0			2.0			1.0		121.0		52.0		70.0	1.0		198.0		1.0		108.0	1.0		108.0	2.0			1.0	78.0			31.0		2.0		95.0			1.0		
NC_073255.2	3::NC_073255.2:196298633-196309001	10368	False	0.4984	0			1.0			2.0	2.0		1.0		1.0	2.0		2.0	2.0	1.0	448.0		1.0	2.0	6.0	3.0		3.0			1252.0	5.0	1.0	1.0		1.0		1.0				2.0	1.0					1.0		3.0	1.0	2.0	1.0	1.0			1.0			1251.0			1.0	447.0	6.0			
NC_073255.2	1::NC_073255.2:196298760-196306320	7560	False	0.5005	0							1.0	2.0	1.0					2.0	1.0		1250.0		1.0			1.0		1.0						1.0	2.0		1.0		1.0			2.0				1.0					1.0								1.0					1250.0				
NC_073255.2	-3::NC_073255.2:196298770-196309006	10236	False	0.5005	0	1.0										2.0	1.0			1.0		1.0										447.0	1.0			1250.0		1.0		2.0			1.0			1.0		1.0	1.0				2.0								447.0						1.0		1251.0
NC_073255.2	-2::NC_073255.2:196298780-196306319	7539	False	0.5006	0			1.0									1.0			1.0		1.0					1.0		1.0			1252.0	1.0				1.0		1.0														1.0		1.0						1250.0								
NC_073262.2	-2::NC_073262.2:347-7511	7164	False	0.5025	0		1178.0	1188.0	1.0	6.0	6.0																																				8.0																					1.0	
NC_073262.2	1::NC_073262.2:348-7512	7164	False	0.5027	0	15.0		1.0		1180.0	1178.0	5.0											7.0				1.0																				1.0																						
NC_073262.2	-1::NC_073262.2:378-7554	7176	False	0.5026	0	10.0	7.0	8.0		1180.0	1178.0												7.0				1.0																				1.0																						
NC_073262.2	2::NC_073262.2:379-7486	7107	False	0.5023	0	1176.0		9.0				1177.0																																															7.0										
NC_073262.2	-1::NC_073262.2:141542706-141548382	5676	False	0.5026	2	7.0	2.0	9.0	8.0	3.0	2.0		4.0	3.0	13.0		8.0	11.0	87.0	122.0	32.0	119.0	1.0	26.0	2.0	2.0	19.0	4.0	3.0	3.0	2.0	4.0	12.0	82.0		125.0	8.0	36.0	3.0	16.0		10.0	380.0	11.0	4.0	3.0		4.0	5.0	2.0	6.0	12.0	388.0	5.0	2.0	3.0	5.0	13.0	2.0	6.0	38.0	3.0	3.0	24.0		40.0	108.0	3.0	34.0
NC_073262.2	3::NC_073262.2:142843742-142850714	6972	False	0.7213	0			101.0		145.0	6.0	6.0	116.0	5.0	6.0	62.0	19.0			95.0		140.0	50.0	58.0	151.0	69.0	116.0	154.0	44.0	54.0		54.0	23.0		5.0	54.0			89.0	94.0		57.0	54.0		52.0		41.0	138.0	8.0		70.0		55.0			13.0	39.0			7.0	6.0	54.0				14.0			
NC_073262.2	-3::NC_073262.2:142844965-142850713	5748	False	0.7211	0			85.0		117.0	15.0		84.0	4.0	9.0	60.0	16.0			84.0		123.0	58.0	33.0	117.0	47.0	101.0	121.0	27.0	37.0		44.0	16.0			37.0			84.0	96.0		39.0	43.0		42.0		33.0	113.0	10.0		64.0		37.0			4.0	37.0			7.0		43.0				21.0			8.0
NC_073262.2	1::NC_073262.2:142846356-142853328	6972	False	0.7213	0			102.0		144.0	5.0	8.0	115.0	3.0	4.0	62.0	21.0			95.0		140.0	50.0	58.0	153.0	69.0	114.0	152.0	43.0	55.0		53.0	21.0		6.0	55.0			86.0	93.0		60.0	53.0		52.0		42.0	139.0	10.0		68.0		58.0			16.0	38.0			5.0	8.0	53.0				15.0			
NC_073262.2	2::NC_073262.2:142850089-142855942	5853	False	0.7212	0			85.0		122.0	5.0	6.0	97.0	3.0	4.0	52.0	18.0			79.0		117.0	42.0	49.0	127.0	58.0	96.0	129.0	37.0	46.0		45.0	19.0		4.0	46.0			73.0	78.0		50.0	44.0		44.0		34.0	116.0	7.0		58.0		47.0			13.0	32.0			5.0	6.0	45.0				13.0			
NC_073262.2	3::NC_073262.2:142852703-142858556	5853	False	0.7212	0			85.0		122.0	5.0	6.0	97.0	3.0	4.0	52.0	17.0			79.0	1.0	117.0	42.0	49.0	128.0	58.0	96.0	129.0	37.0	46.0		45.0	19.0		4.0	46.0			73.0	78.0		50.0	45.0		44.0		34.0	116.0	7.0		58.0		46.0			13.0	32.0			5.0	6.0	45.0				12.0			
NC_073262.2	1::NC_073262.2:142855317-142863216	7899	False	0.7165	0			108.0		176.0	9.0	9.0	135.0	4.0	2.0	64.0	25.0		2.0	98.0		152.0	49.0	76.0	181.0	77.0	125.0	169.0	57.0	63.0		66.0	34.0		3.0	63.0			97.0	90.0		69.0	66.0		66.0		36.0	158.0	8.0		79.0		64.0			23.0	39.0			5.0	9.0	64.0				13.0			
NC_073262.2	-2::NC_073262.2:142856540-142863215	6675	False	0.7155	0			95.0		137.0	23.0		93.0	2.0	7.0	71.0	19.0		3.0	93.0		144.0	76.0	36.0	145.0	44.0	121.0	143.0	28.0	36.0		52.0	18.0			35.0			100.0	120.0		34.0	52.0		51.0		35.0	128.0	16.0		78.0		35.0		2.0	7.0	43.0			7.0		49.0				32.0			15.0
NC_073262.2	3::NC_073262.2:144858944-144867179	8235	False	0.5027	1				1.0		1.0								1.0			27.0	1.0			1.0		1.0				1337.0			6.0	6.0				4.0			1.0						3.0				9.0								1324.0				22.0				
NC_073262.2	-3::NC_073262.2:144859018-144867178	8160	False	0.5017	1																	1.0		1.0				1.0				23.0				1333.0			8.0	3.0									3.0							1.0					21.0		1.0						1324.0
NC_073262.2	-2::NC_073262.2:144859037-144867050	8013	False	0.5013	0						1.0								1.0			1.0										1335.0								2.0													7.0								1324.0								
NC_073262.2	1::NC_073262.2:144859110-144867051	7941	False	0.5001	0																	1323.0														1.0																													1323.0				
NC_073257.2	-2::NC_073257.2:1754-8231	6477	False	0.5022	0	2.0	239.0	253.0	15.0	825.0	825.0																																																										
NC_073257.2	1::NC_073257.2:1755-8232	6477	False	0.5024	0	840.0		1.0		254.0	238.0	825.0																																										1.0															
NC_073257.2	-3::NC_073257.2:31400647-31407241	6594	False	0.402	0		15.0		2.0		11.0		6.0	118.0	1.0	1.0	25.0	5.0	289.0	251.0	11.0	25.0		23.0		1.0	3.0	6.0			35.0	30.0		10.0		12.0	8.0	1.0	92.0		19.0	6.0	10.0	6.0		13.0	6.0	268.0	19.0	3.0			24.0	43.0	290.0	326.0	1.0	36.0	2.0	28.0	3.0	11.0	14.0	11.0			15.0	33.0	30.0
NC_073257.2	3::NC_073257.2:31411931-31417970	6039	False	0.4029	0	7.0		36.0	12.0	18.0	2.0	27.0		2.0	4.0	4.0	28.0	1.0	7.0	1.0	9.0		6.0	3.0	269.0	30.0	14.0		89.0		1.0		106.0	35.0	26.0		17.0	29.0		7.0	283.0		5.0	237.0	1.0	12.0		1.0	8.0	15.0	282.0	247.0		6.0	17.0	1.0	2.0	11.0		14.0	7.0		1.0	15.0	8.0	49.0	1.0		
NC_073257.2	-3::NC_073257.2:143561401-143566642	5241	False	0.6787	1	1.0	1.0	2.0	1.0				8.0	214.0		2.0	3.0	8.0	10.0	147.0	3.0	325.0		1.0	5.0	1.0	4.0	7.0	1.0	1.0	1.0	150.0				117.0	2.0	1.0	348.0		1.0	13.0	6.0	1.0		3.0		155.0	11.0	1.0	3.0		145.0	3.0	1.0					6.0		1.0	16.0	2.0		1.0	1.0	12.0	1.0
NC_073257.2	-2::NC_073257.2:143561432-143566694	5262	False	0.6783	1	2.0				3.0	1.0		13.0	221.0		3.0	3.0	8.0	16.0	137.0	1.0	328.0	1.0		3.0	3.0		13.0	1.0		3.0	134.0	2.0	1.0		147.0			365.0	1.0		9.0	9.0	1.0			2.0	141.0	7.0	2.0	1.0	5.0	124.0	3.0	1.0	2.0		1.0	1.0	7.0			13.0			1.0		13.0	1.0
NC_073257.2	-1::NC_073257.2:143561481-143566629	5148	False	0.6826	1			1.0			1.0		6.0	233.0		3.0	2.0	10.0	13.0	123.0	1.0	346.0		1.0	1.0	1.0		8.0	1.0			127.0				135.0		2.0	361.0	1.0	2.0	6.0	8.0		1.0	2.0	3.0	124.0	7.0			1.0	153.0	1.0			1.0			11.0			10.0			1.0	1.0	7.0	
NC_073257.2	3::NC_073257.2:143800976-143806685	5709	False	0.5185	0	171.0		31.0	83.0	119.0	6.0	30.0	1.0		3.0	2.0	10.0	5.0	3.0		1.0		24.0		147.0	147.0	15.0		5.0	2.0	1.0	1.0	6.0	1.0	6.0		5.0	413.0						21.0	22.0	4.0			4.0	19.0	98.0	84.0		5.0	2.0	2.0		21.0		18.0				290.0		71.0	4.0		
NC_073257.2	1::NC_073257.2:144334761-144356142	21381	False	0.5526	1	545.0		708.0	449.0	69.0		112.0	1.0	6.0	37.0	82.0	13.0	4.0	12.0	1.0		1.0	58.0	6.0	331.0	533.0	1.0		197.0	76.0			234.0	4.0	11.0	2.0	262.0	880.0	1.0	3.0				103.0	178.0		5.0		7.0	182.0	6.0	366.0		1.0			2.0	3.0	7.0	28.0	5.0	267.0	1.0	1126.0	191.0	4.0	6.0		
NC_073257.2	2::NC_073257.2:144335674-144356113	20439	False	0.5472	1	305.0		483.0	254.0	243.0	1.0	215.0		2.0	7.0	50.0	12.0	4.0	10.0	1.0	2.0		28.0	1.0	205.0	321.0	2.0	1.0	109.0	76.0			140.0	3.0	42.0	1.0	125.0	1124.0		20.0	3.0			318.0	288.0	1.0	13.0	1.0	10.0	80.0	1.0	877.0						4.0	8.0	22.0	6.0	153.0		699.0	538.0		4.0		
NC_073257.2	3::NC_073257.2:144339164-144356156	16992	False	0.5423	1	402.0		215.0	651.0	147.0	1.0	111.0		1.0	8.0	126.0	11.0	5.0	8.0	1.0			23.0	5.0	70.0	110.0	1.0	1.0	227.0	114.0			55.0		23.0		360.0	1250.0		3.0	4.0		2.0	179.0	152.0		9.0	1.0	13.0	258.0	1.0	501.0	2.0					3.0	4.0	8.0		61.0		234.0	299.0	3.0	1.0		
NC_073257.2	-3::NC_073257.2:144829198-144851365	22167	False	0.5388	1	1.0				1.0	1.0		2.0	3.0		695.0	679.0	34.0	284.0	3.0	3.0	5.0		51.0	3.0		717.0	21.0	4.0	3.0	1.0	4.0	4.0	3.0		33.0	37.0	39.0	90.0	2.0		50.0	1921.0	3.0	19.0		3.0	2.0	4.0		1.0	4.0	1989.0	4.0		3.0		1.0		56.0	4.0	1.0	248.0	1.0		1.0	2.0	349.0	
NC_073257.2	-2::NC_073257.2:144829265-144851387	22122	False	0.5389	1	1.0		2.0	2.0	2.0	1.0		2.0	2.0	1.0	652.0	693.0	31.0	252.0	6.0	2.0	4.0	1.0	57.0			731.0	36.0	4.0	1.0	2.0	4.0	7.0	1.0		24.0	37.0	56.0	95.0		1.0	40.0	1924.0	2.0	14.0		1.0	1.0	3.0		2.0	1.0	2001.0			1.0				40.0	4.0	3.0	255.0	1.0		1.0	1.0	369.0	
NC_073257.2	-1::NC_073257.2:144829278-144834288	5010	False	0.5381	1	1.0		1.0	1.0	1.0			1.0		1.0	155.0	160.0	18.0	52.0	3.0		5.0	1.0	6.0	1.0		160.0				1.0	2.0				5.0	18.0	17.0	20.0	1.0			433.0			1.0	1.0	3.0	3.0				442.0						1.0	15.0		1.0	60.0	2.0		1.0		76.0	
NC_073257.2	-1::NC_073257.2:144834291-144845871	11580	False	0.5402	0										1.0	332.0	399.0	18.0	141.0	3.0	1.0	1.0		24.0			366.0	20.0	1.0				2.0			29.0	24.0	12.0	39.0			31.0	1004.0		8.0		1.0				1.0		1057.0					1.0		19.0	1.0		150.0				1.0	173.0	
NC_073257.2	-1::NC_073257.2:144845874-144851340	5466	False	0.5373	0								1.0		1.0	176.0	177.0	10.0	62.0	1.0				20.0			168.0	5.0								4.0	12.0	8.0	24.0	3.0		7.0	468.0		7.0				1.0				499.0							4.0	1.0		74.0			1.0		88.0	
NC_073257.2	-3::NC_073257.2:145184020-145190008	5988	False	0.6131	0	11.0	1.0	157.0	1.0	34.0	88.0		45.0	155.0	37.0	15.0	84.0	1.0	5.0	29.0	26.0	3.0	52.0	1.0	1.0	21.0	99.0	37.0	9.0	83.0	2.0	2.0	1.0			28.0	88.0	15.0	160.0	1.0	4.0	87.0	75.0	3.0	73.0		3.0	5.0	1.0	2.0		8.0	132.0	95.0	4.0	91.0	9.0			13.0	1.0	9.0	1.0	2.0		1.0		85.0	
NC_073257.2	-1::NC_073257.2:145184124-145191843	7719	False	0.6183	0	10.0	1.0	207.0	1.0	45.0	114.0		63.0	201.0	59.0	18.0	112.0	1.0	8.0	39.0	27.0	4.0	63.0	1.0	2.0	29.0	141.0	60.0	13.0	105.0	1.0		1.0			33.0	114.0	22.0	205.0	2.0		110.0	80.0	5.0	84.0		1.0	3.0	3.0	2.0	1.0	10.0	174.0	116.0	3.0	118.0	17.0		1.0	13.0		4.0	1.0	2.0				123.0	
NC_073257.2	-2::NC_073257.2:145187402-145195904	8502	False	0.6073	0	15.0		221.0		52.0	128.0		53.0	226.0	63.0	23.0	125.0		11.0	45.0	41.0	3.0	63.0	3.0	4.0	35.0	146.0	64.0	11.0	115.0	2.0	3.0	1.0			46.0	125.0	32.0	220.0	2.0		96.0	86.0	11.0	77.0		2.0	2.0	2.0	3.0		20.0	208.0	127.0	2.0	130.0	16.0			22.0		15.0		2.0				135.0	
NC_073257.2	-3::NC_073257.2:145190011-145197835	7824	False	0.6088	2	20.0	3.0	191.0	3.0	46.0	108.0		56.0	196.0	52.0	24.0	104.0	8.0	15.0	47.0	32.0	16.0	52.0	1.0	8.0	41.0	128.0	55.0	19.0	98.0	9.0	15.0	4.0	1.0		47.0	100.0	28.0	184.0	8.0	2.0	88.0	87.0	12.0	66.0	2.0	6.0	10.0	23.0	2.0	1.0	32.0	171.0	109.0	8.0	104.0	15.0		4.0	18.0	1.0	20.0	2.0	5.0		3.0	1.0	96.0	1.0
NC_073257.2	-2::NC_073257.2:147015827-147021176	5349	False	0.5005	1																	2.0										610.0				280.0																									610.0								281.0
NC_073257.2	1::NC_073257.2:147015828-147021177	5349	False	0.5003	1																	610.0										281.0				2.0																									280.0				610.0				
NC_073257.2	-3::NC_073257.2:147017512-147024829	7317	False	0.5002	1																	1.0										609.0				610.0																									609.0								610.0
NC_073257.2	3::NC_073257.2:147017513-147024830	7317	False	0.5001	0																	609.0										610.0				1.0																									610.0				609.0				
NC_073257.2	-1::NC_073257.2:147021174-147027162	5988	False	0.5	0																											389.0				609.0																									389.0								609.0
NC_073257.2	2::NC_073257.2:147021175-147027163	5988	False	0.4998	0																	388.0										609.0				1.0																									609.0				389.0				
NC_085927.1	-3::NC_085927.1:0-7983	7983	False	0.5058	0	1.0	1237.0	1284.0		44.0	92.0																											1.0			1.0								1.0																				
NC_085927.1	2::NC_085927.1:1-9505	9504	False	0.5133	1	111.0		27.0	17.0	1255.0	1247.0	45.0	3.0	11.0	2.0	2.0	9.0	8.0	8.0	2.0	1.0	2.0	4.0	2.0	7.0	4.0	17.0	3.0	22.0	9.0		13.0	46.0	1.0	37.0	1.0	12.0	10.0	4.0	17.0	5.0	1.0	9.0	1.0		4.0	12.0	4.0	14.0	1.0	4.0	104.0	1.0		2.0	10.0	3.0			7.0	9.0	4.0	1.0	4.0		9.0			
NC_085927.1	-2::NC_085927.1:103-7540	7437	False	0.5003	0	3.0				1237.0	1237.0																																									2.0																	
NC_085927.1	3::NC_085927.1:104-7541	7437	False	0.5005	0	1237.0		3.0				1237.0																																		2.0																							
NC_085927.1	-3::NC_085927.1:55712091-55721742	9651	False	0.6511	2	2.0	2.0	26.0	8.0	6.0	3.0		155.0	23.0	124.0		13.0	5.0	12.0	41.0	6.0	404.0	2.0	4.0	16.0	2.0	10.0	27.0	22.0	10.0	1.0	209.0	3.0			82.0	1.0	4.0	220.0	3.0	3.0	125.0	565.0	6.0	4.0	4.0	3.0	8.0	14.0	1.0	2.0	2.0	786.0	15.0	1.0	1.0	3.0		1.0	9.0	2.0	2.0	10.0	5.0		3.0	1.0	193.0	2.0
NC_085927.1	-1::NC_085927.1:55712801-55722035	9234	False	0.6484	2	4.0	2.0	10.0		2.0	3.0		128.0	25.0	135.0	5.0	5.0	2.0	18.0	22.0		423.0	1.0	2.0	7.0	2.0	10.0	2.0	5.0	8.0	3.0	183.0	2.0			93.0		5.0	231.0	4.0	1.0	124.0	567.0	8.0	3.0	4.0	2.0	7.0	4.0	1.0	5.0	9.0	775.0	1.0	1.0	2.0		2.0	1.0	6.0	4.0	2.0	4.0	1.0		1.0	2.0	196.0	3.0
NC_085927.1	-2::NC_085927.1:55712848-55719919	7071	False	0.6517	1	1.0		3.0		1.0			102.0	28.0	100.0	2.0			10.0	16.0	1.0	358.0	1.0	2.0		1.0	2.0	1.0		3.0	1.0	134.0				55.0	1.0	1.0	165.0			114.0	456.0	4.0	1.0			1.0	1.0			2.0	595.0						1.0	6.0	1.0	2.0	11.0				3.0	169.0	1.0
NC_085927.1	-1::NC_085927.1:56447828-56454950	7122	False	0.6029	1	2.0	4.0	312.0	3.0	68.0			6.0		89.0	19.0	65.0	11.0	18.0	19.0	18.0	19.0	48.0	4.0	134.0	24.0	74.0	15.0	3.0	3.0	11.0	99.0	5.0	8.0		131.0		1.0		7.0	2.0	43.0	284.0	14.0	7.0	7.0		1.0	12.0		134.0	19.0	260.0	1.0		1.0	3.0	4.0		22.0	130.0	3.0	2.0	4.0		9.0	101.0		91.0
NC_085927.1	1::NC_085927.1:60287118-60298359	11241	False	0.6066	0	234.0		25.0	1.0	157.0	1.0	1.0	33.0	2.0	10.0		2.0	182.0	1.0	2.0	1.0	98.0		2.0	2.0	2.0	1.0	179.0	321.0	20.0	1.0	4.0	13.0		411.0	1.0	156.0	561.0	2.0	16.0		6.0	2.0	120.0	3.0	1.0	139.0	132.0	168.0	115.0		85.0	2.0	8.0	2.0	2.0			1.0	167.0		166.0	1.0	184.0		1.0			
NC_085927.1	2::NC_085927.1:60287209-60298258	11049	False	0.6068	0	225.0		26.0	1.0	157.0	5.0		25.0	1.0	4.0	1.0		164.0	1.0			102.0			1.0		1.0	160.0	320.0	16.0		2.0	14.0		433.0		142.0	566.0	1.0	11.0		14.0		107.0	4.0		130.0	151.0	164.0	120.0	1.0	93.0		6.0					1.0	182.0	1.0	161.0		167.0	1.0	1.0			
NC_085927.1	3::NC_085927.1:60287306-60298430	11124	False	0.608	0	223.0		24.0	1.0	171.0		1.0	25.0		17.0			165.0	2.0		1.0	104.0						156.0	314.0	16.0	1.0	2.0	17.0	1.0	437.0		131.0	582.0		5.0	1.0	9.0		116.0	3.0		154.0	139.0	184.0	105.0		79.0	1.0	2.0	1.0					169.0		182.0		166.0	1.0				
NC_085927.1	-1::NC_085927.1:65043425-65050880	7455	False	0.5001	0																	1.0										853.0				388.0																									854.0								389.0
NC_085927.1	1::NC_085927.1:65043426-65050881	7455	False	0.4999	0																	853.0										389.0				1.0																									388.0				853.0	1.0			
NC_085927.1	-2::NC_085927.1:65046091-65051200	5109	False	0.5003	1																	1.0										53.0				798.0																									53.0								798.0
NC_085927.1	3::NC_085927.1:65046092-65051201	5109	False	0.5001	1																	53.0										798.0				1.0																									798.0				53.0				
NC_073266.2	1::NC_073266.2:24780885-24785949	5064	False	0.6864	1	3.0		103.0	1.0	4.0	6.0	1.0	12.0	35.0	1.0	5.0	4.0	57.0	5.0	11.0		79.0	42.0	13.0	24.0	2.0	7.0	63.0	44.0	99.0	4.0	26.0	3.0		40.0	1.0	62.0	171.0	42.0	4.0		5.0		5.0	76.0	5.0	68.0	45.0	91.0	2.0	15.0	76.0	3.0	2.0	2.0	3.0	17.0	1.0		85.0	8.0	76.0	3.0	95.0		30.0	1.0		
NC_073266.2	-1::NC_073266.2:95786844-95792220	5376	False	0.5556	1	1.0		1.0	2.0	3.0	1.0		8.0		3.0	18.0	45.0	1.0	15.0	133.0	5.0	16.0	6.0	26.0			24.0	24.0	1.0	4.0	2.0	1.0	4.0	16.0		146.0		3.0	3.0	4.0	2.0	25.0	488.0	5.0	3.0		1.0	4.0	8.0	1.0	4.0	1.0	637.0	2.0		2.0			1.0	7.0	6.0	2.0	4.0	3.0		6.0	36.0	9.0	19.0
NC_073266.2	-1::NC_073266.2:97485255-97491270	6015	False	0.8286	1	14.0	2.0	543.0		6.0	3.0		4.0	2.0	1.0	4.0	2.0	160.0	1.0	1.0	2.0	3.0	164.0	1.0	3.0	4.0	5.0	11.0	4.0	253.0	1.0	2.0	1.0	1.0		1.0		169.0		2.0	2.0	2.0	3.0		155.0		1.0	5.0	159.0	2.0		153.0			1.0	1.0	2.0			23.0	1.0			119.0		2.0		3.0	1.0
NC_073266.2	-2::NC_073266.2:97485314-97491257	5943	False	0.8316	1	24.0	1.0	537.0		4.0			10.0			2.0	2.0	132.0	2.0	3.0	1.0	2.0	167.0		4.0	1.0	3.0	4.0	2.0	300.0		1.0	3.0	1.0			1.0	133.0		1.0			2.0		135.0	1.0			161.0	1.0	1.0	160.0	1.0	2.0	1.0			1.0		25.0	1.0		2.0	141.0		1.0	1.0	2.0	1.0
NC_073266.2	-3::NC_073266.2:97485376-97491418	6042	False	0.8262	1	24.0		547.0		3.0	1.0		13.0	4.0		1.0	3.0	156.0	4.0	3.0	8.0	1.0	138.0	1.0	3.0	4.0	2.0	10.0	5.0	297.0		1.0	3.0			2.0	2.0	166.0	3.0	2.0			1.0	3.0	156.0		3.0		132.0		2.0	124.0	2.0	1.0	2.0	1.0	1.0		1.0	21.0			2.0	149.0		1.0	2.0	3.0	
NC_073266.2	2::NC_073266.2:97485385-97491331	5946	False	0.8308	1	23.0		546.0		1.0			12.0	3.0		1.0	3.0	154.0	3.0	2.0	6.0		138.0	1.0	3.0	3.0	2.0	10.0	4.0	297.0			3.0			2.0	1.0	165.0	3.0	1.0			1.0		155.0		2.0		131.0		2.0	124.0	2.0	1.0	1.0	1.0	1.0			21.0			2.0	148.0		1.0	2.0		
NC_073266.2	3::NC_073266.2:97485395-97491224	5829	False	0.8379	1	23.0		536.0		4.0			10.0			1.0	1.0	131.0		2.0	1.0		166.0		2.0		2.0	3.0	1.0	299.0		1.0	2.0					133.0		1.0					135.0	1.0			158.0		1.0	160.0	1.0	1.0				1.0		24.0			1.0	141.0					
NC_073266.2	1::NC_073266.2:97485399-97491234	5835	False	0.8375	1	14.0		542.0		3.0	2.0		3.0	1.0	1.0	2.0	2.0	157.0	1.0			1.0	163.0	1.0	1.0	1.0	3.0	11.0	3.0	252.0			1.0					169.0			1.0	1.0	2.0		154.0			3.0	156.0			152.0					1.0			22.0				119.0					
NC_073266.2	-3::NC_073266.2:97710376-97716211	5835	False	0.6075	1	3.0	1.0	4.0	5.0	3.0	4.0		4.0	34.0	1.0	6.0	7.0	359.0	3.0	3.0	1.0	150.0	1.0	16.0	307.0	1.0	5.0	4.0	7.0	5.0	1.0	5.0	5.0	1.0		2.0	5.0	3.0	179.0	2.0	1.0		6.0	2.0	1.0		1.0	1.0	359.0	2.0	54.0	2.0	8.0		1.0	34.0	1.0			3.0	2.0	2.0	4.0	313.0		3.0	2.0	4.0	2.0
NC_073266.2	2::NC_073266.2:97710484-97715986	5502	False	0.6114	0	1.0		2.0	1.0	1.0	1.0		2.0	32.0		1.0	3.0	354.0	1.0			148.0		14.0	303.0		4.0	4.0	5.0	2.0			2.0				2.0	2.0	177.0	2.0	1.0		3.0					1.0	355.0		53.0	1.0	5.0			33.0	1.0			1.0	1.0		1.0	312.0		2.0			
NC_073266.2	-1::NC_073266.2:97710498-97715985	5487	False	0.6114	0					3.0			2.0	197.0		4.0	1.0			2.0		3.0	2.0	1.0	2.0	2.0	3.0		1.0	1.0		146.0	1.0				1.0	315.0	353.0	270.0			5.0		1.0				46.0	33.0	2.0	354.0	3.0		1.0	1.0	1.0		2.0	2.0	53.0	1.0	1.0				1.0	12.0	
NC_073266.2	-2::NC_073266.2:97710539-97716014	5475	False	0.6111	0	1.0		301.0		3.0	1.0		1.0	352.0		1.0	3.0	1.0	1.0		1.0	1.0	2.0	176.0	55.0		4.0		2.0	1.0		3.0	2.0			148.0		2.0	32.0				2.0		1.0			3.0	312.0		1.0		12.0		33.0	1.0	1.0		1.0	357.0	2.0			3.0		1.0		1.0	
NC_073266.2	3::NC_073266.2:97710566-97716059	5493	False	0.6111	0	1.0		302.0		3.0	1.0	1.0	2.0	353.0		1.0	2.0	2.0	1.0		1.0	2.0	1.0	176.0	55.0		5.0		1.0	1.0		4.0	2.0			147.0	1.0	3.0	32.0	1.0			1.0	1.0	1.0			4.0	312.0		1.0		11.0		33.0	1.0	1.0		1.0	357.0	1.0			3.0	1.0	1.0			
NC_073266.2	3::NC_073266.2:98260226-98269283	9057	False	0.499	0									1.0				1.0	1.0						1.0		1.0					1498.0		1.0	1.0	1.0					2.0		2.0	1.0					1.0	1.0	1.0		1.0								1500.0		2.0			1.0	1.0		
NC_073266.2	-2::NC_073266.2:98260253-98270009	9756	False	0.4997	1													1.0	1.0			2.0			1.0							1544.0				74.0					2.0								1.0	1.0			1.0								1545.0		2.0			1.0	2.0		74.0
NC_073266.2	1::NC_073266.2:98260266-98270004	9738	False	0.4996	1									1.0						1.0		1545.0										74.0											1.0								1.0	1.0					1.0	1.0			73.0				1545.0	2.0			
NC_073266.2	-3::NC_073266.2:98260285-98269282	8997	False	0.5001	0										1.0																					1499.0																											1.0						1498.0
NC_073267.2	-1::NC_073267.2:2102-10211	8109	False	0.5003	0	2.0	1290.0	1293.0	3.0	57.0	57.0																																											1.0															
NC_073267.2	1::NC_073267.2:2103-10212	8109	False	0.5004	0	60.0		2.0		1293.0	1289.0	57.0																																										2.0															
NC_073267.2	-3::NC_073267.2:2433-10197	7764	False	0.5004	0	5.0				1293.0	1289.0																																											1.0															
NC_073267.2	2::NC_073267.2:2434-10198	7764	False	0.5005	0	1289.0		5.0				1293.0																																										1.0															
