clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_TTT	codon_TCA	codon_ATT	codon_ATA	codon_GAA	codon_CAT	codon_AAC	codon_AGG	codon_AAA	codon_CAC	codon_GCA	codon_AAT	codon_GAT	codon_CAG	codon_ACA	codon_GTC	codon_ATG	codon_GAC	codon_CTG	codon_AGT	codon_ACT	codon_GTA	codon_ACC	codon_GGC	codon_CTT	codon_TTA	codon_CCC	codon_AAG	codon_TCC	codon_CTA	codon_GCT	codon_GAG	codon_AGA	codon_CAA	codon_TCT	codon_TTC	codon_TTG	codon_GGA	codon_TGT	codon_CCT	codon_GGG	codon_TAT	codon_CCA	codon_GCC	codon_ATC	codon_CGG	codon_GGT	codon_GTT	codon_CTC	codon_TGC	codon_GTG	codon_CGT	codon_AGC	codon_CCG	codon_CGA	codon_TGG	codon_TAC	codon_GCG	codon_ACG	codon_TCG	codon_CGC
NC_072433.2	2::NC_072433.2:21024703-21030550(+)	5847	False	0.7253	2	7.0	46.0	5.0	3.0	1.0	2.0	1.0	51.0		48.0	60.0	1.0	8.0	81.0	3.0		8.0	48.0	2.0		47.0	1.0	7.0	164.0	65.0		49.0		102.0	1.0	46.0	59.0	69.0	4.0	20.0	54.0	2.0	25.0		51.0	122.0		34.0	55.0	1.0	138.0	32.0		115.0	2.0	36.0	2.0	7.0	64.0	4.0	30.0		71.0	48.0	2.0	45.0
NC_072433.2	3::NC_072433.2:21024935-21030623(+)	5688	False	0.7233	1	10.0	51.0	1.0	1.0		2.0	2.0	56.0		44.0	50.0	4.0	3.0	87.0	1.0	3.0	10.0	45.0	2.0		41.0		7.0	158.0	65.0	5.0	61.0		98.0		45.0	49.0	77.0	1.0	17.0	63.0	2.0	26.0	2.0	49.0	124.0		25.0	49.0		126.0	25.0		96.0		31.0		4.0	67.0	5.0	43.0	2.0	69.0	42.0	1.0	49.0
NC_072433.2	1::NC_072433.2:21024939-21030615(+)	5676	False	0.7239	1	7.0	46.0	4.0			6.0		50.0		50.0	48.0	1.0	7.0	70.0	3.0		4.0	47.0	2.0		44.0	2.0	2.0	172.0	55.0	1.0	49.0		93.0		50.0	54.0	82.0	1.0	21.0	68.0		20.0	1.0	61.0	123.0	2.0	35.0	44.0		123.0	34.0		95.0	1.0	25.0		4.0	69.0	6.0	41.0	4.0	69.0	44.0	2.0	50.0
NC_072433.2	-1::NC_072433.2:22154515-22160029(-)	5514	False	0.5261	2	38.0	27.0	22.0	6.0	47.0	18.0	48.0	20.0	40.0	24.0	33.0	33.0	36.0	124.0	28.0	16.0	33.0	48.0	63.0	35.0	31.0	8.0	40.0	27.0	18.0	11.0	47.0	78.0	45.0	15.0	32.0	69.0	18.0	45.0	26.0	28.0	36.0	23.0	16.0	49.0	24.0	11.0	48.0	51.0	30.0	13.0	14.0	10.0	42.0	15.0	28.0	8.0	45.0	24.0	7.0	8.0	26.0	10.0	10.0	5.0	8.0
NC_072433.2	-2::NC_072433.2:53554017-53559444(-)	5427	False	0.616	2	9.0	16.0		3.0	50.0	33.0	38.0	34.0	16.0	82.0	35.0	18.0	19.0	77.0	23.0	13.0	19.0	48.0	59.0	26.0	27.0	7.0	40.0	61.0	12.0	1.0	62.0	46.0	29.0	5.0	35.0	110.0	6.0	11.0	29.0	30.0	16.0	30.0	39.0	31.0	56.0	9.0	31.0	60.0	23.0	49.0	28.0	5.0	42.0	44.0	29.0	15.0	65.0	5.0	11.0	14.0	22.0	6.0	8.0	2.0	40.0
NC_072433.2	-1::NC_072433.2:53841505-53848756(-)	7251	False	0.7267	1	3.0	71.0	2.0			1.0		82.0		55.0	61.0	1.0	21.0	116.0	5.0	3.0	8.0	39.0	4.0	1.0	58.0	1.0	3.0	198.0	76.0		74.0		137.0		59.0	63.0	108.0	2.0	20.0	69.0		19.0		66.0	163.0		30.0	64.0		162.0	28.0	1.0	117.0	9.0	57.0	2.0	2.0	70.0	15.0	67.0		89.0	46.0		69.0
NC_072433.2	-2::NC_072433.2:53841516-53848635(-)	7119	False	0.7271	1	3.0	58.0	1.0			3.0		69.0		68.0	56.0		15.0	91.0		2.0	21.0	67.0	13.0		53.0		2.0	221.0	76.0	1.0	63.0	2.0	112.0	1.0	68.0	54.0	107.0	2.0	18.0	77.0		22.0		73.0	166.0		59.0	61.0	1.0	144.0	55.0		110.0	5.0	29.0	2.0		75.0	2.0	62.0		89.0	39.0		55.0
NC_072433.2	-3::NC_072433.2:53959385-53965793(-)	6408	False	0.725	1	3.0	46.0		1.0	2.0	2.0	3.0	58.0	2.0	53.0	65.0	1.0	15.0	93.0	3.0		16.0	48.0	4.0		58.0	1.0	3.0	199.0	64.0		58.0	2.0	106.0		52.0	58.0	81.0	2.0	21.0	77.0	3.0	25.0	1.0	61.0	130.0		35.0	47.0		141.0	34.0	3.0	114.0	9.0	27.0		5.0	79.0	8.0	38.0		84.0	45.0		50.0
NC_072433.2	-2::NC_072433.2:53959449-53966802(-)	7353	False	0.7217	2	4.0	59.0	4.0	2.0	3.0		2.0	72.0	3.0	68.0	60.0		21.0	105.0	6.0		16.0	54.0	6.0		54.0	1.0	2.0	212.0	84.0		74.0	2.0	125.0	1.0	63.0	64.0	101.0	3.0	23.0	84.0	2.0	25.0		67.0	158.0		51.0	69.0	1.0	149.0	38.0	3.0	115.0	4.0	35.0	2.0	5.0	87.0	13.0	55.0		90.0	46.0		58.0
NC_072433.2	1::NC_072433.2:67270836-67281090(+)	10254	False	0.4135	0	62.0	170.0	76.0	44.0	314.0	48.0	23.0	21.0	171.0	24.0	103.0	68.0	102.0	67.0	99.0	29.0	42.0	58.0	34.0	60.0	71.0	57.0	34.0	20.0	35.0	68.0	27.0	121.0	55.0	39.0	77.0	151.0	39.0	73.0	150.0	23.0	55.0	54.0	14.0	87.0	18.0	44.0	133.0	22.0	29.0	4.0	48.0	65.0	23.0	7.0	65.0	11.0	25.0	16.0	3.0	10.0	12.0	4.0	6.0	8.0	
NC_072433.2	2::NC_072433.2:71086795-71092192(+)	5397	False	0.4217	2	50.0	56.0	50.0	28.0	162.0	27.0	15.0	13.0	41.0	11.0	51.0	33.0	63.0	28.0	91.0	18.0	28.0	30.0	22.0	44.0	78.0	29.0	33.0	18.0	13.0	36.0	23.0	24.0	22.0	10.0	40.0	65.0	19.0	39.0	78.0	19.0	17.0	31.0	2.0	47.0	11.0	19.0	53.0	14.0	19.0	1.0	30.0	34.0	13.0	1.0	31.0	2.0	23.0	4.0	2.0	10.0	13.0	1.0	10.0	4.0	
NC_072433.2	2::NC_072433.2:99816487-99823072(+)	6585	False	0.4058	2	32.0	100.0	44.0	34.0	119.0	38.0	31.0	22.0	114.0	12.0	48.0	97.0	89.0	60.0	49.0	9.0	32.0	29.0	12.0	92.0	58.0	19.0	27.0	13.0	26.0	36.0	25.0	52.0	40.0	19.0	48.0	31.0	61.0	57.0	93.0	10.0	18.0	52.0	20.0	68.0	11.0	25.0	69.0	28.0	9.0	4.0	32.0	35.0	15.0	5.0	23.0	10.0	37.0	1.0	17.0	9.0	13.0		5.0	7.0	4.0
NC_072433.2	2::NC_072433.2:133900369-133912264(+)	11895	False	0.6635	2	28.0	36.0	9.0	1.0	60.0	28.0	46.0	105.0	41.0	81.0	70.0	15.0	43.0	163.0	44.0	35.0	35.0	129.0	170.0	41.0	38.0	5.0	95.0	155.0	23.0	6.0	265.0	121.0	93.0	11.0	75.0	200.0	48.0	27.0	38.0	72.0	32.0	65.0	23.0	112.0	143.0	6.0	120.0	204.0	19.0	52.0	46.0	13.0	82.0	57.0	70.0	15.0	157.0	84.0	14.0	25.0	23.0	48.0	30.0	24.0	49.0
NC_072433.2	-2::NC_072433.2:134743197-134749977(-)	6780	False	0.5667	2	22.0	20.0	9.0	5.0	79.0	13.0	23.0	52.0	118.0	39.0	22.0	14.0	33.0	60.0	18.0	23.0	19.0	150.0	77.0	27.0	12.0	5.0	31.0	38.0	13.0	7.0	76.0	165.0	83.0	8.0	33.0	175.0	31.0	8.0	38.0	37.0	11.0	16.0	9.0	49.0	38.0	9.0	32.0	92.0	35.0	19.0	7.0	15.0	33.0	21.0	43.0	3.0	58.0	38.0	12.0	15.0	32.0	25.0	29.0	21.0	15.0
NC_072433.2	1::NC_072433.2:134976537-134982198(+)	5661	False	0.7349	1	1.0	50.0	1.0			2.0	1.0	60.0	1.0	59.0	33.0		8.0	60.0		5.0	5.0	51.0	5.0	1.0	26.0	2.0	4.0	171.0	63.0		54.0		78.0		58.0	32.0	86.0	3.0	22.0	61.0		18.0	2.0	64.0	145.0		51.0	53.0	1.0	122.0	36.0	2.0	65.0	3.0	36.0	1.0	3.0	73.0	7.0	71.0		57.0	19.0	3.0	52.0
NC_072433.2	-1::NC_072433.2:142576030-142584793(-)	8763	False	0.5079	0							1204.0		1.0									26.0	20.0				229.0				9.0			206.0										1214.0														12.0							
NC_072433.2	3::NC_072433.2:142576031-142584794(+)	8763	False	0.5079	0		8.0						226.0								23.0										1205.0			9.0												1233.0						2.0	206.0												9.0	
NC_072433.2	-2::NC_072433.2:142577574-142585212(-)	7638	False	0.4999	0							71.0																1202.0							1203.0										70.0																					
NC_072433.2	2::NC_072433.2:142577575-142585213(+)	7638	False	0.4997	0	1.0							1203.0																		70.0															69.0						1.0	1202.0													
NC_072447.2	-3::NC_072447.2:14946081-14951121(-)	5040	False	0.5054	0	2.0	2.0	3.0		1.0	31.0	1.0	1.0	1.0		2.0		2.0	2.0	1.0	192.0		1.0	158.0		5.0		2.0		5.0		4.0		38.0	2.0	2.0		1.0	1.0	416.0	4.0	2.0		307.0	11.0	5.0	1.0	29.0	4.0	31.0	1.0	1.0	2.0	248.0	3.0	143.0	2.0	1.0	1.0	1.0		2.0		2.0	1.0	2.0
NC_072447.2	-2::NC_072447.2:17393152-17398213(-)	5061	False	0.4768	2	24.0	30.0	31.0	25.0	62.0	20.0	31.0	19.0	52.0	26.0	31.0	32.0	38.0	41.0	63.0	26.0	30.0	37.0	24.0	28.0	47.0	12.0	40.0	20.0	28.0	14.0	35.0	59.0	51.0	15.0	29.0	58.0	37.0	28.0	47.0	18.0	28.0	28.0	11.0	47.0	19.0	12.0	69.0	20.0	19.0	6.0	17.0	27.0	15.0	6.0	40.0	6.0	30.0	7.0	6.0	17.0	21.0	4.0	11.0	6.0	7.0
NC_072447.2	-3::NC_072447.2:83111016-83117310(-)	6294	False	0.4169	2	51.0	40.0	56.0	40.0	114.0	26.0	41.0	12.0	121.0	27.0	50.0	60.0	68.0	53.0	31.0	17.0	31.0	38.0	29.0	31.0	33.0	26.0	16.0	17.0	47.0	34.0	17.0	81.0	16.0	22.0	38.0	64.0	33.0	46.0	56.0	23.0	41.0	32.0	44.0	34.0	20.0	48.0	53.0	36.0	21.0	10.0	27.0	25.0	14.0	18.0	40.0	10.0	23.0	10.0	6.0	21.0	18.0	31.0	5.0	1.0	5.0
NC_072447.2	1::NC_072447.2:105955740-105963234(+)	7494	False	0.5476	1	20.0	15.0	42.0	18.0	53.0	16.0	22.0	63.0	49.0	4.0	55.0	88.0	67.0	94.0	35.0	32.0	44.0	35.0	13.0	63.0	59.0	12.0	39.0	40.0	26.0	11.0	25.0	87.0	56.0	9.0	225.0	140.0	32.0	22.0	66.0	16.0	31.0	68.0	22.0	53.0	174.0	12.0	14.0	109.0	12.0	4.0	67.0	54.0	7.0	9.0	63.0	4.0	14.0	5.0	3.0	56.0	11.0	3.0	7.0	1.0	2.0
NC_072447.2	2::NC_072447.2:139209259-139215355(+)	6096	False	0.4304	1	51.0	84.0	44.0	34.0	50.0	29.0	19.0	17.0	45.0	13.0	46.0	45.0	33.0	21.0	166.0	12.0	62.0	20.0	25.0	28.0	132.0	34.0	78.0	9.0	29.0	22.0	24.0	25.0	81.0	15.0	54.0	44.0	19.0	25.0	119.0	25.0	35.0	20.0	4.0	81.0	17.0	14.0	58.0	26.0	24.0		18.0	45.0	20.0	1.0	31.0	3.0	16.0	3.0	1.0	10.0	9.0	2.0	10.0	5.0	
NC_072447.2	-1::NC_072447.2:144915545-144920858(-)	5313	False	0.5278	2	76.0	10.0	35.0	6.0	12.0	13.0	6.0	5.0	5.0	42.0	5.0	6.0	19.0	137.0	12.0	8.0	15.0	56.0	45.0	117.0	53.0	6.0	11.0	8.0	18.0	16.0	37.0	10.0	140.0	5.0	9.0	137.0	12.0	8.0	105.0	42.0	24.0	3.0	8.0	216.0	33.0	3.0	9.0	14.0	10.0	3.0	18.0	3.0	41.0	4.0	28.0	3.0	34.0	2.0		17.0	39.0	4.0	3.0	3.0	2.0
NC_072447.2	1::NC_072447.2:158205435-158213472(+)	8037	False	0.7244	0	9.0	57.0	5.0	3.0		4.0		59.0		76.0	72.0		39.0	100.0			27.0	64.0	4.0	1.0	49.0		21.0	235.0	71.0		61.0		135.0		72.0	72.0	104.0	1.0	24.0	80.0		32.0		89.0	178.0		50.0	60.0		176.0	56.0	3.0	164.0	4.0	34.0	3.0	2.0	98.0	9.0	63.0	1.0	101.0	59.0	2.0	50.0
NC_072447.2	3::NC_072447.2:158205572-158215793(+)	10221	False	0.725	1	11.0	91.0	8.0	1.0		7.0		96.0		92.0	80.0		41.0	127.0	2.0	2.0	19.0	78.0	5.0		65.0	1.0	3.0	300.0	96.0		95.0	1.0	181.0		95.0	75.0	144.0	1.0	32.0	93.0		43.0		118.0	233.0		54.0	89.0	1.0	205.0	44.0	1.0	187.0	15.0	60.0	2.0	1.0	124.0	25.0	109.0		113.0	64.0	5.0	72.0
NC_072447.2	-3::NC_072447.2:165562296-165571041(-)	8745	False	0.4998	0							237.0		1.0														1219.0				1.0			1221.0										236.0																					
NC_072447.2	2::NC_072447.2:165562297-165571042(+)	8745	False	0.4997	0	2.0							1221.0																		236.0															235.0						2.0	1219.0													
NC_072442.2	-2::NC_072442.2:7680-13347(-)	5667	False	0.4997	0	1.0							648.0																		296.0															295.0						2.0	647.0													
NC_072442.2	2::NC_072442.2:7681-13348(+)	5667	False	0.4999	0							296.0		1.0														647.0				1.0			648.0										296.0																					
NC_072442.2	-3::NC_072442.2:33846401-33851597(-)	5196	False	0.3997	1	59.0	35.0	199.0	15.0	2.0	173.0	3.0	2.0	3.0	34.0	29.0	18.0	4.0	15.0	18.0	12.0	5.0	1.0	26.0	10.0	20.0	3.0	9.0	6.0	30.0	20.0	11.0	4.0	190.0	14.0	10.0		2.0	18.0	45.0	221.0	39.0	6.0	29.0	21.0	1.0	29.0	156.0	2.0	5.0	1.0		45.0	20.0	26.0	7.0	22.0	3.0	17.0	1.0	12.0	16.0		2.0	4.0	2.0
NC_072442.2	-1::NC_072442.2:38846938-38852062(-)	5124	False	0.5716	2	5.0	30.0	8.0	2.0	89.0	7.0	13.0	50.0	51.0	20.0	51.0	10.0	29.0	60.0	25.0	20.0	32.0	41.0	45.0	28.0	21.0	9.0	29.0	37.0	13.0	6.0	51.0	54.0	36.0	17.0	56.0	105.0	28.0	37.0	25.0	19.0	13.0	41.0	24.0	43.0	47.0	5.0	54.0	53.0	19.0	19.0	22.0	7.0	23.0	12.0	38.0	4.0	43.0	6.0	7.0	33.0	5.0	9.0	7.0	6.0	9.0
NC_072442.2	-3::NC_072442.2:72967619-72975500(-)	7881	False	0.5002	0							907.0																406.0				1.0			406.0										907.0																					
NC_072442.2	1::NC_072442.2:72967620-72975501(+)	7881	False	0.5001	0								406.0																		907.0															907.0						1.0	406.0													
NC_072442.2	-1::NC_072442.2:72970069-72975853(-)	5784	False	0.5	0							59.0																905.0							905.0										59.0																					
NC_072442.2	3::NC_072442.2:72970070-72975854(+)	5784	False	0.4998	0								905.0																		59.0															58.0						1.0	905.0													
NC_072443.2	2::NC_072443.2:22195633-22201903(+)	6270	False	0.3938	2	39.0	54.0	71.0	35.0	140.0	33.0	31.0	20.0	108.0	17.0	32.0	84.0	76.0	34.0	48.0	11.0	48.0	36.0	20.0	60.0	51.0	37.0	19.0	19.0	36.0	46.0	11.0	47.0	36.0	12.0	48.0	80.0	39.0	43.0	79.0	17.0	39.0	34.0	20.0	60.0	26.0	28.0	40.0	23.0	12.0	2.0	26.0	38.0	10.0	8.0	34.0	4.0	24.0	2.0	3.0	3.0	20.0	6.0	7.0	2.0	2.0
NC_072443.2	-2::NC_072443.2:36411550-36419173(-)	7623	False	0.7278	0	6.0	64.0	3.0			5.0		70.0		79.0	63.0		24.0	92.0	3.0		11.0	62.0	12.0	1.0	53.0		1.0	233.0	89.0		66.0		112.0	1.0	79.0	59.0	97.0		27.0	109.0		45.0		78.0	185.0		43.0	65.0	1.0	168.0	24.0	3.0	112.0	8.0	23.0		2.0	100.0	5.0	57.0		95.0	41.0	5.0	60.0
NC_072443.2	-3::NC_072443.2:36413199-36425472(-)	12273	False	0.7279	1	8.0	96.0	5.0		1.0	10.0	1.0	108.0		106.0	120.0		31.0	162.0	3.0		32.0	85.0	11.0	1.0	106.0	2.0	7.0	376.0	135.0		104.0		195.0	1.0	104.0	119.0	141.0	1.0	52.0	162.0	3.0	66.0	3.0	108.0	282.0		52.0	91.0	2.0	287.0	48.0	3.0	219.0	19.0	36.0	2.0	6.0	158.0	4.0	55.0	2.0	174.0	85.0	7.0	94.0
NC_072443.2	-2::NC_072443.2:37514746-37521223(-)	6477	False	0.4408	1	32.0	82.0	55.0	25.0	47.0	52.0	49.0	22.0	36.0	24.0	39.0	97.0	52.0	106.0	59.0	14.0	54.0	24.0	19.0	65.0	56.0	27.0	41.0	20.0	36.0	37.0	35.0	35.0	33.0	15.0	53.0	31.0	30.0	83.0	96.0	9.0	33.0	38.0	24.0	82.0	14.0	12.0	75.0	25.0	16.0	5.0	31.0	63.0	17.0	10.0	30.0	10.0	47.0	3.0	9.0	4.0	4.0	8.0	3.0	4.0	2.0
NC_072443.2	-2::NC_072443.2:45551002-45556192(-)	5190	False	0.3979	1	19.0	13.0	37.0	32.0	197.0	23.0	29.0	23.0	108.0	8.0	43.0	41.0	54.0	81.0	30.0	11.0	32.0	24.0	33.0	43.0	23.0	15.0	14.0	5.0	49.0	39.0	2.0	84.0	15.0	31.0	40.0	97.0	31.0	79.0	40.0	4.0	32.0	16.0	10.0	9.0	6.0	11.0	15.0	19.0	15.0	2.0	10.0	26.0	23.0	5.0	24.0	3.0	31.0	1.0	3.0	4.0	4.0	3.0	2.0	2.0	5.0
NC_072443.2	-1::NC_072443.2:85711259-85724189(-)	12930	False	0.5766	1	16.0	34.0	9.0	8.0	58.0	24.0	62.0	47.0	45.0	50.0	27.0	5.0	3.0	113.0	431.0	33.0	25.0	70.0	40.0	31.0	118.0	15.0	526.0	60.0	12.0		116.0	59.0	111.0	4.0	124.0	80.0	50.0	15.0	207.0	30.0	26.0	56.0	27.0	248.0	40.0	8.0	77.0	112.0	84.0	18.0	40.0	42.0	37.0	107.0	108.0	12.0	396.0	27.0	24.0	36.0	35.0	2.0	32.0	23.0	35.0
NC_072443.2	-3::NC_072443.2:85809717-85819155(-)	9438	False	0.6046	2	9.0	40.0	8.0	10.0	5.0	1.0	9.0	12.0	9.0	10.0	22.0	7.0	8.0	95.0	358.0	15.0	19.0	13.0	33.0	46.0	197.0	3.0	755.0	78.0	8.0		210.0	8.0	33.0	8.0	10.0	35.0	9.0	21.0	21.0	6.0	4.0	14.0	16.0	64.0	23.0	1.0	339.0	26.0	106.0	5.0	12.0	9.0	17.0	26.0	95.0	2.0	66.0	57.0	3.0	21.0	3.0	5.0	91.0	7.0	3.0
NC_072443.2	2::NC_072443.2:85810504-85817401(+)	6897	False	0.6108	1	2.0	3.0	5.0	7.0	1.0			16.0		2.0	3.0		14.0	1.0	6.0	221.0	91.0	10.0	37.0	1.0	21.0	99.0	54.0	9.0	6.0		9.0		1.0	1.0	2.0	8.0	4.0		14.0		3.0	61.0	81.0	2.0	274.0		36.0	1.0	5.0	2.0	187.0	339.0	28.0	6.0	569.0	1.0		26.0		8.0		11.0	11.0		
NC_072443.2	-2::NC_072443.2:85810546-85817095(-)	6549	False	0.6117	1						87.0	326.0	2.0	2.0	539.0	6.0	5.0	5.0	36.0	80.0	8.0		206.0		19.0	1.0		178.0				262.0	6.0	61.0			28.0	9.0	2.0	1.0	1.0		1.0	5.0	16.0	9.0	7.0	7.0	8.0	13.0	26.0	54.0		7.0	3.0		11.0	2.0	2.0		36.0	95.0				11.0
NC_072443.2	1::NC_072443.2:85892640-85907559(+)	14919	False	0.5698	2	3.0	131.0	47.0	10.0	33.0	65.0	52.0	44.0	36.0	257.0	81.0	7.0	1.0	91.0	474.0	65.0	59.0	1.0	18.0	101.0	272.0	8.0	611.0	60.0	31.0	2.0	193.0	27.0	270.0	54.0	12.0	14.0	8.0	34.0	146.0	139.0	27.0	33.0		210.0	67.0	28.0	279.0	213.0	91.0	8.0	38.0	17.0	36.0	3.0	94.0	4.0	179.0	55.0	2.0	3.0	12.0	2.0	80.0	30.0	5.0
NC_072443.2	-3::NC_072443.2:95081058-95091126(-)	10068	False	0.5023	0							1660.0																7.0				11.0			6.0										1660.0			1.0												11.0						
NC_072443.2	2::NC_072443.2:95081059-95091127(+)	10068	False	0.5022	0								6.0																		1660.0															1660.0					11.0	12.0	7.0													
NC_072443.2	-1::NC_072443.2:95081159-95092469(-)	11310	False	0.5001	0							224.0																1660.0				1.0			1660.0				1.0						224.0																					
NC_072443.2	1::NC_072443.2:95081160-95092470(+)	11310	False	0.5	0								1660.0																		224.0															223.0						2.0	1660.0								1.0					
NC_072431.2	-1::NC_072431.2:34100485-34109899(-)	9414	False	0.3895	2	72.0	66.0	91.0	66.0	241.0	58.0	39.0	31.0	200.0	23.0	48.0	92.0	114.0	79.0	106.0	37.0	59.0	45.0	34.0	61.0	80.0	38.0	45.0	21.0	48.0	46.0	30.0	107.0	42.0	22.0	43.0	84.0	66.0	116.0	90.0	18.0	31.0	56.0	26.0	62.0	22.0	37.0	62.0	23.0	45.0	4.0	35.0	70.0	25.0	10.0	44.0	16.0	33.0	8.0	12.0	24.0	14.0	2.0	8.0	7.0	4.0
NC_072431.2	3::NC_072431.2:59300618-59313044(+)	12426	False	0.5026	2	33.0	183.0	38.0	21.0	59.0	18.0	23.0	24.0	15.0	66.0	40.0	36.0	7.0	23.0	394.0	51.0	97.0	34.0	37.0	147.0	362.0	22.0	510.0	28.0	30.0	21.0	160.0	19.0	183.0	11.0	21.0	71.0	9.0	13.0	241.0	85.0	50.0	13.0	6.0	123.0	13.0	20.0	94.0	94.0	143.0	1.0	30.0	28.0	71.0	3.0	60.0		126.0	9.0	5.0	12.0	33.0	2.0	55.0	17.0	2.0
NC_072431.2	1::NC_072431.2:59331933-59369352(+)	37419	False	0.5039	2	92.0	653.0	160.0	62.0	113.0	44.0	74.0	62.0	41.0	344.0	93.0	140.0	28.0	82.0	748.0	94.0	192.0	81.0	95.0	548.0	1184.0	30.0	1712.0	114.0	64.0	64.0	478.0	99.0	418.0	17.0	65.0	333.0	55.0	22.0	724.0	386.0	195.0	21.0	22.0	318.0	67.0	33.0	177.0	273.0	620.0	5.0	53.0	38.0	137.0	15.0	117.0	14.0	448.0	27.0	6.0	16.0	67.0	29.0	116.0	125.0	23.0
NC_072431.2	1::NC_072431.2:59397519-59409645(+)	12126	False	0.5506	0	34.0	246.0	8.0	12.0	156.0	12.0	7.0	5.0	19.0	143.0	79.0	9.0	17.0	39.0	442.0	41.0	23.0	56.0	37.0	126.0	138.0	4.0	298.0	191.0	42.0	34.0	72.0	5.0	146.0	14.0	13.0	69.0	20.0	29.0	114.0	86.0	18.0	47.0	2.0	163.0	11.0	5.0	143.0	97.0	28.0	6.0	39.0	42.0	73.0	3.0	20.0	31.0	305.0	20.0	10.0	9.0	43.0	22.0	61.0	28.0	30.0
NC_072431.2	2::NC_072431.2:59434414-59447518(+)	13104	False	0.4922	1	15.0	181.0	35.0	45.0	200.0	5.0	49.0	10.0	10.0	4.0	49.0	15.0	15.0	4.0	272.0	109.0	135.0	70.0	28.0	265.0	415.0	17.0	344.0	16.0	71.0	64.0	27.0	10.0	57.0	10.0	124.0	64.0	21.0	10.0	232.0	7.0	28.0	54.0	5.0	315.0	5.0	8.0	149.0	99.0	46.0	1.0	61.0	88.0	8.0		81.0	19.0	284.0	26.0	1.0	2.0	1.0	5.0	64.0	11.0	2.0
NC_072431.2	-2::NC_072431.2:70681200-70686339(-)	5139	False	0.7245	2	4.0	34.0		1.0	1.0	1.0	1.0	39.0	1.0	56.0	37.0		13.0	65.0	1.0	2.0	10.0	50.0	6.0	1.0	35.0	3.0	2.0	163.0	55.0		45.0		73.0	2.0	51.0	37.0	69.0	1.0	20.0	63.0	1.0	20.0	1.0	57.0	130.0		46.0	38.0	2.0	96.0	40.0	3.0	73.0	4.0	18.0	2.0	1.0	65.0	3.0	49.0		58.0	33.0		31.0
NC_072431.2	2::NC_072431.2:73395829-73401487(+)	5658	False	0.7031	2	5.0	51.0	5.0	1.0	2.0	5.0	1.0	54.0	1.0	48.0	49.0	2.0	11.0	72.0	9.0	3.0	16.0	39.0	7.0	2.0	47.0	2.0	6.0	150.0	55.0		50.0		88.0		43.0	58.0	77.0	3.0	35.0	68.0	2.0	20.0		45.0	116.0		29.0	35.0	3.0	113.0	40.0	2.0	99.0	6.0	36.0	3.0	5.0	55.0	10.0	50.0	3.0	69.0	36.0	4.0	40.0
NC_072431.2	3::NC_072431.2:73404017-73409480(+)	5463	False	0.7038	2	3.0	46.0	6.0	2.0	2.0	7.0	4.0	51.0		45.0	44.0		16.0	81.0	7.0	2.0	14.0	45.0	11.0	1.0	45.0	3.0	2.0	152.0	56.0		45.0	6.0	88.0		45.0	51.0	73.0	1.0	24.0	60.0	1.0	28.0		52.0	110.0		33.0	39.0	4.0	104.0	30.0	2.0	88.0	8.0	33.0	4.0	2.0	50.0	6.0	49.0	1.0	61.0	36.0	5.0	37.0
NC_072431.2	2::NC_072431.2:73427017-73434565(+)	7548	False	0.7043	2	7.0	59.0	7.0	2.0	1.0	7.0	5.0	68.0		66.0	65.0	1.0	21.0	106.0	10.0	5.0	20.0	58.0	13.0	1.0	67.0	3.0	5.0	207.0	75.0		59.0	8.0	121.0		67.0	74.0	98.0	3.0	35.0	83.0	1.0	36.0		69.0	150.0		47.0	52.0	7.0	152.0	50.0	2.0	128.0	9.0	41.0	3.0	6.0	72.0	4.0	60.0	5.0	90.0	52.0	6.0	47.0
NC_072431.2	2::NC_072431.2:73463077-73471240(+)	8163	False	0.7053	2	14.0	74.0	10.0	2.0	6.0	10.0	1.0	79.0	2.0	69.0	67.0	1.0	11.0	119.0	8.0	3.0	23.0	59.0	15.0	4.0	60.0	4.0	12.0	212.0	100.0	1.0	73.0	2.0	130.0	2.0	64.0	71.0	99.0	6.0	37.0	90.0	2.0	44.0	4.0	68.0	176.0	2.0	43.0	67.0	3.0	171.0	41.0	2.0	128.0	17.0	47.0	5.0	5.0	78.0	8.0	58.0		93.0	51.0	11.0	57.0
NC_072431.2	2::NC_072431.2:73471243-73476586(+)	5343	False	0.7112	1	5.0	48.0	7.0	1.0	3.0	5.0	3.0	48.0	2.0	46.0	53.0	1.0	11.0	72.0	2.0	6.0	8.0	34.0	8.0		40.0	2.0	6.0	143.0	57.0	1.0	45.0		89.0	2.0	43.0	47.0	65.0		24.0	59.0		24.0	1.0	44.0	118.0		26.0	47.0	2.0	115.0	34.0	1.0	91.0	9.0	32.0	6.0	3.0	47.0	6.0	50.0	3.0	60.0	34.0	9.0	33.0
