clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_GGG	codon_TTA	codon_GTT	codon_AGG	codon_GTA	codon_GGT	codon_CCT	codon_AAC	codon_ACC	codon_CTA	codon_CCC	codon_GGC	codon_AGA	codon_CGT	codon_GCT	codon_TGC	codon_AGC	codon_ATG	codon_TGG	codon_TTG	codon_CCG	codon_AGT	codon_TCC	codon_CTT	codon_CTG	codon_CGG	codon_CTC	codon_GCC	codon_AAG	codon_TCT	codon_TAT	codon_TCA	codon_ACT	codon_CAC	codon_GAG	codon_GTC	codon_ATT	codon_GCG	codon_TGT	codon_CAT	codon_CGC	codon_CAA	codon_GAC	codon_GGA	codon_CAG	codon_ATC	codon_TTC	codon_CCA	codon_GTG	codon_AAA	codon_AAT	codon_GAA	codon_TCG	codon_ATA	codon_CGA	codon_GCA	codon_ACG	codon_GAT	codon_ACA	codon_TAC	codon_TTT
NC_073254.2	3::NC_073254.2:188264078-188289713(+)	25635	False	0.693	0	735.0			537.0		238.0	343.0			116.0	116.0	346.0		115.0	115.0	237.0		4.0	230.0	2.0	1.0		348.0	1.0	342.0	156.0	118.0	116.0	1.0	1.0		77.0	111.0	460.0		232.0		231.0		114.0	226.0		333.0	340.0	537.0	115.0	1.0	113.0	119.0		6.0	4.0	39.0			347.0	228.0		578.0	116.0	
NC_073254.2	1::NC_073254.2:188264100-188289723(+)	25623	False	0.6929	0	727.0			537.0		237.0	347.0			114.0	117.0	347.0	1.0	115.0	116.0	230.0	1.0	6.0	236.0				347.0	2.0	338.0	156.0	116.0	117.0		1.0		77.0	110.0	458.0		228.0		231.0		119.0	228.0	1.0	337.0	346.0	536.0	114.0		115.0	124.0		4.0	3.0	41.0			345.0	222.0		578.0	116.0	
NC_073254.2	2::NC_073254.2:188832130-188842537(+)	10407	False	0.6059	0	184.0		1.0	160.0			194.0		1.0	8.0	5.0		193.0	2.0	1.0	2.0	190.0		63.0		189.0		579.0	194.0	192.0		1.0			212.0		1.0	3.0	207.0	130.0					184.0	1.0	2.0		196.0	4.0	7.0	198.0		2.0		1.0		122.0				36.0			2.0	2.0
NC_073254.2	-3::NC_073254.2:189091061-189096125(-)	5064	False	0.6139	2	4.0			2.0	1.0		170.0	3.0	3.0	3.0	302.0	3.0	1.0	2.0	1.0	4.0	1.0		1.0	2.0	1.0	1.0	299.0	29.0	62.0	1.0	115.0	4.0	1.0	32.0	2.0	2.0	4.0	2.0	2.0	56.0	45.0	2.0	55.0	134.0		1.0		1.0	7.0	93.0	64.0	131.0	1.0			2.0	1.0			1.0		2.0	4.0		28.0
NC_073254.2	3::NC_073254.2:190437653-190442777(+)	5124	False	0.5215	1	125.0	32.0	226.0	8.0		70.0	73.0	1.0	1.0	3.0	7.0	6.0		4.0	4.0	38.0	1.0	2.0	28.0	94.0	2.0	4.0	54.0	13.0	115.0	46.0	91.0	37.0		103.0	4.0	14.0	37.0	1.0	1.0	5.0	7.0	4.0	169.0	4.0			2.0	4.0	18.0	1.0	112.0	3.0	10.0			2.0	49.0		1.0	4.0		3.0	1.0	32.0	32.0
NC_073254.2	1::NC_073254.2:190437786-190442997(+)	5211	False	0.5166	1	121.0	43.0	240.0	16.0		81.0	90.0	1.0	1.0	3.0	3.0	5.0		7.0	3.0	34.0		1.0	20.0	101.0	2.0	2.0	53.0	13.0	122.0	48.0	84.0	37.0		102.0	3.0	8.0	36.0	2.0	2.0	8.0	7.0	2.0	172.0	3.0				6.0	16.0		110.0	1.0	7.0				52.0					1.0	1.0	34.0	33.0
NC_073254.2	-2::NC_073254.2:191139159-191146335(-)	7176	False	0.5011	1							205.0	200.0	990.0	990.0	2.0																																5.0																		
NC_073254.2	2::NC_073254.2:191139160-191146336(+)	7176	False	0.501	1	206.0	200.0	990.0	990.0		1.0																										5.0																													
NC_073254.2	-1::NC_073254.2:191139208-191145151(-)	5943	False	0.5003	0							990.0	990.0			1.0																																																		
NC_073254.2	3::NC_073254.2:191139209-191145152(+)	5943	False	0.5001	0	990.0	990.0				1.0																																																							
NC_085926.1	-1::NC_085926.1:2064-8217(-)	6153	False	0.5014	1	41.0	41.0	976.0	976.0		9.0													1.0																7.0																										
NC_085926.1	2::NC_085926.1:2065-8218(+)	6153	False	0.5015	1							41.0	41.0	976.0	976.0	9.0																					7.0										1.0																			
NC_085926.1	-2::NC_085926.1:2309-8231(-)	5922	False	0.5015	1	978.0	976.0	2.0	9.0		1.0																																											7.0												1.0
NC_085926.1	1::NC_085926.1:2310-8316(+)	6006	False	0.5035	1							991.0	979.0	9.0	2.0	1.0																7.0							12.0														1.0													
NC_085926.1	-3::NC_085926.1:39135778-39141439(-)	5661	False	0.6073	2	59.0	3.0	16.0	34.0	3.0	24.0	56.0	19.0	41.0	16.0	78.0	43.0	23.0	5.0	41.0	16.0	53.0	29.0	15.0	12.0	9.0	29.0	35.0	15.0	87.0	26.0	35.0	88.0	61.0	22.0	6.0	22.0	30.0	36.0	108.0	32.0	8.0	4.0	8.0	16.0	16.0	34.0	52.0	27.0	123.0	35.0	13.0	56.0	49.0	13.0	8.0	40.0	3.0	8.0	9.0	32.0	8.0	29.0	35.0	8.0	26.0
NC_085926.1	2::NC_085926.1:49638217-49645114(+)	6897	False	0.6204	2	55.0		10.0	33.0	11.0	39.0	82.0	15.0	58.0	17.0	93.0	79.0	13.0	21.0	63.0	11.0	67.0	45.0	11.0	20.0	10.0	44.0	64.0	28.0	89.0	53.0	39.0	93.0	52.0	35.0	23.0	33.0	29.0	31.0	151.0	22.0	11.0	8.0	6.0	16.0	30.0	24.0	61.0	26.0	143.0	37.0	17.0	72.0	49.0	11.0	9.0	29.0	8.0	4.0	12.0	50.0	15.0	28.0	40.0	33.0	21.0
NC_085926.1	3::NC_085926.1:95783045-95789327(+)	6282	False	0.3937	2	27.0	46.0	38.0	19.0	38.0	24.0	56.0	30.0	19.0	13.0	13.0	20.0	37.0	3.0	47.0	7.0	24.0	47.0	5.0	43.0	2.0	59.0	31.0	37.0	18.0	2.0	10.0	24.0	48.0	80.0	29.0	54.0	55.0	18.0	82.0	13.0	66.0	2.0	20.0	34.0	2.0	44.0	40.0	34.0	33.0	10.0	16.0	38.0	35.0	106.0	85.0	142.0	2.0	37.0	2.0	36.0	8.0	77.0	49.0	18.0	40.0
NC_085926.1	-1::NC_085926.1:111650463-111656952(-)	6489	False	0.442	1	14.0	38.0	61.0	23.0	27.0	34.0	84.0	50.0	36.0	15.0	35.0	20.0	30.0	11.0	53.0	10.0	48.0	52.0	4.0	30.0	2.0	65.0	34.0	36.0	19.0	3.0	19.0	26.0	35.0	93.0	12.0	81.0	60.0	24.0	34.0	14.0	56.0	5.0	24.0	52.0	1.0	79.0	26.0	35.0	115.0	16.0	9.0	77.0	30.0	36.0	96.0	48.0	4.0	25.0	9.0	42.0	3.0	47.0	60.0	4.0	32.0
NC_085926.1	-1::NC_085926.1:119650470-119655660(-)	5190	False	0.3985	1	5.0	39.0	24.0	25.0	17.0	12.0	8.0	28.0	16.0	33.0	3.0	5.0	28.0	3.0	40.0	4.0	32.0	32.0	4.0	32.0		41.0	16.0	49.0	33.0	1.0	24.0	17.0	83.0	39.0	12.0	12.0	25.0	8.0	93.0	10.0	38.0	4.0	9.0	22.0	4.0	76.0	25.0	18.0	89.0	15.0	5.0	14.0	25.0	111.0	38.0	197.0	3.0	30.0	3.0	39.0	2.0	57.0	30.0	5.0	18.0
NC_085926.1	3::NC_085926.1:192412925-192418193(+)	5268	False	0.6213	1			4.0			1.0	133.0		65.0	1.0	165.0	63.0		4.0	8.0	58.0	6.0	65.0	64.0	4.0	1.0		51.0	2.0	81.0		221.0	60.0		144.0	1.0	100.0		86.0		10.0		1.0	16.0	124.0	12.0		1.0		6.0	73.0	1.0	31.0	3.0			1.0	2.0	1.0		82.0	3.0				1.0
NC_085926.1	2::NC_085926.1:193687996-193693474(+)	5478	False	0.5327	0	3.0	1.0	3.0	2.0		1.0	7.0	30.0	501.0	7.0	6.0	69.0	1.0	1.0	4.0	8.0	18.0	1.0	4.0	5.0	4.0	17.0	6.0	66.0	3.0	1.0	8.0	6.0		1.0		2.0	13.0	332.0		2.0	2.0			268.0	2.0	8.0	1.0	2.0	1.0	27.0	339.0	6.0	1.0	3.0	3.0	1.0	3.0		1.0	5.0	6.0		8.0	2.0	4.0
NC_085926.1	-3::NC_085926.1:193694170-193705456(-)	11286	False	0.5676	2	11.0	12.0	11.0	8.0	133.0	193.0	364.0	27.0	464.0	12.0	19.0	12.0	10.0	2.0	116.0	2.0	77.0	9.0	7.0	1.0	6.0	19.0	402.0	202.0	11.0	3.0	12.0	115.0	6.0	109.0	1.0	229.0	91.0	94.0	16.0	207.0	5.0	5.0		25.0	2.0	9.0	194.0	20.0	31.0	12.0	13.0	32.0	8.0	9.0	5.0	16.0	3.0	7.0	1.0	63.0	15.0	17.0	248.0	4.0	5.0
NC_085926.1	3::NC_085926.1:195330128-195348608(+)	18480	False	0.5798	1	1296.0		2.0	391.0	2.0	1.0	6.0	5.0	1.0		3.0	4.0	857.0			3.0	3.0	3.0	3.0		1.0	50.0		1.0	4.0	5.0	2.0		3.0	870.0	3.0	1.0	561.0	2.0	149.0	1.0	243.0	1.0	4.0			5.0	716.0	43.0	4.0	1.0	1.0	862.0	4.0	5.0	13.0	6.0		1.0	1.0	3.0			12.0	2.0	
NC_085926.1	-2::NC_085926.1:195330260-195348617(-)	18357	False	0.5794	0	1.0		4.0	4.0	2.0	1.0	390.0	2.0			1296.0		869.0		1.0	1.0			860.0	5.0	4.0	561.0	42.0	2.0	2.0		148.0	2.0		855.0	1.0	1.0	50.0	3.0	1.0	716.0	13.0		11.0	3.0	1.0				1.0		6.0	3.0		1.0	243.0	1.0	1.0	3.0				1.0	1.0	2.0	4.0
NC_085926.1	-1::NC_085926.1:195330324-195344922(-)	14598	False	0.5882	0		1.0		1.0			17.0	37.0						442.0	1.0	1.0						1.0	1355.0	3.0	685.0			3.0	478.0	74.0		2.0				684.0			159.0					1.0	696.0		30.0		12.0	166.0	13.0	1.0				1.0					2.0
NC_085926.1	-3::NC_085926.1:195330346-195348511(-)	18165	False	0.5811	0		1.0	37.0	1.0		858.0	851.0		1.0		20.0	3.0		5.0	1.0		1.0	1.0			462.0			6.0	253.0		1027.0			1.0		863.0	3.0			532.0	2.0		3.0						1.0	240.0	15.0	3.0				864.0									
NC_085926.1	1::NC_085926.1:195330360-195348504(+)	18144	False	0.5813	0	1.0		49.0	19.0						1.0		2.0	131.0			1.0	1.0						1.0	561.0	866.0				1.0				1.0	14.0	2.0		13.0					1.0	851.0	1680.0	851.0					2.0		41.0			1.0	1.0	461.0		253.0	1.0	241.0
NC_085926.1	-1::NC_085926.1:196420338-196428939(-)	8601	False	0.5002	1							1036.0	1036.0	397.0	397.0	1.0																																																		
NC_085926.1	2::NC_085926.1:196420339-196428940(+)	8601	False	0.5001	0	1036.0	1036.0	397.0	397.0		1.0																																																							
NC_073263.2	-3::NC_073263.2:1840-9163(-)	7323	False	0.5196	1	24.0	14.0	1111.0	1132.0		60.0														1.0						46.0						4.0			17.0	7.0			3.0						1.0				21.0												
NC_073263.2	3::NC_073263.2:1841-9074(+)	7233	False	0.5176	1							13.0	13.0	1131.0	1107.0	59.0																21.0					17.0		3.0														1.0							46.0						
NC_073263.2	-1::NC_073263.2:1917-8145(-)	6228	False	0.5003	1	1038.0	1037.0				1.0																																																							
NC_073263.2	2::NC_073263.2:1918-9130(+)	7212	False	0.5197	1							1131.0	1111.0	59.0		8.0										46.0				1.0		17.0							21.0									7.0																3.0		
NC_073263.2	-2::NC_073263.2:22947221-22958780(-)	11559	False	0.376	1	21.0	99.0	100.0	31.0	52.0	35.0	78.0	44.0	27.0	47.0	27.0	25.0	80.0	13.0	66.0	37.0	33.0	73.0	44.0	96.0	3.0	73.0	29.0	131.0	52.0	6.0	37.0	32.0	93.0	79.0	79.0	75.0	68.0	33.0	70.0	21.0	126.0	5.0	50.0	66.0	8.0	70.0	66.0	69.0	88.0	49.0	56.0	89.0	55.0	214.0	136.0	186.0	10.0	70.0	19.0	92.0	7.0	157.0	83.0	35.0	138.0
NC_073263.2	3::NC_073263.2:31902278-31907297(+)	5019	False	0.3359	0	8.0	47.0	39.0	3.0	32.0	21.0	19.0	36.0	16.0	8.0	6.0	8.0	26.0	3.0	26.0	6.0	18.0	23.0	3.0	28.0	1.0	50.0	17.0	24.0	16.0	1.0	10.0	9.0	41.0	55.0	23.0	57.0	59.0	9.0	33.0	14.0	48.0		35.0	36.0		43.0	25.0	20.0	32.0	12.0	12.0	23.0	21.0	118.0	100.0	116.0	2.0	33.0		31.0	5.0	64.0	32.0	13.0	57.0
NC_073263.2	2::NC_073263.2:38214109-38219605(+)	5496	False	0.5246	2	34.0	12.0	26.0	16.0	20.0	26.0	44.0	35.0	36.0	18.0	45.0	49.0	22.0	10.0	30.0	7.0	27.0	36.0	11.0	38.0	15.0	28.0	25.0	20.0	85.0	23.0	32.0	31.0	24.0	26.0	19.0	16.0	51.0	26.0	59.0	35.0	37.0	14.0	5.0	32.0	27.0	17.0	62.0	21.0	62.0	40.0	42.0	23.0	71.0	26.0	26.0	51.0	5.0	22.0	12.0	21.0	8.0	63.0	36.0	15.0	37.0
NC_073263.2	-2::NC_073263.2:104248388-104269379(-)	20991	False	0.381	2	60.0	147.0	100.0	83.0	104.0	87.0	122.0	112.0	41.0	93.0	62.0	47.0	163.0	19.0	58.0	31.0	74.0	164.0	37.0	99.0	9.0	158.0	56.0	120.0	94.0	7.0	59.0	38.0	272.0	167.0	86.0	249.0	139.0	64.0	205.0	44.0	173.0	7.0	74.0	136.0	3.0	266.0	99.0	118.0	172.0	68.0	73.0	176.0	74.0	507.0	200.0	414.0	14.0	153.0	11.0	173.0	11.0	224.0	216.0	43.0	122.0
NC_073263.2	-3::NC_073263.2:114906220-114911428(-)	5208	False	0.6392	2	65.0	2.0	14.0	48.0	2.0	28.0	36.0	18.0	48.0	3.0	54.0	43.0	17.0	6.0	73.0	14.0	46.0	21.0	27.0	8.0	28.0	16.0	18.0	9.0	46.0	54.0	24.0	86.0	52.0	15.0	2.0	15.0	10.0	30.0	100.0	17.0	10.0	18.0	5.0	10.0	12.0	10.0	29.0	41.0	184.0	12.0	11.0	38.0	29.0	33.0	8.0	53.0	11.0	16.0	3.0	37.0	18.0	21.0	20.0	5.0	7.0
NC_073263.2	2::NC_073263.2:116117362-116126362(+)	9000	False	0.501	0	49.0	51.0	1339.0	1386.0	2.0	1.0	2.0	6.0	3.0	6.0	2.0	1.0	6.0		1.0	2.0		1.0	8.0	1.0			1.0		2.0	1.0	2.0	3.0	5.0			3.0		2.0	4.0	41.0	1.0			1.0		4.0	4.0	2.0	1.0	2.0	1.0	2.0	7.0	12.0	5.0	4.0		5.0		3.0		1.0	5.0	6.0	3.0
NC_073263.2	-1::NC_073263.2:116117523-116126361(-)	8838	False	0.5025	0		4.0	2.0	3.0		3.0	51.0	51.0	1387.0	1337.0	1.0		2.0		1.0	1.0	1.0	2.0	2.0	6.0		1.0	2.0	1.0	42.0		8.0		3.0	4.0		3.0		2.0			1.0		1.0	3.0			1.0		2.0	1.0	1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0		9.0
NC_073263.2	-3::NC_073263.2:116117719-116125738(-)	8019	False	0.5059	0			1.0				1333.0	1284.0												1.0	1.0							1.0						7.0			1.0					1.0	41.0				2.0														
NC_073263.2	3::NC_073263.2:116117876-116125739(+)	7863	False	0.5036	0	1310.0	1282.0				1.0																										28.0																													
NC_073264.2	-1::NC_073264.2:106122691-106140052(-)	17361	False	0.5884	2	136.0	15.0	43.0	45.0	16.0	50.0	105.0	8.0	43.0	18.0	309.0	183.0	41.0	2.0	95.0	10.0	127.0	194.0	17.0	32.0	59.0	64.0	160.0	42.0	271.0	20.0	161.0	232.0	403.0	111.0	2.0	44.0	78.0	53.0	285.0	89.0	44.0	44.0	9.0	16.0	10.0	38.0	333.0	86.0	218.0	50.0	106.0	105.0	383.0	206.0	10.0	121.0	45.0	30.0	7.0	74.0	22.0	152.0	72.0	6.0	37.0
NC_073264.2	-3::NC_073264.2:106655927-106666913(-)	10986	False	0.68	2	29.0	2.0	2.0	12.0	3.0	5.0	176.0	2.0	180.0	1.0	493.0	16.0	3.0	1.0	120.0	12.0	10.0	3.0	8.0	4.0	173.0	1.0	178.0	117.0	18.0	15.0	162.0	102.0	3.0	10.0		79.0	8.0	664.0	10.0	11.0	1.0	7.0	2.0	4.0	202.0	4.0	6.0	3.0	15.0	3.0	112.0	112.0	9.0	1.0	1.0	3.0	10.0	2.0	5.0	10.0	6.0	7.0	498.0	4.0	2.0
NC_073264.2	-2::NC_073264.2:106655985-106665978(-)	9993	False	0.6735	1	1.0	2.0	1.0			2.0	149.0	16.0	179.0		460.0	4.0		2.0	116.0	25.0	4.0	2.0	1.0		183.0	3.0	195.0	107.0	5.0	2.0	160.0	64.0		1.0		88.0	5.0	659.0	1.0	1.0	2.0	5.0	1.0	5.0	171.0	1.0	2.0		8.0		101.0	104.0				2.0	2.0	1.0	6.0	2.0	1.0	1.0	476.0	2.0	
NC_073264.2	-1::NC_073264.2:106656475-106665931(-)	9456	False	0.675	1							139.0		162.0		440.0	1.0	1.0		105.0	5.0	4.0			1.0	155.0		178.0	93.0	18.0	3.0	164.0	69.0				65.0	6.0	636.0			3.0	15.0			167.0	16.0	2.0	1.0	4.0	1.0	107.0	109.0					4.0	1.0	1.0	2.0	2.0	1.0	470.0		1.0
NC_073264.2	-1::NC_073264.2:108443614-108449293(-)	5679	False	0.501	1							264.0	264.0	681.0	678.0	2.0																																					2.0							1.0					1.0	
NC_073264.2	3::NC_073264.2:108443615-108449288(+)	5673	False	0.5008	1	267.0	264.0	681.0	678.0																						1.0																																			
NC_073255.2	-3::NC_073255.2:358-6655(-)	6297	False	0.4999	0	218.0	218.0	830.0	831.0		1.0																																																							1.0
NC_073255.2	3::NC_073255.2:359-6656(+)	6297	False	0.5001	0							218.0	219.0	830.0	831.0	1.0																																																		
NC_073255.2	-1::NC_073255.2:4940955-4948008(-)	7053	False	0.4049	0		1.0	6.0		133.0	2.0	102.0	18.0	103.0	95.0	4.0	3.0	2.0	3.0	104.0	120.0	7.0	9.0			2.0	25.0	194.0					2.0		9.0	2.0	12.0	208.0	106.0		48.0	11.0	2.0	1.0	11.0	1.0	2.0	3.0			243.0	4.0	88.0	5.0	13.0	209.0		7.0	200.0	11.0	8.0	2.0	98.0	104.0	8.0	
NC_073255.2	2::NC_073255.2:4999636-5005651(+)	6015	False	0.6258	0	1.0	1.0	1.0	1.0	2.0			72.0	150.0		69.0	1.0	71.0	3.0	8.0	23.0	139.0	3.0	3.0		86.0	4.0	90.0	6.0	33.0	1.0	60.0	1.0	1.0	25.0	1.0	6.0	63.0	157.0	74.0	1.0			1.0	54.0	86.0	72.0		2.0	136.0	50.0	9.0	148.0	2.0	5.0	1.0	2.0		2.0		248.0	1.0	1.0	27.0	1.0	
NC_073255.2	3::NC_073255.2:5000252-5005592(+)	5340	False	0.6311	0	1.0		1.0		1.0			65.0	133.0		62.0	1.0	63.0	1.0	5.0	29.0	127.0		1.0	1.0	83.0		81.0	9.0	26.0		52.0		1.0	23.0		3.0	54.0	147.0	63.0					46.0	73.0	67.0		1.0	126.0	49.0	5.0	133.0	1.0			2.0			1.0	223.0			20.0		
NC_073255.2	-3::NC_073255.2:5417086-5429629(-)	12543	False	0.6468	1	4.0		1.0	4.0	1.0	1.0	296.0	2.0	6.0		1031.0	3.0	190.0	44.0		6.0	3.0	2.0	1.0	2.0	48.0	2.0	484.0	1.0	8.0		292.0	5.0	4.0	5.0	3.0	199.0	4.0	212.0	2.0	53.0	6.0		3.0	153.0	3.0	4.0	3.0	4.0	188.0	335.0	5.0	150.0		5.0	2.0	1.0	1.0	2.0		3.0	3.0	189.0	200.0		2.0
NC_073255.2	-1::NC_073255.2:5417109-5429478(-)	12369	False	0.6483	1	2.0			1.0		1.0	291.0		2.0		1027.0		188.0	48.0	2.0	1.0	2.0	2.0			50.0		485.0	3.0	7.0	1.0	294.0	4.0	3.0	2.0	1.0	195.0	3.0	208.0	4.0	49.0	2.0		7.0	153.0	2.0	4.0			184.0	337.0	7.0	148.0	1.0	2.0	1.0	1.0		1.0		2.0	2.0	185.0	205.0	2.0	1.0
NC_073255.2	-2::NC_073255.2:5417162-5429870(-)	12708	False	0.6469	2	5.0		1.0	5.0	1.0	2.0	294.0	2.0	2.0	1.0	1037.0	4.0	191.0	49.0	3.0	4.0	6.0	2.0	6.0	4.0	46.0		488.0	6.0	11.0	1.0	293.0	5.0	6.0	6.0	1.0	197.0	4.0	208.0	4.0	55.0	2.0	2.0	7.0	156.0	1.0	9.0	3.0	3.0	193.0	336.0	6.0	153.0	2.0	3.0	1.0	4.0	1.0	2.0	2.0	4.0	2.0	186.0	206.0	1.0	1.0
NC_073255.2	-3::NC_073255.2:100800910-100806061(-)	5151	False	0.4213	2	15.0	27.0	40.0	15.0	22.0	20.0	72.0	6.0	27.0	12.0	21.0	9.0	30.0	4.0	43.0	3.0	36.0	26.0	3.0	21.0	3.0	51.0	21.0	26.0	14.0	2.0	15.0	10.0	36.0	72.0	32.0	57.0	50.0	11.0	57.0	10.0	45.0	2.0	5.0	19.0	3.0	31.0	30.0	29.0	39.0	13.0	6.0	60.0	23.0	76.0	12.0	118.0	6.0	35.0	8.0	35.0	2.0	78.0	78.0	12.0	33.0
NC_073255.2	2::NC_073255.2:118855474-118866310(+)	10836	False	0.5066	1	9.0	12.0	17.0	18.0	19.0	23.0	81.0	21.0	505.0	5.0	164.0	18.0	14.0		21.0	3.0	134.0	65.0	7.0	43.0	10.0	140.0	134.0	24.0	27.0		55.0	57.0	17.0	209.0	13.0	175.0	347.0	79.0	86.0	42.0	28.0	4.0	6.0	17.0	2.0	10.0	21.0	14.0	19.0	151.0	85.0	73.0	46.0	9.0	32.0	42.0	29.0	15.0	5.0	27.0	40.0	5.0	278.0	30.0	30.0
NC_073255.2	1::NC_073255.2:118884714-118942548(+)	57834	False	0.5079	2	92.0	117.0	44.0	106.0	24.0	43.0	414.0	112.0	2949.0	13.0	781.0	135.0	48.0	12.0	81.0	11.0	925.0	204.0	20.0	358.0	46.0	977.0	516.0	62.0	83.0	6.0	140.0	438.0	190.0	1054.0	37.0	1134.0	1980.0	699.0	616.0	101.0	284.0	76.0	12.0	66.0	38.0	31.0	71.0	19.0	90.0	1117.0	730.0	193.0	127.0	24.0	175.0	94.0	228.0	79.0	5.0	108.0	144.0	23.0	744.0	116.0	116.0
NC_073255.2	1::NC_073255.2:118971987-118996437(+)	24450	False	0.558	1	15.0	72.0	84.0	2.0	8.0	81.0	338.0	10.0	596.0	28.0	157.0	397.0	29.0	51.0	27.0		649.0	23.0	18.0	17.0	37.0	242.0	292.0	63.0	67.0	14.0	174.0	223.0	9.0	225.0	5.0	500.0	279.0	320.0	112.0	90.0	6.0	21.0	2.0	8.0	83.0	72.0	120.0	88.0	67.0	38.0	184.0	281.0	30.0	39.0	3.0	350.0	57.0	36.0	15.0	192.0	141.0	33.0	916.0	67.0	47.0
NC_073255.2	3::NC_073255.2:119022050-119046509(+)	24459	False	0.4862	0	4.0	137.0	127.0	32.0	32.0	119.0	552.0	70.0	637.0	5.0	11.0	24.0	60.0	32.0	262.0		597.0	214.0		29.0	67.0	509.0	58.0	172.0	32.0		9.0	219.0	12.0	443.0	51.0	361.0	730.0	2.0	125.0	218.0	34.0	4.0	4.0	29.0	1.0	6.0	116.0	92.0	4.0	67.0	2.0	276.0	210.0	24.0	44.0	394.0	6.0	135.0	2.0	48.0	96.0	54.0	523.0	8.0	22.0
NC_073255.2	3::NC_073255.2:119046512-119055332(+)	8820	False	0.4895	2	5.0	44.0	44.0	14.0	12.0	33.0	205.0	21.0	247.0	1.0	9.0	13.0	20.0	16.0	90.0	2.0	202.0	76.0		10.0	19.0	170.0	26.0	64.0	7.0	2.0	10.0	76.0	6.0	174.0	16.0	130.0	261.0	3.0	44.0	74.0	22.0		3.0	12.0		2.0	38.0	28.0	2.0	25.0	1.0	105.0	81.0	6.0	13.0	130.0	3.0	43.0		22.0	34.0	16.0	195.0		13.0
NC_073255.2	3::NC_073255.2:183314939-183319985(+)	5046	False	0.192	0		3.0		1.0	21.0		4.0	1.0	1.0	118.0		2.0	3.0		2.0		1.0	3.0	1.0	3.0		1.0	8.0		12.0		144.0	1.0	2.0	207.0	458.0	1.0	61.0	1.0	1.0	3.0	66.0		21.0	2.0		2.0	1.0	1.0	2.0	2.0	68.0	2.0	5.0			1.0		375.0					7.0	56.0	7.0
NC_073255.2	-1::NC_073255.2:194780400-194786145(-)	5745	False	0.7805	1	222.0	1.0	1.0	94.0		31.0	1.0	1.0	1.0			204.0	2.0	2.0	45.0	31.0	1.0	1.0	108.0	2.0	19.0	1.0		1.0	109.0	124.0	1.0	31.0	2.0	3.0	1.0	2.0	77.0	3.0	70.0	1.0		199.0	96.0	2.0	70.0	2.0	52.0	77.0	3.0	1.0	2.0	1.0	121.0	3.0	1.0				78.0	5.0	2.0	2.0	4.0	1.0	
NC_073255.2	3::NC_073255.2:194780432-194786399(+)	5967	False	0.7706	2	3.0	1.0	1.0	4.0		1.0	63.0	1.0	32.0	1.0	215.0	34.0	5.0		3.0	2.0	44.0	3.0	3.0	2.0	89.0	54.0	85.0	3.0	3.0	31.0	83.0	219.0	2.0	11.0	2.0	1.0		129.0	4.0	79.0	1.0	49.0	7.0	6.0	230.0	2.0	2.0	3.0	126.0	1.0	3.0	101.0	6.0	4.0	5.0	1.0	81.0	2.0	2.0	26.0	3.0		111.0	3.0	1.0
NC_073255.2	-2::NC_073255.2:194780441-194786162(-)	5721	False	0.7819	1	212.0		1.0	63.0	3.0	32.0						219.0	8.0	2.0	42.0	26.0	3.0	2.0	99.0	1.0	31.0			1.0	124.0	88.0	2.0	34.0	1.0	4.0			53.0	4.0	80.0	1.0	1.0	229.0	108.0		49.0	1.0	77.0	85.0	3.0			1.0	125.0	1.0	1.0		1.0	2.0	80.0				4.0		3.0
NC_073255.2	2::NC_073255.2:194780485-194786146(+)	5661	False	0.7864	1		1.0		1.0	2.0	1.0	79.0		17.0		210.0	20.0	1.0	1.0	1.0	5.0	32.0				130.0	77.0	60.0		1.0	33.0	95.0	174.0	1.0	3.0		3.0		138.0	2.0	76.0		74.0	2.0		240.0	1.0	1.0		95.0		1.0	113.0	3.0	1.0		1.0	56.0			28.0			106.0	1.0	
NC_073255.2	1::NC_073255.2:194780490-194786085(+)	5595	False	0.7893	1					1.0	1.0	92.0		28.0		221.0	31.0	1.0	1.0		2.0	45.0	1.0	1.0		124.0	77.0	76.0		1.0	19.0	69.0	203.0		2.0				121.0		52.0		70.0	1.0		198.0		1.0		108.0	1.0		108.0	2.0			1.0	78.0			31.0	2.0		95.0		
NC_073255.2	3::NC_073255.2:196298633-196309001(+)	10368	False	0.4984	0	448.0	447.0	1251.0	1252.0				2.0		2.0	1.0		1.0		1.0	2.0		2.0	2.0	1.0		1.0	2.0	6.0	3.0		3.0			5.0	1.0	1.0	1.0		1.0				2.0	1.0					1.0		3.0	1.0	2.0	1.0	1.0			1.0					1.0		6.0
NC_073255.2	1::NC_073255.2:196298760-196306320(+)	7560	False	0.5005	0	1250.0	1250.0				2.0				1.0		2.0	1.0					2.0	1.0			1.0			1.0		1.0					1.0		1.0		1.0			2.0				1.0					1.0								1.0					
NC_073255.2	-3::NC_073255.2:196298770-196309006(-)	10236	False	0.5005	0						1.0	447.0	447.0	1250.0	1251.0	1.0		1.0				2.0			1.0			1.0		1.0									2.0									2.0					1.0	1.0							1.0			1.0	1.0	
