clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCT	codon_AAC	codon_TAC	codon_CTA	codon_ACC	codon_TAT	codon_CAC	codon_CGC	codon_CAT	codon_CTG	codon_GAA	codon_GGG	codon_AAT	codon_ATC	codon_TGC	codon_GTC	codon_TGT	codon_ATG	codon_AAG	codon_ATA	codon_TCT	codon_ACA	codon_ACG	codon_CCA	codon_GTA	codon_TTA	codon_AGA	codon_TGG	codon_AAA	codon_GGA	codon_GCT	codon_CGT	codon_TTG	codon_TCG	codon_ACT	codon_TAA	codon_CCC	codon_GCC	codon_GCA	codon_CCG	codon_TGA	codon_CAA	codon_ATT	codon_AGT	codon_CAG	codon_CTC	codon_TCC	codon_TTC	codon_CGG	codon_GGT	codon_CTT	codon_CGA	codon_TCA	codon_GAG	codon_TTT	codon_GGC	codon_AGC	codon_GAT	codon_AGG	codon_GAC	codon_GTT	codon_GTG	codon_GCG	codon_TAG
NC_073238.2	-3::NC_073238.2:21310048-21319639	9591	False	0.5187	0	1.0	130.0			2.0	3.0					369.0	204.0	226.0		3.0		2.0	222.0	25.0	4.0	1.0		129.0		3.0		16.0	374.0	174.0	554.0			1.0		2.0	3.0			3.0		1.0	1.0	3.0	164.0	6.0				143.0	3.0				192.0		4.0		6.0	42.0	1.0		171.0	4.0	5.0
NC_073238.2	1::NC_073238.2:21310053-21316323	6270	False	0.5217	0		90.0		1.0		3.0					244.0	138.0	134.0					128.0	16.0	4.0			101.0			2.0	4.0	264.0	123.0	362.0									5.0					117.0	1.0				83.0	1.0				125.0		3.0	1.0	2.0	19.0			118.0	1.0	
NC_073238.2	-3::NC_073238.2:21319642-21325282	5640	False	0.5085	0		72.0	1.0		2.0	1.0				1.0	226.0	113.0	147.0	1.0	4.0		2.0	147.0	12.0	2.0	1.0		65.0		4.0		13.0	235.0	94.0	322.0			2.0	1.0	4.0	2.0	1.0		3.0		2.0	2.0		92.0	4.0				66.0	1.0				111.0		2.0		1.0	26.0			91.0	2.0	2.0
NC_073238.2	-1::NC_073238.2:21322719-21448506	125787	False	0.5209	1	1.0	1754.0	1.0		2.0	10.0		3.0		34.0	4927.0	2837.0	2920.0	15.0	5.0		5.0	2948.0	219.0	18.0	1.0	1.0	1731.0		5.0		211.0	5192.0	2411.0	7285.0		30.0	4.0	9.0	23.0	1.0	1.0		55.0		8.0	2.0	2.0	2086.0	46.0				1678.0	3.0		15.0		2555.0		79.0	1.0	18.0	555.0	3.0	3.0	2170.0	34.0	12.0
NC_073238.2	1::NC_073238.2:21325206-21409380	84174	False	0.5216	1		1194.0	1.0					1.0		25.0	3300.0	1880.0	1934.0	10.0	2.0		2.0	1952.0	137.0	1.0		1.0	1173.0		2.0		140.0	3478.0	1640.0	4866.0		21.0	2.0	9.0	22.0				47.0				1.0	1403.0	35.0				1134.0	1.0		11.0		1699.0		68.0		1.0	369.0	2.0	3.0	1466.0	25.0	
NC_073238.2	-2::NC_073238.2:21325277-21432329	107052	False	0.5215	1	1.0	1515.0				4.0		2.0		27.0	4194.0	2449.0	2495.0	9.0				2533.0	207.0	9.0			1439.0				147.0	4283.0	2030.0	6202.0		28.0	1.0	9.0	30.0	1.0			43.0		7.0	1.0	1.0	1835.0	49.0				1479.0	2.0		17.0		2161.0		78.0		12.0	472.0	2.0	1.0	1871.0	33.0	5.0
NC_073238.2	2::NC_073238.2:21325282-21399403	74121	False	0.5219	1		1018.0		1.0		1.0		1.0		19.0	2907.0	1708.0	1759.0	9.0	1.0			1689.0	152.0	1.0		1.0	1032.0		1.0		109.0	3018.0	1426.0	4293.0		25.0	2.0	8.0	22.0				37.0					1264.0	44.0				1039.0	2.0		8.0		1513.0		47.0		2.0	273.0	1.0		1249.0	25.0	
NC_073238.2	-3::NC_073238.2:21325285-21448498	123213	False	0.5212	1		1682.0	1.0			7.0		3.0		22.0	4817.0	2844.0	2923.0	9.0	2.0		1.0	2852.0	235.0	17.0		2.0	1696.0	1.0	1.0		175.0	5037.0	2354.0	7148.0		29.0	5.0	13.0	27.0	2.0			52.0		5.0	2.0	1.0	2116.0	52.0				1696.0	3.0		16.0		2521.0		70.0	4.0	22.0	477.0	2.0	2.0	2081.0	33.0	11.0
NC_073238.2	3::NC_073238.2:21326846-21333227	6381	False	0.5214	0		90.0								2.0	249.0	140.0	143.0	2.0				147.0	11.0				90.0				12.0	252.0	128.0	371.0		2.0			2.0				2.0					106.0	3.0				89.0			3.0		132.0		2.0		1.0	35.0			109.0	4.0	
NC_073238.2	3::NC_073238.2:21333230-21374105	40875	False	0.5222	1		591.0								11.0	1603.0	928.0	943.0	3.0				966.0	83.0				547.0				54.0	1630.0	778.0	2363.0		10.0		6.0	14.0				18.0				1.0	702.0	18.0				575.0			7.0		827.0		39.0		1.0	183.0	1.0		709.0	14.0	
NC_073238.2	3::NC_073238.2:21374108-21400331	26223	False	0.5221	0		374.0								9.0	1027.0	593.0	610.0	2.0				624.0	50.0				352.0				31.0	1047.0	497.0	1524.0		10.0		3.0	6.0				7.0			1.0		451.0	16.0				364.0	1.0		1.0		530.0		27.0			119.0			461.0	4.0	
NC_073238.2	2::NC_073238.2:21399406-21405523	6117	False	0.5199	0		78.0								2.0	240.0	135.0	149.0					137.0	6.0				90.0				8.0	266.0	122.0	354.0			2.0	1.0					5.0					106.0	2.0				82.0					125.0		4.0			20.0			105.0		
NC_073238.2	3::NC_073238.2:21400487-21421394	20907	False	0.5214	1		286.0				1.0				5.0	819.0	494.0	505.0	1.0				483.0	45.0	1.0			286.0				29.0	834.0	395.0	1208.0		5.0	1.0		8.0				13.0					362.0	12.0				294.0	1.0		5.0		418.0		7.0			78.0		1.0	365.0	7.0	
NC_073238.2	2::NC_073238.2:21406471-21421924	15453	False	0.5216	1		218.0								1.0	607.0	345.0	357.0					358.0	27.0	1.0			212.0				20.0	638.0	298.0	894.0		2.0		4.0	5.0				7.0					269.0	4.0				212.0			1.0		322.0		15.0	1.0	1.0	66.0	1.0	1.0	259.0	5.0	
NC_073238.2	1::NC_073238.2:21409383-21420792	11409	False	0.5223	1		164.0								6.0	448.0	256.0	258.0	4.0				268.0	25.0				156.0				26.0	461.0	218.0	664.0		5.0			1.0				3.0					182.0	7.0				156.0	1.0				232.0		9.0			51.0			200.0	2.0	
NC_073238.2	2::NC_073238.2:21432304-21438445	6141	False	0.5216	0		86.0				1.0					238.0	149.0	141.0					143.0	12.0	3.0			85.0				9.0	247.0	116.0	359.0									1.0					108.0					80.0			2.0		128.0			1.0	2.0	28.0		1.0	106.0	1.0	
NC_073238.2	-2::NC_073238.2:21432332-21454379	22047	False	0.5179	0		288.0	1.0		2.0	8.0		3.0		2.0	864.0	511.0	535.0	1.0	4.0		2.0	539.0	41.0	15.0	1.0		290.0		3.0		29.0	906.0	399.0	1281.0	1.0	1.0	1.0		2.0		1.0		3.0		7.0	2.0		367.0	4.0				282.0			3.0		458.0		1.0	2.0	12.0	98.0			369.0	3.0	7.0
NC_073238.2	-3::NC_073238.2:21448501-21461527	13026	False	0.5128	0	1.0	161.0	1.0		2.0	5.0		2.0		3.0	513.0	297.0	336.0	1.0	4.0		4.0	346.0	20.0	11.0	1.0		148.0		4.0		21.0	548.0	223.0	756.0			1.0		2.0		1.0		3.0		5.0	2.0		213.0	4.0				152.0	1.0		1.0		257.0		2.0		10.0	51.0	1.0		219.0	3.0	6.0
NC_073238.2	-1::NC_073238.2:21448509-21454371	5862	False	0.5155	0		71.0	2.0			1.0		1.0			227.0	132.0	149.0		2.0			145.0	8.0	4.0		1.0	79.0	1.0			9.0	242.0	106.0	341.0	1.0								2.0		1.0	2.0	1.0	98.0					75.0			2.0		113.0				5.0	29.0			101.0		3.0
NC_073238.2	-1::NC_073238.2:21454374-21468369	13995	False	0.5111	0	1.0	155.0	1.0		2.0	7.0		1.0		8.0	551.0	324.0	372.0	1.0	4.0		4.0	381.0	23.0	13.0	1.0	1.0	146.0		3.0		15.0	597.0	242.0	814.0			1.0		2.0		1.0		3.0	1.0	4.0	2.0		240.0	3.0				162.0	2.0		1.0		278.0		1.0	1.0	10.0	50.0	1.0		227.0	2.0	6.0
NC_073238.2	-2::NC_073238.2:21454382-21461519	7137	False	0.5107	0		76.0	2.0			3.0		1.0			278.0	161.0	194.0		1.0			189.0	7.0	6.0		1.0	83.0	1.0			11.0	318.0	126.0	417.0	2.0	1.0			1.0				2.0		1.0	2.0	1.0	114.0					76.0					141.0				5.0	31.0			123.0		4.0
NC_073238.2	-2::NC_073238.2:21461522-21474863	13341	False	0.5115	0	1.0	143.0	2.0		2.0	4.0				9.0	520.0	306.0	357.0	1.0	3.0		4.0	352.0	22.0	10.0		2.0	149.0	1.0	3.0		15.0	578.0	234.0	776.0	2.0		1.0		3.0				3.0		2.0	4.0	1.0	228.0	3.0				152.0	1.0		3.0		262.0		1.0	1.0	11.0	48.0	1.0		218.0	2.0	6.0
NC_073238.2	-3::NC_073238.2:21461530-21468361	6831	False	0.5116	0		82.0	2.0			3.0		1.0			265.0	153.0	180.0		1.0		2.0	181.0	10.0	4.0		1.0	76.0	1.0			10.0	299.0	118.0	400.0	1.0	1.0			1.0				2.0			2.0	1.0	109.0					71.0					136.0		2.0		5.0	30.0			121.0	1.0	5.0
NC_073238.2	-3::NC_073238.2:21468364-21474871	6507	False	0.5114	0	1.0	71.0			1.0	1.0				2.0	257.0	142.0	169.0		2.0			174.0	11.0	5.0	1.0		76.0		1.0		10.0	289.0	114.0	371.0	3.0				3.0		1.0		3.0		3.0			107.0	1.0				71.0	2.0				125.0			1.0	6.0	29.0	1.0		109.0	2.0	4.0
NC_073238.2	-1::NC_073238.2:21468372-21496734	28362	False	0.5141	1		342.0	3.0		1.0	16.0		2.0		3.0	1103.0	681.0	721.0	2.0	2.0		8.0	752.0	50.0	22.0			307.0		2.0		38.0	1185.0	503.0	1653.0	1.0	3.0	3.0	1.0	3.0				2.0		6.0	2.0	2.0	462.0	3.0				314.0	2.0		1.0		577.0	1.0	9.0		20.0	136.0			494.0	4.0	12.0
NC_073238.2	3::NC_073238.2:21468641-21474662	6021	False	0.5149	0		67.0				3.0				6.0	235.0	144.0	156.0				3.0	152.0	10.0	5.0			66.0		2.0		3.0	259.0	110.0	354.0													1.0	108.0	1.0				73.0			2.0		120.0		1.0		3.0	20.0			102.0	1.0	
NC_073238.2	-2::NC_073238.2:21474866-21502550	27684	False	0.5143	1	1.0	315.0			2.0	12.0				9.0	1081.0	658.0	710.0	1.0	2.0		2.0	705.0	51.0	29.0	1.0		316.0		1.0		36.0	1160.0	495.0	1621.0		4.0	3.0		3.0	1.0	1.0		2.0		6.0		5.0	470.0	2.0				336.0	5.0		1.0		563.0	1.0	1.0	4.0	25.0	125.0	1.0	1.0	446.0	3.0	11.0
NC_073238.2	-3::NC_073238.2:21474874-21501562	26688	False	0.5151	1		308.0				8.0				1.0	1026.0	631.0	671.0					682.0	51.0	19.0			323.0		2.0		51.0	1155.0	489.0	1554.0	3.0	4.0	2.0	1.0	6.0	1.0			1.0		4.0		3.0	426.0	1.0				305.0	2.0				545.0	1.0	3.0		29.0	124.0			442.0	4.0	18.0
NC_073238.2	3::NC_073238.2:21474875-21481073	6198	False	0.5157	1		63.0				3.0				6.0	242.0	155.0	164.0					161.0	11.0	6.0			65.0				7.0	262.0	112.0	367.0														109.0					75.0					128.0			2.0	4.0	25.0			98.0	1.0	
NC_073238.2	3::NC_073238.2:21485615-21492395	6780	False	0.5117	1		67.0				4.0					265.0	171.0	186.0	1.0				177.0	10.0	9.0			72.0				4.0	300.0	121.0	399.0			2.0											119.0					70.0	1.0				138.0			2.0	7.0	28.0			107.0		
NC_073238.2	-1::NC_073238.2:21496737-21502542	5805	False	0.5123	0		76.0	1.0			2.0				1.0	229.0	124.0	145.0		2.0			144.0	9.0	4.0		1.0	77.0	1.0	3.0		11.0	243.0	103.0	335.0		1.0	3.0						2.0	1.0		2.0		93.0					68.0	2.0				113.0		2.0		6.0	26.0	1.0	1.0	99.0		4.0
NC_073238.2	2::NC_073238.2:22197934-22204249	6315	False	0.6606	1	10.0	10.0		6.0	42.0		45.0	4.0	3.0	6.0	15.0		4.0	2.0	7.0	6.0		1.0	172.0			14.0		394.0			23.0	1.0	12.0	3.0	3.0				1.0		30.0	364.0	33.0	12.0		164.0	2.0	7.0	228.0		10.0	4.0	7.0		6.0	12.0	7.0	10.0		8.0	379.0		12.0	17.0		1.0	8.0	
NC_073238.2	1::NC_073238.2:31805823-31811022	5199	False	0.7059	1	27.0		2.0	1.0	28.0	7.0	19.0	131.0	2.0	20.0		9.0			100.0	7.0	1.0	6.0			8.0		5.0	17.0		6.0		4.0			79.0	5.0	46.0	21.0	8.0		210.0	157.0	10.0	159.0			4.0		5.0	31.0	27.0	21.0	75.0	24.0	66.0	5.0	2.0	1.0	214.0	45.0	6.0	2.0	1.0	17.0	20.0	7.0	65.0	
NC_073238.2	-1::NC_073238.2:37643010-37654569	11559	False	0.3762	1	31.0	100.0	52.0		35.0	70.0	55.0	6.0	73.0	87.0	55.0	26.0	125.0	156.0	90.0	68.0	84.0	66.0	130.0	79.0	79.0	52.0	12.0	44.0	35.0		75.0	88.0	139.0	31.0	33.0	6.0	71.0	19.0	73.0	99.0	20.0	26.0	36.0	7.0	74.0	97.0	137.0	70.0	53.0	69.0	69.0	185.0	4.0	27.0	93.0	12.0		37.0	215.0	31.0	66.0	51.0	79.0	21.0	42.0	33.0	9.0	46.0
NC_073238.2	2::NC_073238.2:46657528-46662544	5016	False	0.3369	0	20.0	36.0	14.0	9.0	14.0	22.0	9.0		36.0	15.0	119.0	8.0	96.0	13.0	6.0	13.0	35.0	24.0	40.0	31.0	53.0	31.0	5.0	23.0	33.0	48.0	25.0	3.0	120.0	20.0	27.0	4.0	28.0	2.0	60.0		6.0	10.0	31.0	1.0		41.0	47.0	51.0	33.0	10.0	16.0	12.0	1.0	21.0	23.0		57.0	32.0	58.0	8.0	18.0	65.0	4.0	25.0	39.0	21.0		
NC_073238.2	1::NC_073238.2:52978254-52983807	5553	False	0.5271	2	43.0	35.0	14.0	18.0	36.0	21.0	26.0	26.0	30.0	84.0	53.0	34.0	29.0	41.0	7.0	36.0	5.0	35.0	23.0	23.0	28.0	35.0	10.0	24.0	20.0	12.0	22.0	11.0	27.0	29.0	32.0	10.0	39.0	5.0	50.0		45.0	33.0	19.0	18.0		17.0	35.0	27.0	65.0	33.0	25.0	41.0	25.0	25.0	18.0	11.0	15.0	57.0	37.0	52.0	30.0	64.0	15.0	60.0	24.0	73.0	14.0	
NC_073238.2	-3::NC_073238.2:115162003-115167370	5367	False	0.6547	1	201.0	2.0	1.0		1.0			68.0	3.0	2.0	2.0	1.0	2.0		1.0	3.0	6.0		2.0		357.0		1.0	1.0	2.0			2.0	2.0	2.0	2.0	1.0	3.0	71.0	5.0	1.0	253.0	71.0					1.0	1.0	1.0	526.0	131.0	22.0	1.0		17.0			1.0	10.0	2.0					4.0		1.0	2.0
NC_073238.2	1::NC_073238.2:115162143-115167483	5340	False	0.6564	1	192.0	1.0	1.0	3.0			4.0	69.0		5.0	3.0	1.0		4.0	1.0	3.0	3.0	3.0	1.0	1.0	347.0			2.0	1.0		1.0	4.0	1.0		3.0	1.0	4.0	68.0	1.0		245.0	71.0	1.0			1.0		1.0	1.0	533.0	139.0	21.0			25.0		1.0	2.0	7.0	1.0		1.0	1.0		1.0			
NC_073238.2	-1::NC_073238.2:115162161-115167381	5220	False	0.6607	1	188.0		1.0				3.0	69.0		5.0				3.0	1.0	3.0	3.0	2.0			347.0			1.0	1.0			2.0			2.0	1.0	1.0	68.0	1.0		245.0	70.0	1.0							531.0	138.0	19.0			24.0				6.0	1.0		1.0	1.0		1.0			
NC_073238.2	2::NC_073238.2:115162162-115167355	5193	False	0.6613	1	199.0							68.0	1.0	1.0					1.0	2.0	5.0				354.0		1.0	1.0	1.0			1.0		2.0			2.0	70.0	2.0		253.0	70.0					1.0		1.0	519.0	129.0	22.0			16.0				7.0	1.0					1.0			
NC_073238.2	3::NC_073238.2:115162169-115167389	5220	False	0.6611	1	206.0					1.0	1.0	71.0	2.0	4.0				1.0		4.0	3.0				353.0			3.0		1.0		1.0			1.0	1.0	1.0	69.0	1.0		244.0	70.0		1.0				1.0		530.0	121.0	18.0			21.0			1.0	5.0	1.0	1.0	1.0				1.0		
NC_073238.2	-2::NC_073238.2:115162172-115167482	5310	False	0.6584	1	206.0				1.0	1.0	1.0	71.0	4.0	4.0			1.0	2.0	1.0	5.0	3.0				353.0			3.0			1.0	2.0	2.0	2.0	2.0	1.0	2.0	69.0	2.0		245.0	71.0	2.0	1.0	1.0			1.0	1.0	530.0	122.0	18.0			25.0			1.0	5.0	2.0	1.0	1.0			2.0	1.0		1.0
NC_073238.2	-1::NC_073238.2:117449469-117470463	20994	False	0.3816	2	83.0	101.0	106.0		89.0	153.0	75.0	8.0	160.0	167.0	73.0	60.0	172.0	222.0	170.0	105.0	218.0	137.0	119.0	91.0	164.0	71.0	18.0	36.0	41.0		164.0	176.0	127.0	56.0	75.0	15.0	256.0	16.0	155.0	144.0	59.0	48.0	30.0	10.0	253.0	98.0	195.0	141.0	92.0	204.0	115.0	419.0	15.0	43.0	274.0	10.0		57.0	508.0	35.0	57.0	71.0	123.0	43.0	111.0	65.0	7.0	92.0
NC_073238.2	-1::NC_073238.2:128280111-128285268	5157	False	0.6389	2	48.0	13.0	3.0		26.0	16.0	32.0	16.0	19.0	180.0	11.0	55.0	9.0	19.0	37.0	24.0	19.0	10.0	8.0	2.0	17.0	5.0	7.0	27.0	4.0		15.0	35.0	7.0	18.0	46.0	20.0	13.0	5.0	15.0	2.0	69.0	45.0	13.0	56.0	13.0	9.0	9.0	10.0	49.0	88.0	39.0	61.0	27.0	46.0	53.0	10.0		22.0	34.0	85.0	75.0	11.0	35.0	16.0	19.0	27.0	12.0	3.0
NC_073238.2	3::NC_073238.2:128843483-128848502	5019	False	0.5826	2	55.0	5.0		2.0	20.0	1.0	157.0	17.0	44.0	38.0	4.0	7.0	1.0	35.0	17.0	64.0	48.0	9.0	2.0	1.0	213.0	79.0	14.0	99.0	2.0		2.0	5.0	2.0	3.0	4.0	24.0	2.0	1.0	51.0		88.0	4.0	24.0	31.0		1.0	9.0	2.0	7.0	241.0	149.0	20.0	6.0	2.0	14.0	1.0	7.0	6.0	3.0	6.0	4.0	2.0	5.0	5.0	3.0	5.0		
NC_073238.2	-2::NC_073238.2:132006608-132013277	6669	False	0.5155	0												2.0													1.0			58.0																						633.0				44.0					476.0		477.0			532.0
NC_073238.2	1::NC_073238.2:132006609-132013272	6663	False	0.5154	0												535.0														476.0																													1.0				576.0		589.0	44.0		
NC_073236.2	-3::NC_073236.2:1343-7652	6309	False	0.5235	0	957.0	806.0			1.0		133.0													1.0																94.0	93.0																							18.0				
NC_073236.2	1::NC_073236.2:1344-7659	6315	False	0.5234	0	94.0	94.0		806.0	956.0	1.0	1.0			18.0										1.0		1.0																								133.0																		
NC_073236.2	3::NC_073236.2:1907-7673	5766	False	0.5246	0	957.0	806.0				1.0	133.0		1.0											4.0																																	1.0					1.0		18.0				
NC_073236.2	-3::NC_073236.2:18460955-18847313	386358	False	0.5228	1		5813.0	1.0			44.0				92.0	14984.0	8573.0	8304.0	4.0	35.0	1.0	8.0	8301.0	1007.0	113.0		2.0	5834.0		153.0		524.0	15213.0	7380.0	22505.0		16.0	53.0	3.0	75.0	110.0	1.0		30.0	1.0	10.0	32.0	45.0	6867.0	4.0			1.0	5864.0	157.0		1.0		7823.0	1.0	19.0	2.0	110.0	1582.0	77.0	6.0	6865.0	24.0	116.0
NC_073236.2	-2::NC_073236.2:18461034-18586215	125181	False	0.5193	1		1765.0	1.0		1.0	16.0				14.0	4841.0	2784.0	2696.0	1.0	7.0		5.0	2728.0	435.0	48.0		2.0	1739.0		72.0		157.0	4974.0	2452.0	7272.0		8.0	23.0	2.0	20.0	51.0			9.0	1.0	8.0	10.0	21.0	2240.0	3.0			2.0	1723.0	64.0		1.0		2540.0		7.0	2.0	44.0	617.0	19.0	4.0	2235.0	11.0	52.0
NC_073236.2	-1::NC_073236.2:18461140-19049575	588435	False	0.5241	1		9172.0	1.0		2.0	65.0		2.0		108.0	22694.0	12971.0	12558.0	1.0	172.0	1.0	11.0	12603.0	1288.0	128.0		8.0	9162.0		212.0		826.0	22965.0	11162.0	34118.0		20.0	71.0	2.0	122.0	138.0			234.0	5.0	12.0	186.0	69.0	10419.0	55.0				9144.0	196.0		4.0		12072.0	3.0	75.0	2.0	129.0	2289.0	102.0	10.0	10404.0	23.0	129.0
NC_073236.2	3::NC_073236.2:18521804-18540476	18672	False	0.5247	1		306.0				2.0				4.0	723.0	414.0	398.0			1.0		406.0	30.0	8.0			274.0		10.0		27.0	738.0	350.0	1084.0		3.0	4.0		4.0								3.0	324.0					289.0	10.0				380.0		3.0		3.0	78.0	8.0		338.0	2.0	
NC_073236.2	2::NC_073236.2:18533254-18539218	5964	False	0.5246	0		86.0				1.0				2.0	234.0	133.0	131.0				2.0	129.0	15.0				92.0				7.0	227.0	112.0	344.0		1.0	1.0		2.0								1.0	109.0					94.0	4.0				121.0				2.0	28.0			107.0	3.0	
NC_073236.2	2::NC_073236.2:18541138-18553663	12525	False	0.5244	0		192.0				2.0				6.0	478.0	280.0	271.0				1.0	269.0	27.0	3.0			195.0		11.0		23.0	494.0	237.0	735.0		6.0	2.0		2.0								6.0	211.0					189.0	2.0				255.0		1.0			46.0	3.0		226.0	2.0	
NC_073236.2	1::NC_073236.2:18541485-18554649	13164	False	0.5246	0		210.0				2.0				3.0	514.0	295.0	285.0				2.0	284.0	21.0	2.0			199.0		2.0		14.0	517.0	249.0	760.0			2.0		7.0								1.0	237.0					201.0	9.0				271.0		2.0		3.0	57.0	2.0		231.0	6.0	
NC_073236.2	3::NC_073236.2:18556250-18567926	11676	False	0.5254	1		181.0				2.0				6.0	456.0	259.0	260.0				2.0	240.0	22.0	3.0			177.0		5.0		13.0	447.0	215.0	673.0			2.0		3.0									214.0					191.0	9.0				233.0				5.0	61.0	1.0		208.0	4.0	
NC_073236.2	1::NC_073236.2:18561393-18566553	5160	False	0.5269	1		89.0									195.0	123.0	108.0					116.0	3.0	3.0			74.0		5.0		8.0	202.0	96.0	304.0		2.0											2.0	86.0					76.0	1.0				107.0			1.0		20.0	4.0		95.0		
NC_073236.2	1::NC_073236.2:18566688-18573552	6864	False	0.5253	0		110.0								2.0	270.0	149.0	144.0					147.0	17.0	1.0			105.0		3.0		11.0	278.0	128.0	398.0					2.0								1.0	120.0					110.0	3.0				140.0				2.0	24.0	2.0		120.0	1.0	
NC_073236.2	2::NC_073236.2:18569653-18579052	9399	False	0.5254	0		156.0				1.0				1.0	365.0	213.0	200.0					199.0	14.0	2.0			148.0		3.0		12.0	370.0	182.0	550.0			1.0		5.0								1.0	162.0					148.0	2.0				199.0		1.0		1.0	36.0	2.0		159.0		
NC_073236.2	3::NC_073236.2:18571505-18577094	5589	False	0.5244	0		91.0				1.0				3.0	219.0	126.0	121.0					120.0	14.0	1.0			88.0		2.0		8.0	222.0	101.0	327.0			1.0		2.0								1.0	97.0					82.0	1.0				116.0					19.0	1.0		98.0	1.0	
NC_073236.2	1::NC_073236.2:18573687-18581553	7866	False	0.524	0		123.0				2.0				2.0	310.0	172.0	168.0					173.0	15.0	1.0			125.0		1.0		15.0	300.0	152.0	462.0		1.0	2.0		1.0								1.0	132.0					127.0	1.0				164.0				1.0	32.0	2.0		137.0		
NC_073236.2	3::NC_073236.2:18577229-18582389	5160	False	0.524	0		79.0									199.0	116.0	115.0					106.0	6.0				84.0		1.0		9.0	200.0	107.0	303.0					1.0								1.0	88.0					85.0	1.0				104.0				2.0	23.0	1.0		89.0		
NC_073236.2	1::NC_073236.2:18581556-18597183	15627	False	0.524	0		252.0				1.0				3.0	609.0	349.0	343.0				1.0	328.0	22.0	2.0			250.0		3.0	1.0	23.0	598.0	311.0	917.0			1.0		2.0				1.0				3.0	267.0					256.0	2.0				323.0				5.0	67.0	2.0		267.0		
NC_073236.2	-2::NC_073236.2:18586218-19032354	446136	False	0.5253	1		7119.0	1.0		3.0	42.0		2.0		87.0	17259.0	9843.0	9561.0	1.0	153.0		6.0	9502.0	807.0	78.0		13.0	7106.0		124.0		670.0	17355.0	8361.0	25885.0		16.0	44.0	1.0	88.0	87.0			182.0	3.0	12.0	129.0	47.0	7839.0	49.0				7149.0	136.0		3.0		9192.0		39.0	3.0	84.0	1583.0	101.0	1.0	7857.0	15.0	74.0
NC_073236.2	2::NC_073236.2:18586219-18594598	8379	False	0.5248	0		140.0				1.0				1.0	328.0	187.0	178.0					184.0	19.0	4.0			134.0		1.0		14.0	320.0	159.0	495.0			1.0		1.0							1.0	1.0	138.0					137.0					176.0					31.0	1.0		141.0		
NC_073236.2	3::NC_073236.2:18592775-18616097	23322	False	0.5246	0		377.0				2.0				2.0	912.0	519.0	502.0					498.0	35.0	3.0			372.0		5.0		37.0	897.0	462.0	1373.0			3.0		5.0								4.0	394.0					384.0	2.0				489.0				5.0	96.0	4.0		392.0		
NC_073236.2	2::NC_073236.2:18599545-18604894	5349	False	0.5238	0		85.0								2.0	209.0	117.0	115.0					116.0	10.0				86.0		1.0		12.0	211.0	106.0	313.0													1.0	88.0					85.0	2.0				109.0				1.0	21.0	1.0		92.0		
NC_073236.2	1::NC_073236.2:18602130-18609711	7581	False	0.5242	0		122.0				3.0				1.0	301.0	170.0	161.0					164.0	14.0	2.0			119.0		1.0		11.0	289.0	146.0	445.0			3.0		3.0								1.0	128.0					123.0					157.0					30.0	1.0		132.0		
NC_073236.2	2::NC_073236.2:18607465-18614122	6657	False	0.525	0		107.0				1.0				2.0	264.0	151.0	144.0					143.0	12.0				108.0				11.0	253.0	128.0	389.0		1.0	1.0		2.0								1.0	113.0					108.0	1.0				135.0				1.0	26.0	2.0		115.0		
NC_073236.2	1::NC_073236.2:18612690-18621318	8628	False	0.5248	0		140.0				2.0				3.0	335.0	193.0	184.0					181.0	14.0	1.0			140.0		2.0		13.0	326.0	171.0	509.0			2.0		2.0								1.0	150.0					142.0					181.0				2.0	36.0			146.0		
NC_073236.2	3::NC_073236.2:18618668-18629369	10701	False	0.5242	0		172.0				2.0				1.0	418.0	239.0	230.0					231.0	21.0	3.0			174.0		3.0		19.0	418.0	207.0	631.0			2.0		1.0								3.0	179.0					173.0					225.0				1.0	35.0	2.0		177.0		
NC_073236.2	2::NC_073236.2:18622903-18631954	9051	False	0.5245	0		149.0								3.0	355.0	202.0	197.0					193.0	14.0	1.0			148.0		1.0		17.0	347.0	177.0	530.0				1.0	1.0								1.0	150.0					145.0	2.0				184.0				2.0	37.0	1.0		159.0		
NC_073236.2	1::NC_073236.2:18627546-18639555	12009	False	0.5244	0		194.0				2.0				1.0	472.0	266.0	259.0	1.0				252.0	19.0	2.0			192.0		3.0		16.0	470.0	234.0	707.0			2.0		2.0								3.0	208.0					196.0					257.0				2.0	44.0	2.0		197.0		
NC_073236.2	3::NC_073236.2:18629372-18634721	5349	False	0.5236	0		85.0								2.0	209.0	116.0	115.0					116.0	11.0				86.0		1.0		12.0	211.0	106.0	313.0													1.0	88.0					86.0	2.0				108.0				1.0	21.0	1.0		92.0		
NC_073236.2	2::NC_073236.2:18631957-18637306	5349	False	0.5238	0		86.0				2.0				1.0	211.0	121.0	115.0					115.0	9.0	1.0			85.0				7.0	201.0	105.0	313.0			2.0		2.0									92.0					85.0	1.0				111.0					25.0			93.0		
NC_073236.2	3::NC_073236.2:18634724-18644291	9567	False	0.5251	0		156.0								3.0	373.0	213.0	203.0					206.0	14.0	1.0			154.0		2.0		19.0	371.0	190.0	561.0					3.0								1.0	158.0					156.0	2.0				196.0				2.0	38.0	2.0		165.0		
