clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCT	codon_AAC	codon_TAC	codon_CTA	codon_ACC	codon_TAT	codon_CAC	codon_CGC	codon_CAT	codon_CTG	codon_GAA	codon_GGG	codon_AAT	codon_ATC	codon_TGC	codon_GTC	codon_TGT	codon_ATG	codon_AAG	codon_ATA	codon_TCT	codon_ACA	codon_ACG	codon_CCA	codon_GTA	codon_TTA	codon_AGA	codon_TGG	codon_AAA	codon_GGA	codon_GCT	codon_CGT	codon_TTG	codon_TCG	codon_CGG	codon_TCC	codon_GTT	codon_GAT	codon_GGC	codon_GGT	codon_AGT	codon_CCG	codon_TTT	codon_CAA	codon_TTC	codon_CTT	codon_ATT	codon_CAG	codon_GTG	codon_TCA	codon_AGG	codon_GCC	codon_CTC	codon_CCC	codon_CGA	codon_GAG	codon_GAC	codon_GCA	codon_GCG	codon_AGC	codon_ACT
NC_073236.2	1::NC_073236.2:18887382-18911676(+)	24294	False	0.5271	0		398.0	1.0			3.0		1.0		8.0	950.0	537.0	510.0		2.0		1.0	514.0	44.0				399.0		2.0		52.0	929.0	456.0	1414.0			3.0		406.0			4.0		9.0	420.0						2.0		421.0		85.0				1.0	511.0	7.0	3.0	1.0		4.0
NC_073236.2	3::NC_073236.2:18900044-18909755(+)	9711	False	0.5273	0		160.0	1.0			2.0				3.0	380.0	214.0	206.0		1.0			201.0	16.0				166.0		3.0		20.0	373.0	179.0	568.0			2.0		161.0					1.0	164.0						2.0		165.0		33.0					212.0	1.0				3.0
NC_073236.2	3::NC_073236.2:18910421-18925187(+)	14766	False	0.5261	0		244.0				1.0				2.0	573.0	320.0	307.0		2.0			302.0	25.0	2.0			240.0		6.0		39.0	573.0	283.0	869.0			1.0		242.0			3.0		1.0	250.0			1.0			2.0		266.0		54.0					304.0	6.0				4.0
NC_073236.2	1::NC_073236.2:18913260-18919947(+)	6687	False	0.5267	0		112.0				1.0				2.0	263.0	145.0	142.0		1.0			140.0	10.0	1.0			110.0				11.0	258.0	124.0	392.0			2.0		110.0					1.0	114.0								109.0		25.0					153.0					3.0
NC_073236.2	2::NC_073236.2:18913384-18924823(+)	11439	False	0.5268	0		192.0								5.0	447.0	250.0	236.0					242.0	22.0				188.0		1.0		21.0	431.0	218.0	667.0					192.0			2.0		4.0	204.0						1.0		196.0		52.0					237.0	3.0	1.0			1.0
NC_073236.2	2::NC_073236.2:18924826-18973396(+)	48570	False	0.5257	0		783.0				14.0				9.0	1878.0	1066.0	1039.0		10.0			1060.0	61.0			2.0	780.0		16.0		91.0	1887.0	898.0	2821.0			14.0		790.0			1.0	4.0	12.0	850.0	1.0		17.0			11.0	4.0	849.0		164.0					1024.0	8.0	17.0			9.0
NC_073236.2	3::NC_073236.2:18925190-18932015(+)	6825	False	0.5275	0		120.0				1.0				1.0	264.0	158.0	145.0					136.0	6.0	1.0			114.0		3.0		17.0	261.0	127.0	402.0			1.0		109.0						115.0			1.0			2.0		118.0		24.0					147.0					2.0
NC_073236.2	1::NC_073236.2:18929280-18969027(+)	39747	False	0.5256	0		638.0			1.0	7.0				7.0	1543.0	864.0	868.0		6.0			849.0	44.0				639.0		14.0		65.0	1577.0	730.0	2325.0			7.0		637.0					12.0	701.0	2.0		3.0			14.0	1.0	677.0		135.0					862.0	9.0	4.0			8.0
NC_073236.2	3::NC_073236.2:18932732-18969911(+)	37179	False	0.5254	0		593.0	1.0		2.0	10.0				8.0	1436.0	802.0	797.0		6.0			815.0	51.0				591.0		8.0		84.0	1489.0	688.0	2167.0			10.0		597.0				1.0	14.0	636.0			9.0			7.0	3.0	653.0		108.0					787.0	8.0	6.0			6.0
NC_073236.2	1::NC_073236.2:18969030-18977079(+)	8049	False	0.5263	0		126.0				1.0					301.0	183.0	187.0		7.0		1.0	182.0	12.0			3.0	130.0		2.0		14.0	290.0	140.0	451.0			1.0		133.0				4.0	4.0	139.0			13.0				7.0	142.0		32.0					159.0	1.0	18.0			
NC_073236.2	2::NC_073236.2:18974266-18984871(+)	10605	False	0.5259	0		171.0									397.0	225.0	208.0		13.0			257.0	9.0			1.0	160.0		5.0		16.0	408.0	209.0	615.0					171.0		1.0	1.0	10.0	1.0	195.0			12.0				9.0	174.0		29.0					227.0	1.0	10.0			
NC_073236.2	-3::NC_073236.2:18977081-19025996(-)	48915	False	0.527	0	162.0		5.0		6.0		865.0	2.0	1024.0	24.0			1.0		107.0	6.0	3.0				85.0			1848.0		9.0					3.0	819.0	83.0		1.0	2764.0	826.0			1.0		804.0	909.0	2.0	1833.0	45.0	1059.0			1.0		25.0	1017.0	1042.0				80.0			844.0
NC_073236.2	1::NC_073236.2:18977394-18992334(+)	14940	False	0.5261	0		232.0									570.0	338.0	344.0		15.0			334.0	23.0			6.0	242.0		2.0		28.0	559.0	267.0	847.0			1.0		243.0				6.0	5.0	256.0			14.0				18.0	259.0		47.0					296.0	1.0	26.0	1.0		
NC_073236.2	3::NC_073236.2:18982817-18988424(+)	5607	False	0.5256	0		87.0									215.0	125.0	134.0		4.0			119.0	9.0			1.0	91.0				9.0	215.0	99.0	318.0					88.0				3.0	1.0	96.0			5.0				5.0	101.0		21.0					111.0	1.0	11.0			
NC_073236.2	2::NC_073236.2:18984874-18992113(+)	7239	False	0.5267	0		120.0									275.0	149.0	147.0		5.0			161.0	7.0				116.0		1.0		8.0	278.0	142.0	415.0					119.0				9.0		132.0			8.0				7.0	130.0		26.0					146.0	1.0	11.0			
NC_073236.2	3::NC_073236.2:18988427-18996566(+)	8139	False	0.5277	0		137.0			1.0						303.0	174.0	177.0		14.0			165.0	9.0				140.0		1.0		16.0	310.0	151.0	462.0					132.0				3.0	1.0	137.0			16.0				2.0	148.0		26.0					169.0	1.0	17.0		1.0	
NC_073236.2	2::NC_073236.2:18992116-19003213(+)	11097	False	0.5283	0		189.0									416.0	244.0	240.0		12.0			240.0	10.0			1.0	185.0		1.0		20.0	406.0	204.0	628.0					191.0				6.0	2.0	196.0			17.0				9.0	192.0		37.0					229.0		23.0	1.0		
NC_073236.2	1::NC_073236.2:18992337-18999456(+)	7119	False	0.5287	0		118.0									272.0	156.0	154.0		13.0			154.0	8.0			2.0	121.0				14.0	261.0	131.0	403.0					124.0				2.0	1.0	120.0	1.0		8.0				4.0	118.0		20.0					152.0		14.0	1.0	1.0	
NC_073236.2	3::NC_073236.2:18996569-19009145(+)	12576	False	0.5284	0		214.0									472.0	265.0	264.0		23.0			276.0	9.0			1.0	214.0		2.0		25.0	456.0	236.0	721.0					216.0				9.0	1.0	212.0	1.0		20.0				6.0	219.0		44.0					263.0	1.0	19.0	1.0	2.0	
NC_073236.2	2::NC_073236.2:19003216-19009366(+)	6150	False	0.5276	0		107.0			1.0						223.0	134.0	134.0		9.0			126.0	5.0				104.0		1.0		13.0	233.0	114.0	345.0					102.0				2.0	1.0	106.0			16.0				4.0	108.0		18.0					127.0		16.0		1.0	
NC_073236.2	1::NC_073236.2:19003437-19010622(+)	7185	False	0.5282	0		126.0									267.0	149.0	147.0		15.0			157.0	4.0				124.0		1.0		11.0	262.0	138.0	399.0					128.0				5.0	1.0	127.0			14.0				2.0	121.0		21.0					155.0		21.0			
NC_073236.2	3::NC_073236.2:19009148-19018631(+)	9483	False	0.5279	0		168.0									351.0	202.0	200.0		15.0			192.0	6.0				161.0				19.0	362.0	179.0	534.0			1.0		158.0				3.0	1.0	164.0			21.0				3.0	162.0		29.0					206.0		23.0	1.0		
NC_073236.2	2::NC_073236.2:19009369-19018852(+)	9483	False	0.5279	0		161.0									356.0	200.0	192.0		17.0			217.0	7.0				157.0		1.0		23.0	347.0	181.0	534.0					166.0		1.0		6.0		162.0			15.0				5.0	160.0		27.0					200.0		24.0	1.0	1.0	
NC_073236.2	1::NC_073236.2:19010625-19020108(+)	9483	False	0.5278	0		157.0									354.0	209.0	217.0		21.0			200.0	8.0			2.0	166.0		1.0		17.0	334.0	170.0	538.0					162.0				3.0	1.0	161.0			17.0				6.0	164.0		35.0					199.0		18.0		1.0	
NC_073236.2	2::NC_073236.2:19018855-19024258(+)	5403	False	0.5262	0		90.0									201.0	116.0	120.0		15.0			118.0	4.0			1.0	91.0				10.0	201.0	99.0	300.0			1.0		91.0		1.0		1.0	1.0	93.0	1.0		11.0				3.0	94.0		9.0					112.0		17.0			
NC_073236.2	2::NC_073236.2:19026424-19032355(+)	5931	False	0.5264	0		100.0									215.0	124.0	130.0		15.0			129.0	4.0				106.0		2.0		5.0	209.0	110.0	322.0					103.0				3.0	3.0	108.0	1.0	1.0	17.0			1.0	3.0	110.0		14.0					118.0		23.0	1.0		
NC_073236.2	-3::NC_073236.2:19029263-19042622(-)	13359	False	0.5261	0	36.0		7.0	1.0	4.0		244.0		294.0	5.0					36.0	1.0	2.0				20.0			495.0		5.0			2.0			217.0	30.0			746.0	232.0			1.0		231.0	253.0		485.0	9.0	275.0					8.0	272.0	272.0				31.0			239.0
NC_073236.2	-2::NC_073236.2:19036794-19046175(-)	9381	False	0.5272	0	31.0		3.0		4.0		166.0		195.0	5.0			1.0		19.0	1.0	1.0				17.0			346.0		5.0						160.0	11.0		1.0	527.0	160.0					159.0	172.0		354.0	10.0	201.0					3.0	193.0	203.0				14.0			165.0
NC_073236.2	3::NC_073236.2:19042604-19049576(+)	6972	False	0.5265	0		117.0									254.0	153.0	155.0		7.0			145.0	7.0			1.0	124.0		2.0	1.0	11.0	257.0	129.0	394.0					118.0				2.0	4.0	122.0		1.0	17.0			1.0	6.0	125.0		18.0					141.0		12.0			
NC_073236.2	-3::NC_073236.2:19042625-19058126(-)	15501	False	0.5268	0	46.0		2.0		7.0		278.0		316.0	9.0			2.0		34.0	2.0	2.0				25.0			579.0		8.0			1.0			268.0	23.0			869.0	264.0			1.0		257.0	286.0		580.0	16.0	337.0					4.0	317.0	339.0				23.0			272.0
NC_073236.2	-2::NC_073236.2:19046178-19081059(-)	34881	False	0.5261	0	82.0		16.0		12.0		627.0		759.0	19.0			4.0		82.0	1.0	3.0				53.0	1.0		1290.0		9.0			6.0			590.0	80.0		4.0	1957.0	580.0			2.0		596.0	656.0		1268.0	43.0	738.0					21.0	714.0	727.0	1.0			65.0			621.0
NC_073236.2	1::NC_073236.2:19048095-19058127(+)	10032	False	0.5266	0		161.0									368.0	216.0	218.0		10.0		1.0	218.0	16.0			2.0	173.0		5.0		16.0	370.0	186.0	569.0					171.0				5.0	5.0	178.0	1.0	2.0	19.0			1.0	8.0	175.0		25.0					207.0		18.0			
NC_073236.2	-1::NC_073236.2:19049578-19055185(-)	5607	False	0.527	0	20.0		4.0				98.0		121.0	2.0					9.0	1.0					7.0			210.0		3.0						91.0	10.0			319.0	97.0					96.0	105.0		208.0	4.0	114.0					4.0	119.0	114.0				11.0			102.0
NC_073236.2	2::NC_073236.2:19055167-19062814(+)	7647	False	0.5264	0		127.0									279.0	155.0	157.0		15.0			169.0	11.0				126.0		4.0	1.0	15.0	284.0	146.0	438.0					135.0				5.0	1.0	134.0		2.0	17.0				4.0	132.0		19.0					163.0		10.0			
NC_073236.2	-1::NC_073236.2:19055188-19063804(-)	8616	False	0.5265	0	25.0		4.0		1.0		151.0		189.0	4.0					13.0	1.0					16.0			321.0		2.0			2.0			141.0	17.0			492.0	145.0					149.0	164.0		317.0	11.0	176.0					5.0	181.0	177.0				16.0			152.0
NC_073236.2	-3::NC_073236.2:19059965-19068989(-)	9024	False	0.5264	0	28.0		1.0		5.0		166.0		185.0	6.0			2.0		25.0		2.0				13.0			332.0		5.0						152.0	15.0		1.0	501.0	151.0			1.0		151.0	165.0		335.0	12.0	199.0					4.0	180.0	195.0				15.0			161.0
NC_073236.2	1::NC_073236.2:19061661-19068990(+)	7329	False	0.526	0		122.0									264.0	154.0	155.0		11.0			164.0	7.0				122.0		5.0		16.0	272.0	137.0	418.0					123.0				5.0	3.0	126.0		2.0	19.0			1.0	6.0	130.0		19.0					151.0		11.0			
NC_073236.2	-1::NC_073236.2:19065643-19073290(-)	7647	False	0.5266	0	18.0		3.0		2.0		136.0		159.0	4.0					21.0		1.0				7.0			284.0		4.0			1.0			128.0	11.0			425.0	127.0			3.0		130.0	141.0		286.0	10.0	165.0					3.0	157.0	162.0				21.0			140.0
NC_073236.2	-3::NC_073236.2:19068992-19076537(-)	7545	False	0.5262	0	16.0		2.0		3.0		136.0		159.0	6.0			1.0		21.0						9.0			279.0		3.0						129.0	20.0		2.0	419.0	128.0					127.0	140.0		273.0	4.0	165.0			1.0		3.0	153.0	161.0				16.0			139.0
NC_073236.2	-1::NC_073236.2:19073293-19079563(-)	6270	False	0.5257	0	10.0		2.0				112.0		132.0	2.0				1.0	20.0						8.0			236.0		2.0			1.0			108.0	21.0		1.0	348.0	111.0					108.0	121.0		221.0	4.0	128.0			1.0		2.0	130.0	125.0				20.0			115.0
NC_073236.2	-3::NC_073236.2:19076540-19099589(-)	23049	False	0.5259	0	54.0		9.0		8.0		422.0		499.0	9.0			1.0		73.0	2.0	1.0				31.0			851.0		8.0			4.0			389.0	54.0		1.0	1272.0	389.0	1.0		5.0		389.0	431.0		840.0	19.0	491.0			1.0		12.0	471.0	479.0				55.0			412.0
NC_073236.2	-1::NC_073236.2:19079566-19106236(-)	26670	False	0.5258	0	67.0		9.0		12.0		484.0		571.0	18.0			5.0		72.0	1.0					35.0			968.0		13.0			1.0			445.0	61.0		3.0	1482.0	451.0			1.0		452.0	489.0		972.0	16.0	585.0			1.0		14.0	542.0	564.0				67.0			489.0
NC_073236.2	-2::NC_073236.2:19082184-19089066(-)	6882	False	0.5267	0	21.0		2.0		4.0		123.0		145.0	6.0					17.0		1.0				12.0			255.0		3.0						115.0	15.0		1.0	383.0	114.0			1.0		114.0	121.0		253.0	7.0	156.0					2.0	139.0	151.0				11.0			122.0
NC_073236.2	3::NC_073236.2:19087739-19093958(+)	6219	False	0.526	0		104.0			1.0						224.0	131.0	133.0		11.0			141.0	4.0				105.0		3.0		12.0	231.0	116.0	344.0					103.0				4.0	3.0	108.0	1.0	1.0	18.0				3.0	116.0		14.0					123.0	1.0	18.0			
NC_073236.2	-2::NC_073236.2:19089069-19096308(-)	7239	False	0.5259	0	15.0		3.0		2.0		128.0		154.0	3.0					19.0		1.0				9.0			277.0		4.0						118.0	17.0		1.0	404.0	120.0			1.0		122.0	135.0		263.0	9.0	154.0					3.0	151.0	149.0				19.0			132.0
NC_073236.2	-2::NC_073236.2:19096311-19102989(-)	6678	False	0.5256	0	12.0		1.0		3.0		119.0		137.0	4.0			1.0		20.0		1.0				8.0			253.0		4.0						113.0	16.0		1.0	367.0	111.0			1.0		111.0	122.0		246.0	8.0	147.0					2.0	136.0	142.0				18.0			122.0
NC_073236.2	-3::NC_073236.2:19099592-19107749(-)	8157	False	0.5256	0	19.0		3.0		2.0		150.0		179.0	3.0			1.0		24.0	1.0					9.0			302.0		4.0			1.0			138.0	21.0		1.0	453.0	136.0			1.0		138.0	153.0		296.0	7.0	173.0					5.0	164.0	168.0				19.0			148.0
NC_073236.2	-2::NC_073236.2:19102992-19108905(-)	5913	False	0.5253	0	8.0		2.0		1.0		108.0		127.0	3.0			1.0		16.0						7.0			218.0		2.0			1.0			100.0	20.0		1.0	330.0	103.0					104.0	115.0		208.0	4.0	122.0			2.0		2.0	119.0	121.0				17.0			109.0
NC_073236.2	-1::NC_073236.2:19106239-19113325(-)	7086	False	0.526	0	14.0		3.0		3.0		128.0		156.0	5.0			1.0		17.0						8.0			259.0		2.0			1.0			120.0	15.0		1.0	394.0	119.0			1.0		121.0	132.0		261.0	7.0	152.0					6.0	143.0	149.0				15.0			129.0
NC_073236.2	-3::NC_073236.2:19107752-19139135(-)	31383	False	0.5264	0	78.0		17.0		7.0		567.0	1.0	687.0	15.0			1.0		69.0	3.0	4.0				50.0			1191.0		12.0			2.0		1.0	525.0	63.0		1.0	1765.0	531.0	1.0				530.0	588.0		1150.0	29.0	654.0					18.0	639.0	650.0				57.0			555.0
NC_073236.2	-2::NC_073236.2:19108908-19119870(-)	10962	False	0.5268	0	27.0		3.0		3.0		199.0		228.0	5.0					33.0	1.0	1.0				13.0			411.0		6.0			1.0			186.0	18.0			608.0	188.0			1.0		186.0	202.0		409.0	9.0	235.0					4.0	224.0	231.0				25.0			197.0
NC_073236.2	-1::NC_073236.2:19113328-19287679(-)	174351	False	0.5267	1	548.0	3.0	23.0	11.0	29.0	9.0	3016.0	1.0	3662.0	72.0	1.0	2.0	17.0	11.0	247.0	21.0	17.0	2.0		7.0	344.0	6.0	3.0	6551.0	1.0	29.0			1.0	1.0	1.0	2991.0	159.0	8.0	6.0	9957.0	3001.0	5.0		3.0	2.0	2941.0	3262.0	16.0	6658.0	160.0	3703.0	1.0		18.0		36.0	3663.0	3745.0	1.0			159.0			2986.0
NC_073236.2	3::NC_073236.2:19113329-19118336(+)	5007	False	0.5273	0		84.0									181.0	103.0	105.0		10.0			111.0	5.0				83.0		3.0		9.0	189.0	94.0	284.0					85.0				5.0	2.0	89.0	1.0		13.0				4.0	89.0		10.0					101.0		8.0	1.0		
NC_073236.2	-2::NC_073236.2:19119873-19172223(-)	52350	False	0.527	1	198.0		21.0		14.0		907.0	1.0	1128.0	32.0			2.0		74.0	11.0	5.0	2.0			85.0			1939.0		20.0						851.0	74.0	1.0	2.0	2992.0	879.0			3.0		882.0	970.0		1956.0	55.0	1105.0		1.0			29.0	1092.0	1105.0	1.0			81.0			932.0
NC_073236.2	3::NC_073236.2:19125377-19130651(+)	5274	False	0.5269	0		91.0									197.0	110.0	112.0		5.0			113.0	6.0			2.0	91.0		2.0		8.0	203.0	99.0	298.0					92.0				2.0	1.0	93.0			7.0				2.0	93.0		12.0					110.0		9.0			
NC_073236.2	2::NC_073236.2:19127179-19132453(+)	5274	False	0.5267	0		91.0									204.0	111.0	113.0		8.0			112.0	3.0				91.0		1.0		9.0	198.0	98.0	298.0					89.0				1.0	2.0	93.0	1.0		5.0				1.0	96.0		13.0					109.0	2.0	9.0			
NC_073236.2	2::NC_073236.2:19132456-19139605(+)	7149	False	0.5271	0		119.0									263.0	150.0	153.0		11.0			160.0	9.0			1.0	117.0		5.0		6.0	254.0	131.0	401.0					125.0				4.0	2.0	132.0		1.0	12.0				5.0	126.0		27.0				1.0	148.0	1.0	19.0			
NC_073236.2	-3::NC_073236.2:19139138-19176983(-)	37845	False	0.5267	1	113.0	2.0	9.0	3.0	18.0		631.0		802.0	32.0				4.0	51.0	4.0	17.0				78.0	2.0		1440.0		7.0						633.0	48.0			2157.0	603.0			2.0		632.0	693.0		1422.0	68.0	830.0	1.0				14.0	804.0	821.0				27.0			647.0
NC_073236.2	3::NC_073236.2:19143758-19149671(+)	5913	False	0.5275	0		95.0									222.0	126.0	127.0		4.0		1.0	127.0	10.0			2.0	100.0		2.0		8.0	223.0	109.0	338.0					100.0				3.0	2.0	105.0			8.0				6.0	96.0		20.0					129.0		8.0			
NC_073236.2	1::NC_073236.2:19146087-19153377(+)	7290	False	0.5276	0		123.0									271.0	151.0	150.0		8.0			164.0	8.0			1.0	116.0		4.0		13.0	262.0	137.0	421.0					127.0				6.0	1.0	128.0			12.0				5.0	126.0		36.0					153.0	1.0	6.0			
NC_073236.2	1::NC_073236.2:19156695-19163934(+)	7239	False	0.5274	0		120.0					1.0				268.0	149.0	150.0		9.0			161.0	10.0			1.0	114.0		5.0		10.0	260.0	136.0	418.0					126.0				6.0	1.0	130.0			12.0				5.0	125.0		37.0					152.0	1.0	6.0			
NC_073236.2	3::NC_073236.2:19160282-19170887(+)	10605	False	0.5277	1		174.0								1.0	401.0	232.0	230.0		7.0			222.0	18.0			5.0	179.0		2.0		28.0	400.0	196.0	603.0					181.0			1.0	4.0	4.0	175.0			13.0				6.0	177.0		32.0					227.0	1.0	16.0			
NC_073236.2	1::NC_073236.2:19164753-19176456(+)	11703	False	0.5268	1		195.0							4.0		452.0	262.0	255.0		7.0			250.0	14.0	2.0		2.0	195.0		3.0	2.0	23.0	429.0	212.0	671.0					193.0			2.0	1.0	2.0	200.0			4.0			1.0	7.0	188.0		55.0					251.0	5.0	14.0			
NC_073236.2	-2::NC_073236.2:19178703-19287357(-)	108654	False	0.5271	1	346.0		5.0	6.0	5.0	8.0	1893.0	2.0	2277.0	18.0			14.0	17.0	121.0		4.0			3.0	242.0	5.0	2.0	4057.0		6.0						1880.0	72.0	10.0	4.0	6253.0	1910.0	1.0		4.0		1900.0	2070.0	8.0	4192.0	91.0	2250.0	1.0		4.0		25.0	2290.0	2285.0	1.0			92.0			1844.0
NC_073236.2	3::NC_073236.2:19182548-19191698(+)	9150	False	0.5221	0		140.0				1.0					370.0	194.0	205.0				5.0	191.0	16.0	4.0			144.0			1.0	29.0	359.0	167.0	517.0		3.0	3.0		145.0			4.0	3.0		151.0								151.0		40.0				3.0	198.0		6.0			
NC_073236.2	-3::NC_073236.2:19183310-19287365(-)	104055	False	0.5277	1	351.0		5.0			3.0	1783.0		2164.0	27.0			7.0	12.0	89.0		1.0	1.0			203.0	5.0	4.0	3816.0	1.0	4.0	1.0				2.0	1846.0	90.0	6.0	3.0	6011.0	1829.0	1.0		5.0	1.0	1839.0	1966.0	14.0	3996.0	86.0	2170.0			4.0		34.0	2214.0	2191.0	4.0			87.0			1809.0
NC_073236.2	1::NC_073236.2:19183311-19257468(+)	74157	False	0.5279	1		1324.0				3.0				1.0	2858.0	1557.0	1522.0	1.0	52.0		2.0	1532.0	56.0	4.0			1298.0		3.0		152.0	2780.0	1420.0	4277.0			4.0	1.0	1317.0			5.0	16.0	2.0	1277.0	1.0		52.0			10.0	13.0	1318.0		219.0				6.0	1555.0		79.0	2.0		
NC_073236.2	2::NC_073236.2:19190800-19275301(+)	84501	False	0.5285	1		1524.0			2.0	1.0					3236.0	1792.0	1751.0	2.0	60.0			1723.0	56.0			1.0	1518.0		3.0		167.0	3152.0	1605.0	4870.0			9.0	1.0	1510.0			4.0	17.0	2.0	1464.0	2.0		72.0			10.0	29.0	1434.0		233.0				4.0	1822.0		90.0	1.0		
NC_073236.2	3::NC_073236.2:19191956-19215290(+)	23334	False	0.5285	1		398.0									887.0	499.0	490.0	1.0	24.0		2.0	494.0	23.0				415.0				38.0	848.0	440.0	1343.0		1.0	2.0	1.0	409.0			2.0	11.0		409.0			27.0				9.0	378.0		79.0					516.0		29.0		2.0	1.0
NC_073236.2	3::NC_073236.2:19215293-19254029(+)	38736	False	0.5286	0		706.0									1493.0	794.0	784.0		24.0			801.0	19.0			1.0	711.0				50.0	1438.0	743.0	2255.0			3.0		711.0			3.0	13.0		705.0			22.0			4.0	5.0	703.0		98.0				1.0	799.0		26.0			
NC_073236.2	3::NC_073236.2:19254032-19261412(+)	7380	False	0.5285	0		136.0			1.0						284.0	160.0	151.0		7.0			147.0	5.0				126.0				24.0	271.0	142.0	426.0			2.0		129.0			1.0			117.0	1.0		6.0			1.0	2.0	126.0		32.0				1.0	155.0		7.0			
NC_073236.2	1::NC_073236.2:19257471-19264761(+)	7290	False	0.5281	0		131.0			1.0						280.0	158.0	149.0		7.0			149.0	6.0			1.0	130.0				15.0	262.0	142.0	423.0			1.0		129.0			1.0	1.0		123.0	1.0		6.0			2.0	2.0	115.0		28.0					163.0		4.0			
NC_073236.2	3::NC_073236.2:19261415-19270775(+)	9360	False	0.5292	0		168.0			1.0						353.0	199.0	194.0		11.0			193.0	7.0				168.0		1.0		24.0	322.0	176.0	542.0			1.0	1.0	170.0			1.0	2.0		157.0	1.0		14.0				2.0	161.0		41.0					203.0		7.0			
NC_073236.2	3::NC_073236.2:19270778-19286483(+)	15705	False	0.5284	0		278.0			2.0						593.0	338.0	330.0		18.0			321.0	14.0				280.0		3.0		34.0	560.0	296.0	909.0			3.0	2.0	276.0			2.0	5.0		267.0			19.0			2.0	7.0	262.0		61.0				1.0	340.0		12.0			
NC_073236.2	1::NC_073236.2:19271496-19279836(+)	8340	False	0.5293	0		150.0			1.0						322.0	177.0	169.0		11.0			175.0	5.0				151.0				23.0	299.0	159.0	478.0			1.0		148.0			2.0	2.0		135.0	1.0		5.0				2.0	139.0		31.0				2.0	181.0		11.0			
NC_073236.2	2::NC_073236.2:19275304-19280554(+)	5250	False	0.5286	0		95.0									199.0	111.0	110.0	1.0	2.0			102.0	3.0			1.0	93.0				13.0	201.0	100.0	295.0					92.0					1.0	88.0	1.0		7.0				2.0	84.0		16.0				1.0	120.0		12.0			
NC_073236.2	1::NC_073236.2:19279839-19286097(+)	6258	False	0.5284	0		107.0			1.0						241.0	129.0	124.0		8.0			133.0	8.0				107.0				17.0	226.0	122.0	359.0			1.0		114.0			2.0	3.0		105.0			3.0			1.0		111.0		25.0					130.0		9.0			
NC_073236.2	2::NC_073236.2:19280557-19286446(+)	5889	False	0.5284	0		105.0									227.0	130.0	123.0	1.0	3.0			118.0	3.0				101.0				13.0	227.0	112.0	337.0			1.0		98.0					2.0	97.0			5.0			1.0	3.0	102.0		20.0				1.0	124.0		9.0			
NC_073236.2	-2::NC_073236.2:20055615-20205381(-)	149766	False	0.5261	0	529.0	1.0	27.0	4.0	32.0	4.0	2598.0	3.0	3212.0	40.0	1.0		17.0	3.0	140.0	25.0	7.0			18.0	276.0	5.0		5717.0	3.0	17.0					4.0	2450.0	98.0	1.0	5.0	8619.0	2449.0	3.0		2.0	21.0	2462.0	2777.0	24.0	5760.0	200.0	3227.0	16.0		4.0	2.0	24.0	3140.0	3267.0	1.0			93.0			2594.0
NC_073236.2	-1::NC_073236.2:20055694-20154544(-)	98850	False	0.5257	0	345.0		30.0	4.0	27.0	2.0	1725.0		2098.0	5.0	2.0		17.0	3.0	19.0	20.0	4.0			14.0	203.0	4.0		3859.0	1.0	6.0						1600.0	15.0	3.0		5769.0	1607.0			4.0	19.0	1595.0	1842.0	15.0	3839.0	159.0	2116.0	23.0		2.0		3.0	2077.0	2163.0	1.0			10.0			1700.0
NC_073236.2	-3::NC_073236.2:20055800-20216210(-)	160410	False	0.5262	0	519.0	1.0	44.0	5.0	27.0	3.0	2789.0	3.0	3422.0	36.0		1.0	23.0	3.0	170.0	25.0	6.0			16.0	295.0	4.0	1.0	6143.0	4.0	18.0			3.0		3.0	2638.0	123.0	1.0	4.0	9226.0	2639.0			6.0	16.0	2631.0	2986.0	18.0	6142.0	210.0	3426.0	19.0		8.0		42.0	3382.0	3468.0				131.0			2790.0
NC_073236.2	2::NC_073236.2:20061346-20074342(+)	12996	False	0.5267	0		214.0				2.0				1.0	507.0	278.0	269.0				1.0	275.0	23.0				204.0		3.0		23.0	506.0	246.0	758.0			2.0		219.0				2.0	5.0	231.0						2.0		224.0		52.0				1.0	278.0	5.0				1.0
NC_073236.2	1::NC_073236.2:20062689-20074824(+)	12135	False	0.5267	0		191.0	2.0			3.0				5.0	473.0	267.0	255.0				3.0	256.0	24.0				205.0		3.0		27.0	465.0	228.0	712.0			3.0		202.0					2.0	208.0						2.0	1.0	210.0		38.0					257.0	2.0				1.0
NC_073236.2	3::NC_073236.2:20066009-20074586(+)	8577	False	0.5266	0		142.0				2.0				1.0	330.0	193.0	183.0					178.0	11.0				145.0		4.0		17.0	326.0	161.0	503.0			2.0		136.0					1.0	146.0						2.0		153.0		33.0					185.0		1.0			4.0
NC_073236.2	1::NC_073236.2:20074827-20092686(+)	17859	False	0.5271	0		297.0				2.0				2.0	697.0	384.0	369.0				1.0	376.0	28.0				286.0		3.0		32.0	691.0	340.0	1038.0			2.0		302.0				1.0	8.0	315.0						2.0		311.0		73.0				1.0	380.0	7.0	2.0			3.0
NC_073236.2	3::NC_073236.2:20076170-20091428(+)	15258	False	0.5271	0		243.0	3.0			4.0				6.0	599.0	336.0	318.0		1.0		2.0	322.0	33.0				257.0		2.0		34.0	582.0	284.0	893.0			4.0		256.0					2.0	263.0						2.0		260.0		50.0					326.0	3.0				1.0
