clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCA	codon_GAT	codon_GCG	codon_TTT	codon_ACT	codon_ACC	codon_TGC	codon_CAC	codon_ATC	codon_TGG	codon_CCC	codon_CAT	codon_CCT	codon_TCG	codon_GTG	codon_GGC	codon_AGG	codon_GGA	codon_GGG	codon_GCC	codon_CAG	codon_GCT	codon_AAC	codon_CCG	codon_TGT	codon_TAC	codon_CTC	codon_CGG	codon_CTG	codon_ACG	codon_AGC	codon_CGC	codon_CGT	codon_GAC	codon_GAG	codon_ATG	codon_CTA	codon_AAT	codon_TCC	codon_AAG	codon_GCA	codon_TTG	codon_CGA	codon_CAA	codon_TCA	codon_TTC	codon_GGT	codon_AGT	codon_CTT	codon_TCT	codon_GAA	codon_ACA	codon_TAT	codon_GTT	codon_AAA	codon_GTA	codon_ATT	codon_GTC	codon_AGA	codon_ATA	codon_TTA
NC_072419.2	1::NC_072419.2:55898586-55904088(+)	5502	False	0.647	1	220.0			6.0	2.0	215.0		321.0	42.0		249.0	42.0	108.0					1.0		1.0				10.0	2.0	3.0	200.0	1.0	1.0	1.0	2.0		6.0				2.0		125.0		2.0			1.0	38.0	5.0	1.0		6.0	102.0		110.0			1.0			8.0			
NC_072419.2	-1::NC_072419.2:70291456-70296532(-)	5076	False	0.6879	1	2.0	1.0	2.0	3.0		3.0		236.0	8.0	2.0	304.0	6.0	173.0	2.0	1.0		1.0	2.0	1.0	87.0	1.0	3.0		1.0	3.0	3.0	242.0	1.0	2.0	88.0	1.0	77.0		6.0	1.0	2.0	7.0		95.0		1.0	1.0			92.0	2.0	3.0		2.0	59.0		149.0	6.0	1.0				2.0	3.0	4.0	
NC_072419.2	-2::NC_072419.2:70291506-70296597(-)	5091	False	0.6857	1	6.0	1.0	2.0	2.0		6.0	3.0	235.0	7.0		315.0	4.0	167.0	3.0	3.0	1.0	2.0			73.0	7.0	3.0		1.0		4.0	221.0	1.0	3.0	86.0	1.0	89.0	1.0	3.0		4.0	6.0	2.0	88.0						89.0	2.0	4.0		5.0	73.0	2.0	154.0	7.0	3.0	1.0			3.0	1.0	3.0	
NC_072408.2	2::NC_072408.2:7625317-7632304(+)	6987	False	0.5701	0	233.0	1.0		17.0	5.0	237.0	6.0	253.0	1.0	2.0	3.0	10.0	289.0	10.0	2.0		1.0	2.0	2.0	52.0	5.0	6.0	3.0	54.0	1.0	3.0	4.0		12.0		3.0	41.0	1.0	5.0	8.0		2.0	2.0	281.0	1.0	4.0	1.0	8.0	3.0	2.0	346.0	3.0	1.0	329.0	62.0	1.0	1.0	2.0			1.0	4.0	1.0	1.0		1.0
NC_072408.2	-2::NC_072408.2:7625407-7632280(-)	6873	False	0.5715	0	2.0	1.0	40.0		1.0	3.0	4.0	2.0		231.0	1.0		1.0	8.0	249.0	52.0	285.0	280.0	3.0		10.0	3.0			1.0		7.0	54.0	5.0	1.0	6.0			1.0	4.0	8.0		3.0	2.0	328.0	5.0	3.0	10.0	1.0			236.0	5.0			343.0	1.0		2.0	16.0	2.0	2.0	5.0	62.0	2.0	
NC_072408.2	3::NC_072408.2:7625615-7632749(+)	7134	False	0.5726	1	250.0	1.0		6.0	1.0	267.0	9.0	242.0	1.0		1.0	3.0	300.0	11.0	1.0	2.0				39.0		8.0	2.0	51.0	1.0	1.0		1.0	3.0		5.0	59.0		7.0	4.0		2.0		299.0		1.0	2.0	11.0	1.0		349.0			363.0	57.0	1.0	1.0		1.0	2.0	2.0	9.0		1.0		
NC_072408.2	-3::NC_072408.2:7625619-7630686(-)	5067	False	0.5739	0	1.0		40.0				6.0			190.0				7.0	172.0	37.0	216.0	210.0		1.0	2.0	2.0	1.0				2.0	28.0	1.0		9.0	1.0	1.0		1.0	1.0		3.0		257.0	3.0		8.0	1.0			180.0				260.0	1.0			8.0	1.0		6.0	31.0		1.0
NC_072408.2	-1::NC_072408.2:7625645-7632692(-)	7047	False	0.5737	1		1.0	59.0				1.0			250.0				11.0	240.0	38.0	300.0	299.0	1.0		3.0	5.0	1.0			1.0	2.0	50.0			7.0					3.0		8.0		363.0	8.0		11.0	1.0			267.0				348.0	1.0		1.0	5.0	1.0		7.0	56.0		
NC_072408.2	1::NC_072408.2:7625646-7632744(+)	7098	False	0.5726	1	263.0			8.0		249.0	3.0	249.0		2.0	1.0	2.0	303.0	8.0			1.0			55.0		10.0	1.0	39.0		2.0			5.0		2.0	50.0	1.0	8.0	3.0			1.0	296.0	1.0	8.0	4.0	11.0		1.0	367.0			359.0	45.0	1.0	1.0		1.0	1.0		4.0				
NC_072408.2	2::NC_072408.2:39286933-39292534(+)	5601	False	0.5556	2	143.0	14.0	3.0	17.0	99.0	63.0	9.0	8.0	13.0	3.0	158.0	6.0	133.0	4.0	39.0	18.0	2.0	36.0	36.0	67.0	18.0	98.0	13.0	7.0	11.0	3.0	26.0	1.0	22.0	3.0	11.0	2.0	2.0	14.0	24.0	14.0	19.0	18.0	80.0	35.0	56.0	12.0	1.0	18.0	34.0	11.0	30.0	20.0	27.0	89.0	22.0	37.0	4.0	32.0	94.0	15.0	20.0	18.0	6.0	13.0	16.0
NC_072408.2	3::NC_072408.2:45515024-45521000(+)	5976	False	0.4977	2	35.0	29.0	14.0	19.0	54.0	71.0	1.0	8.0	61.0	18.0	27.0	14.0	116.0	4.0	13.0	9.0	19.0	28.0	61.0	59.0	205.0	50.0	14.0	5.0	5.0	10.0	71.0	2.0	46.0	2.0	9.0	1.0	4.0	19.0	57.0	35.0	18.0	16.0	22.0	66.0	19.0	35.0	7.0	55.0	39.0	15.0	9.0	25.0	29.0	51.0	97.0	35.0	18.0	19.0	89.0	17.0	28.0	14.0	23.0	29.0	22.0
NC_072408.2	-2::NC_072408.2:55382236-55394629(-)	12393	False	0.4954	0	144.0	10.0	5.0	12.0	293.0	20.0	1.0		3.0	2.0	2.0	1.0	22.0	7.0	272.0	12.0	21.0	473.0	349.0	4.0	7.0	287.0	1.0	2.0		4.0	7.0	7.0	12.0	8.0	4.0		1.0	1.0	61.0	9.0	127.0	27.0	6.0	3.0	83.0	12.0	2.0	32.0	448.0	1.0	44.0	33.0	6.0	59.0	140.0	644.0	3.0	55.0	41.0	45.0	48.0	13.0	75.0	77.0	43.0
NC_072408.2	3::NC_072408.2:55382237-55387769(+)	5532	False	0.5201	0	246.0	183.0	1.0	23.0	84.0	78.0	1.0		19.0				167.0	2.0	13.0	7.0	1.0		7.0	15.0		172.0		2.0	4.0		10.0		1.0		13.0			8.0	6.0	1.0	13.0	16.0			15.0	2.0	7.0	1.0	52.0	4.0	52.0	78.0	17.0	31.0	2.0	23.0		145.0		20.0	35.0	259.0		7.0	1.0
NC_072408.2	-2::NC_072408.2:63507778-63512818(-)	5040	False	0.3863	0	45.0	52.0	1.0	26.0	45.0	24.0	9.0	14.0	15.0	7.0	19.0	24.0	41.0	3.0	22.0	9.0	12.0	24.0	8.0	7.0	69.0	27.0	33.0	5.0	24.0	13.0	7.0	2.0	16.0	2.0	23.0		6.0	22.0	36.0	40.0	18.0	81.0	12.0	56.0	34.0	29.0	6.0	67.0	61.0	6.0	15.0	42.0	18.0	60.0	70.0	51.0	21.0	43.0	107.0	35.0	27.0	10.0	20.0	26.0	33.0
NC_072408.2	2::NC_072408.2:138410764-138420049(+)	9285	False	0.5644	0	1.0		67.0		85.0	7.0	178.0	45.0			1.0		76.0	1.0	146.0					96.0	5.0	70.0	3.0	27.0	480.0	40.0	223.0		501.0		2.0	75.0	23.0			4.0	7.0	1.0	9.0		48.0					7.0		3.0	3.0	516.0	1.0	1.0	4.0		1.0	52.0		285.0		1.0	
NC_072408.2	-3::NC_072408.2:138410778-138416394(-)	5616	False	0.5547	0		3.0	31.0		3.0		32.0	86.0		1.0		1.0			18.0	50.0	48.0	1.0			324.0				2.0	28.0		4.0	2.0	2.0	47.0	36.0		169.0	140.0					4.0	135.0			1.0	1.0	3.0		59.0			5.0	279.0				40.0			313.0	3.0	1.0
NC_072408.2	1::NC_072408.2:138412260-138420138(+)	7878	False	0.5677	0	1.0		64.0	2.0	71.0	10.0	182.0	30.0	2.0	1.0		1.0	61.0		131.0		1.0			73.0	7.0	57.0	2.0	29.0	382.0	45.0	194.0		419.0			60.0	19.0			3.0	2.0	2.0	9.0		37.0	2.0	1.0	1.0		5.0	1.0	6.0	6.0	424.0	2.0	1.0	1.0	1.0		33.0	1.0	241.0	1.0		2.0
NC_072408.2	2::NC_072408.2:139075474-139082209(+)	6735	False	0.5892	1	202.0		1.0		8.0	218.0	5.0	524.0	5.0		294.0	38.0	24.0	1.0	4.0	2.0	3.0	2.0	1.0	5.0	16.0	1.0	86.0	24.0	3.0	50.0	8.0	1.0	7.0	2.0	4.0	24.0	2.0	10.0	2.0	1.0	12.0	1.0	4.0	1.0	27.0	1.0	5.0	91.0	3.0	1.0		1.0	1.0	2.0	4.0	439.0	6.0		4.0	7.0	2.0	1.0	14.0	39.0	1.0
NC_072408.2	1::NC_072408.2:139075662-139085154(+)	9492	False	0.5613	1	250.0			3.0	27.0	287.0	12.0	704.0	12.0	1.0	391.0	93.0	25.0		2.0		2.0		1.0	7.0	14.0	1.0	94.0	20.0	26.0	118.0	8.0	2.0	19.0	12.0	5.0	25.0	3.0	11.0	4.0	5.0	25.0	2.0	16.0		28.0	1.0		102.0	9.0	1.0			2.0	1.0	1.0	638.0	21.0		7.0	17.0	1.0		10.0	98.0	
NC_072408.2	3::NC_072408.2:139076459-139081637(+)	5178	False	0.5995	1	157.0					198.0	2.0	428.0	5.0		232.0	26.0	13.0							4.0	10.0		77.0	21.0		35.0	5.0			1.0	2.0	20.0	1.0	9.0		1.0	15.0		5.0		14.0		1.0	65.0	4.0							345.0	1.0		2.0				8.0	19.0	
NC_072408.2	-1::NC_072408.2:139310516-139315679(-)	5163	False	0.5135	0	1.0	3.0	1.0	44.0		16.0	2.0	3.0		7.0	40.0	1.0	370.0	1.0	5.0	10.0	16.0	6.0	6.0	10.0	6.0	2.0		1.0	5.0	17.0	11.0	4.0	13.0	2.0	7.0	1.0	1.0	5.0	4.0	2.0	16.0		342.0	2.0	6.0		3.0	1.0		351.0	1.0	1.0	342.0	20.0		3.0	1.0		1.0	2.0	1.0	1.0	4.0		
NC_072408.2	-3::NC_072408.2:140152872-140160333(-)	7461	False	0.5001	0		2.0		8.0	5.0	1169.0	1.0		1.0	1.0		1.0	6.0			1.0	3.0	2.0		13.0	2.0	1.0	6.0		2.0	4.0	19.0	1.0	32.0	1.0			1.0	3.0	2.0	3.0	1131.0	7.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	4.0	3.0	2.0	2.0	2.0	3.0	3.0	3.0	2.0	7.0		5.0	2.0	2.0	6.0	3.0
NC_072408.2	2::NC_072408.2:140153026-140160335(+)	7309	False	0.5042	0	2.0	2.0	12.0	2.0		1.0				1.0	1.0		1.0		7.0		1179.0		5.0		2.0	2.0	1.0		3.0			2.0	1.0						1.0		1.0	2.0		2.0	1.0	4.0			6.0	2.0		1.0	1.0	1.0	2.0	1.0	1.0	1131.0	4.0	4.0	4.0	33.0		2.0	8.0
NC_072408.2	-2::NC_072408.2:140153236-140160325(-)	7089	False	0.5094	0								6.0			1.0		1179.0										1130.0	2.0							1.0	12.0		32.0																											
NC_072408.2	3::NC_072408.2:140153297-140160326(+)	7029	False	0.5082	0																			1171.0																		1.0		1.0				12.0		29.0	1.0	1.0														1127.0
NC_072401.2	3::NC_072401.2:692171-697262(+)	5091	False	0.4901	0	166.0	3.0			1.0	59.0	27.0	279.0	153.0		40.0	174.0	20.0	1.0	4.0	1.0		1.0		7.0	3.0		5.0	4.0	3.0	36.0	36.0		7.0	3.0		3.0	1.0	5.0		20.0	36.0		131.0		29.0	1.0	3.0	3.0	4.0	3.0				64.0		268.0	41.0		3.0	1.0	4.0		5.0	39.0	
NC_072401.2	1::NC_072401.2:695163-702972(+)	7809	False	0.4884	0	253.0	10.0	1.0	2.0	4.0	81.0	42.0	443.0	229.0		56.0	258.0	28.0	2.0	4.0	1.0				12.0	9.0		4.0	5.0	2.0	61.0	53.0		15.0	2.0	1.0	4.0	4.0	4.0		50.0	60.0	1.0	200.0		46.0	2.0	1.0	9.0	3.0	6.0			1.0	92.0		407.0	61.0		3.0		8.0		3.0	60.0	
NC_072401.2	2::NC_072401.2:699640-705043(+)	5403	False	0.4882	0	176.0	4.0			1.0	60.0	38.0	294.0	164.0		46.0	182.0	20.0	2.0			1.0			7.0	8.0				2.0	39.0	41.0		7.0	1.0	3.0	3.0	3.0	2.0		27.0	40.0	3.0	135.0		29.0	3.0	3.0	3.0		2.0				70.0		283.0	41.0		1.0		4.0	1.0	2.0	49.0	1.0
NC_072401.2	3::NC_072401.2:701927-711383(+)	9456	False	0.4885	0	318.0	10.0			2.0	89.0	59.0	494.0	277.0		65.0	322.0	47.0		1.0	1.0				27.0	23.0	1.0	2.0	7.0	2.0	79.0	68.0	1.0	17.0	4.0	5.0	5.0	2.0	2.0		51.0	78.0	3.0	244.0		39.0	3.0	1.0	6.0	2.0	5.0				119.0		493.0	78.0				8.0	3.0	16.0	72.0	1.0
NC_072401.2	-1::NC_072401.2:1833093-1840572(-)	7479	False	0.5232	2	7.0	4.0	1.0	70.0	9.0	100.0	3.0	121.0	5.0	5.0	219.0	7.0	207.0	3.0	1.0	2.0		2.0	3.0	6.0	5.0	11.0	4.0	5.0	199.0	2.0	251.0	2.0	181.0	5.0	3.0	3.0	1.0	1.0	3.0	3.0	16.0		117.0	1.0	1.0	1.0		1.0	121.0	231.0	2.0		44.0	286.0		1.0	9.0	181.0		1.0	19.0	6.0	1.0		
NC_072401.2	-1::NC_072401.2:14071173-14077491(-)	6318	False	0.4414	2	42.0	80.0	6.0	18.0	58.0	39.0	9.0	16.0	19.0	1.0	18.0	35.0	31.0	4.0	40.0	35.0	17.0	42.0	34.0	31.0	30.0	56.0	25.0	2.0	30.0	6.0	11.0	6.0	16.0	7.0	47.0	6.0	2.0	49.0	79.0	38.0	6.0	59.0	31.0	64.0	59.0	29.0	4.0	31.0	39.0	5.0	49.0	79.0	18.0	48.0	173.0	69.0	10.0	49.0	109.0	33.0	45.0	20.0	39.0	23.0	30.0
NC_072401.2	-3::NC_072401.2:101106457-101111887(-)	5430	False	0.5983	2	32.0	22.0	11.0	11.0	16.0	61.0	10.0	19.0	26.0	10.0	73.0	9.0	40.0	10.0	53.0	51.0	35.0	29.0	52.0	78.0	81.0	52.0	35.0	12.0	8.0	19.0	35.0	27.0	60.0	11.0	63.0	18.0	8.0	47.0	82.0	29.0	6.0	14.0	72.0	65.0	39.0	10.0	7.0	15.0	22.0	31.0	14.0	37.0	12.0	30.0	35.0	28.0	7.0	5.0	43.0	8.0	20.0	29.0	17.0	6.0	3.0
NC_072401.2	3::NC_072401.2:114825986-114832346(+)	6360	False	0.458	2	56.0	83.0	3.0	29.0	51.0	42.0	9.0	25.0	23.0	4.0	34.0	17.0	70.0	10.0	35.0	21.0	24.0	24.0	22.0	23.0	47.0	45.0	8.0	9.0	10.0	6.0	18.0	6.0	24.0	7.0	46.0	4.0	6.0	57.0	113.0	29.0	19.0	17.0	43.0	56.0	32.0	19.0	10.0	44.0	65.0	16.0	27.0	52.0	26.0	85.0	163.0	75.0	13.0	41.0	116.0	35.0	28.0	24.0	28.0	20.0	26.0
NC_072401.2	2::NC_072401.2:126504697-126509896(+)	5199	False	0.4861	2	20.0	49.0	17.0	42.0	51.0	33.0		13.0	29.0	5.0	24.0	13.0	33.0	7.0	75.0	31.0	14.0	30.0	34.0	35.0	46.0	40.0	37.0	13.0	3.0	29.0	28.0	11.0	44.0	7.0	30.0	22.0	9.0	77.0	44.0	21.0	8.0	61.0	27.0	20.0	31.0	26.0	4.0	35.0	26.0	24.0	25.0	26.0	26.0	40.0	52.0	33.0	28.0	37.0	24.0	29.0	46.0	24.0	20.0	32.0	13.0
NC_072401.2	-1::NC_072401.2:145149570-145154961(-)	5391	False	0.5348	2	37.0	48.0	11.0	25.0	45.0	45.0	11.0	42.0	42.0	9.0	44.0	29.0	33.0	2.0	70.0	38.0	22.0	26.0	37.0	39.0	61.0	21.0	38.0	12.0	2.0	26.0	48.0	20.0	76.0	9.0	38.0	21.0	5.0	73.0	58.0	28.0	16.0	25.0	28.0	35.0	15.0	25.0	6.0	36.0	13.0	51.0	21.0	26.0	25.0	22.0	41.0	29.0	17.0	11.0	28.0	25.0	33.0	36.0	20.0	13.0	9.0
NC_072401.2	2::NC_072401.2:188189599-188195524(+)	5925	False	0.5684	0	40.0	2.0	2.0		62.0	80.0	18.0	263.0	7.0	57.0	62.0	54.0	132.0	3.0	17.0	1.0		57.0	56.0	4.0	1.0	5.0	6.0	7.0	119.0	4.0	81.0		139.0	2.0	1.0	6.0	7.0	59.0	2.0	40.0	1.0	1.0	97.0	2.0	12.0	3.0	1.0	6.0	87.0	51.0	1.0	1.0	2.0	7.0		190.0		47.0	2.0		1.0	56.0	1.0	10.0	
NC_072401.2	3::NC_072401.2:188189693-188195423(+)	5730	False	0.5695	0	29.0	1.0		1.0	60.0	79.0	21.0	258.0	8.0	57.0	62.0	52.0	137.0	3.0	12.0		2.0	54.0	56.0	4.0	2.0	3.0	6.0	7.0	115.0	9.0	65.0		132.0	2.0		6.0	3.0	58.0		40.0			98.0	1.0	15.0	2.0	3.0	8.0	82.0	46.0			2.0	2.0		186.0		53.0		2.0		57.0	3.0	6.0	
NC_072401.2	1::NC_072401.2:188190255-188195403(+)	5148	False	0.5736	0	26.0		1.0	1.0	60.0	68.0	13.0	235.0	1.0	53.0	56.0	42.0	133.0		13.0		1.0	56.0	56.0		1.0	2.0	1.0	3.0	108.0	2.0	61.0		124.0	1.0		1.0	3.0	58.0		40.0			83.0		15.0			2.0	71.0	46.0	1.0	1.0		1.0		176.0		42.0				57.0	1.0		
NC_072401.2	-2::NC_072401.2:191661956-191669498(-)	7542	False	0.4995	0	3.0	1.0		7.0		1056.0	3.0	5.0	1.0	3.0			156.0			3.0	3.0			4.0	2.0	1.0	157.0		5.0	1.0	1.0		3.0		2.0			2.0	1.0	1.0	1054.0				1.0	2.0	2.0	1.0	3.0	4.0	1.0	3.0	4.0	8.0		1.0		1.0		2.0	2.0	3.0	1.0		
NC_072401.2	-1::NC_072401.2:191662044-191668449(-)	6405	False	0.4998	0	2.0			4.0			3.0	2.0		1.0	1.0	1.0	1036.0	1.0	1.0	1.0	1.0	2.0			2.0		1033.0	1.0	2.0		3.0		4.0		2.0				1.0					2.0	1.0			1.0	2.0	4.0		2.0	6.0	6.0		1.0				1.0	1.0	3.0	1.0		
NC_072401.2	2::NC_072401.2:191662045-191668450(+)	6405	False	0.4996	0	1.0				1.0		3.0	1.0		2.0	1.0		1.0			1.0	2.0	2.0	1035.0	1.0	4.0		2.0		1.0		1.0		3.0					3.0	1.0	1.0	1.0	1.0		2.0		1.0		1.0			2.0	4.0	1.0	1.0	5.0	4.0			3.0			1.0	7.0		1034.0
NC_072401.2	1::NC_072401.2:191662236-191669499(+)	7263	False	0.5001	0																	1054.0		155.0																1.0						1.0						1.0		1.0					1052.0							156.0
NC_072405.2	-3::NC_072405.2:8762241-8769768(-)	7527	False	0.5688	1	11.0			1.0	2.0	10.0	158.0	7.0	4.0	5.0	20.0	4.0	142.0	3.0	14.0	6.0	3.0	1.0	4.0	128.0	10.0	23.0	1.0	8.0	199.0	3.0	448.0	6.0	338.0	2.0	4.0		2.0	9.0	2.0	1.0	2.0		17.0	1.0	4.0	3.0	1.0	3.0	1.0	13.0	1.0	1.0	19.0	638.0	2.0	5.0				1.0	1.0	215.0	2.0		
NC_072405.2	-2::NC_072405.2:8762275-8767957(-)	5682	False	0.5685	1	8.0	1.0	3.0	2.0	3.0	8.0	104.0	13.0	2.0	4.0	14.0	1.0	128.0	1.0	7.0	3.0	3.0	6.0	3.0	100.0	5.0	17.0	2.0	3.0	170.0	2.0	340.0		264.0	1.0	4.0	1.0	1.0	2.0	3.0	2.0	3.0		9.0		6.0	1.0	2.0	1.0	1.0	13.0	4.0		8.0	467.0		2.0						144.0	2.0		
NC_072405.2	-1::NC_072405.2:8762675-8769755(-)	7080	False	0.5624	0					2.0	5.0	152.0	2.0	2.0		13.0		135.0	1.0	11.0	2.0	1.0		1.0	143.0		15.0			195.0	2.0	417.0	2.0	359.0		1.0	1.0					3.0		13.0	1.0	1.0	1.0				17.0			20.0	653.0		1.0	1.0			1.0		186.0			
NC_072405.2	-1::NC_072405.2:16589633-16596617(-)	6984	False	0.6161	2	70.0	25.0	17.0	7.0	35.0	38.0	26.0	22.0	7.0	20.0	62.0	11.0	39.0	13.0	56.0	74.0	51.0	62.0	117.0	113.0	120.0	36.0	17.0	18.0	12.0	5.0	27.0	23.0	83.0	18.0	58.0	13.0	3.0	67.0	234.0	24.0	3.0	7.0	48.0	32.0	49.0	8.0	7.0	52.0	37.0	14.0	34.0	35.0	16.0	39.0	143.0	33.0	5.0	12.0	38.0	19.0	3.0	15.0	21.0	9.0	26.0
NC_072405.2	-2::NC_072405.2:39232972-39240340(-)	7368	False	0.3522	2	34.0	91.0	2.0	65.0	58.0	19.0	24.0	28.0	18.0	14.0	9.0	44.0	29.0	4.0	26.0	7.0	21.0	34.0	11.0	18.0	47.0	43.0	55.0	5.0	43.0	19.0	7.0	1.0	31.0	8.0	30.0		6.0	44.0	58.0	34.0	26.0	121.0	36.0	65.0	40.0	39.0	6.0	61.0	73.0	24.0	20.0	69.0	50.0	79.0	158.0	66.0	47.0	44.0	154.0	32.0	88.0	15.0	40.0	60.0	56.0
NC_072405.2	1::NC_072405.2:63210789-63216531(+)	5742	False	0.3696	1	32.0	77.0		51.0	51.0	19.0	20.0	14.0	17.0	9.0	10.0	32.0	31.0		28.0	13.0	16.0	33.0	8.0	12.0	36.0	36.0	40.0	1.0	29.0	8.0	14.0	2.0	11.0	4.0	16.0	3.0	2.0	36.0	59.0	43.0	18.0	102.0	19.0	46.0	34.0	36.0	5.0	47.0	56.0	16.0	37.0	65.0	34.0	64.0	110.0	42.0	37.0	36.0	99.0	24.0	51.0	14.0	34.0	36.0	39.0
NC_072405.2	1::NC_072405.2:85495371-85500840(+)	5469	False	0.4739	2	77.0	58.0	7.0	42.0	23.0	28.0	13.0	28.0	21.0	8.0	39.0	20.0	60.0	6.0	21.0	24.0	14.0	23.0	17.0	30.0	88.0	33.0	29.0	19.0	15.0	24.0	29.0	13.0	37.0	19.0	33.0	9.0	7.0	40.0	33.0	41.0	15.0	45.0	32.0	46.0	40.0	30.0	10.0	68.0	18.0	25.0	16.0	36.0	20.0	47.0	82.0	33.0	19.0	21.0	85.0	11.0	27.0	15.0	15.0	15.0	24.0
NC_072405.2	-2::NC_072405.2:153983869-153993580(-)	9711	False	0.6735	0	160.0		75.0		75.0	74.0	66.0	223.0		75.0	1.0	1.0	76.0		1.0	76.0	75.0	75.0	150.0	225.0	150.0		1.0	76.0	1.0	76.0	10.0		139.0	152.0	149.0	75.0	150.0	74.0	150.0				10.0		66.0		75.0	1.0	75.0	76.0		1.0				75.0		74.0	2.0	74.0			76.0	1.0	
NC_072405.2	-3::NC_072405.2:153983907-153993666(-)	9759	False	0.6741	0	161.0		74.0		76.0	76.0	64.0	228.0		75.0			76.0		1.0	76.0	75.0	74.0	151.0	227.0	152.0			75.0		75.0	9.0		143.0	150.0	152.0	76.0	152.0	76.0	151.0				11.0		66.0		76.0		76.0	75.0		1.0				75.0		76.0		76.0			76.0		
NC_072405.2	-1::NC_072405.2:153983993-153993728(-)	9735	False	0.674	0	162.0		76.0		75.0	76.0	66.0	227.0		76.0			75.0		2.0	75.0	74.0	75.0	149.0	227.0	150.0	1.0		75.0		75.0	9.0		142.0	150.0	151.0	75.0	150.0	75.0	152.0				9.0	1.0	65.0		75.0		75.0	76.0		1.0				76.0		76.0		76.0			75.0		
NC_072405.2	-1::NC_072405.2:154223138-154232111(-)	8973	False	0.6645	2	33.0	18.0	43.0	11.0	17.0	77.0	20.0	53.0	82.0	23.0	85.0	5.0	19.0	20.0	150.0	135.0	60.0	22.0	76.0	188.0	187.0	40.0	34.0	18.0	14.0	55.0	96.0	65.0	253.0	55.0	61.0	64.0	8.0	124.0	209.0	43.0	11.0	2.0	45.0	76.0	39.0	14.0	6.0	16.0	9.0	60.0	16.0	10.0	18.0	18.0	23.0	33.0	11.0	8.0	12.0	4.0	13.0	61.0	19.0	3.0	1.0
NC_072405.2	-2::NC_072405.2:154275808-154282045(-)	6237	False	0.6606	2	7.0	11.0	26.0	11.0	12.0	64.0	13.0	27.0	84.0	8.0	50.0	5.0	10.0	24.0	93.0	119.0	15.0	3.0	20.0	109.0	125.0	24.0	24.0	11.0	2.0	61.0	51.0	62.0	176.0	47.0	39.0	66.0	15.0	91.0	191.0	30.0	3.0	5.0	54.0	96.0	16.0	6.0	5.0	2.0	8.0	41.0	12.0	9.0	9.0	11.0	12.0	9.0	2.0	3.0	4.0	1.0	7.0	34.0	4.0		
NC_072405.2	1::NC_072405.2:155333331-155339433(+)	6102	False	0.6404	1	1.0	1.0	5.0	1.0	7.0	18.0	114.0	1.0	19.0	120.0	12.0	1.0	174.0	1.0	130.0	93.0	3.0	4.0	116.0	94.0	3.0	112.0		8.0	275.0	16.0	2.0	2.0	336.0	4.0	3.0	2.0	11.0	3.0	2.0	4.0	4.0		84.0	3.0	1.0	42.0		1.0	1.0		7.0		2.0	3.0		3.0	15.0	39.0	2.0	30.0		96.0	1.0	1.0	1.0
NC_072417.2	-1::NC_072417.2:0-9136(-)	9136	False	0.5008	0										3.0							1514.0		4.0																							1.0					4.0							1519.0							
NC_072417.2	-2::NC_072417.2:0-9285(-)	9285	False	0.5008	0				3.0						2.0		1.0					6.0		1535.0														1.0									5.0			2.0	1.0		1.0					2.0	15.0					2.0		1519.0
NC_072417.2	2::NC_072417.2:1-9262(+)	9261	False	0.5011	0	9.0					13.0					4.0		1522.0										1527.0											2.0			8.0							1.0								1.0									
NC_072417.2	3::NC_072417.2:2-9137(+)	9135	False	0.5008	0	4.0					1519.0					4.0																										1514.0							3.0											1.0						
NC_072417.2	-3::NC_072417.2:10710983-10716503(-)	5520	False	0.413	2	4.0	5.0	1.0	147.0	1.0	6.0	6.0	6.0	1.0	5.0	6.0	1.0	15.0	1.0	2.0	4.0	7.0	6.0	6.0	1.0	5.0	6.0	6.0	2.0	11.0	3.0	421.0	5.0	8.0	3.0	8.0		2.0	1.0	5.0	4.0	1.0	1.0	15.0	4.0	5.0	3.0		3.0	4.0	207.0	2.0	6.0	202.0	630.0	6.0	5.0	1.0	3.0	4.0	3.0	2.0	7.0	4.0		1.0
NC_072417.2	-1::NC_072417.2:10711102-10716286(-)	5184	False	0.4059	0	1.0		2.0	135.0	2.0	1.0	5.0	2.0		3.0	6.0	1.0	8.0		3.0	2.0	3.0	5.0			3.0	5.0	1.0				412.0	1.0	5.0	4.0	2.0	4.0			4.0	3.0	2.0	2.0	9.0	4.0	2.0	2.0	1.0	3.0	6.0	208.0	5.0	1.0	227.0	613.0	1.0	2.0		4.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0
NC_072417.2	3::NC_072417.2:10711148-10716194(+)	5046	False	0.4033	0	1.0			2.0	1.0		2.0		3.0	1.0	1.0	2.0	4.0		2.0	1.0	14.0	11.0	1.0	1.0	5.0	3.0	1.0	1.0	1.0		1.0	2.0	3.0	2.0	1.0	1.0	2.0	3.0	415.0				4.0	199.0	2.0	1.0	1.0			2.0		1.0	2.0		204.0	7.0		3.0	139.0			1.0	628.0		
