clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCT	codon_AAC	codon_TAC	codon_CTA	codon_ACC	codon_TAT	codon_CAC	codon_CGC	codon_CAT	codon_CTG	codon_GAA	codon_GGG	codon_AAT	codon_ATC	codon_TGC	codon_GTC	codon_TGT	codon_ATG	codon_AAG	codon_ATA	codon_TCT	codon_ACA	codon_ACG	codon_CCA	codon_GTA	codon_TTA	codon_AGA	codon_TGG	codon_AAA	codon_GGA	codon_GCT	codon_CGT	codon_TTG	codon_TCG	codon_ATT	codon_CAA	codon_GTG	codon_GCA	codon_GAT	codon_TTC	codon_CCC	codon_ACT	codon_AGT	codon_GAG	codon_TCA	codon_GTT	codon_TCC	codon_AGC	codon_CAG	codon_AGG	codon_TTT	codon_GAC	codon_CTT	codon_GCC	codon_CGG	codon_GGC	codon_GGT	codon_CTC	codon_CCG	codon_CGA	codon_GCG	codon_TAA	codon_TGA	codon_TAG
NC_073240.2	2::NC_073240.2:44333194-44341867	8673	False	0.5567	2	105.0	20.0	21.0	35.0	46.0	21.0	34.0	19.0	18.0	82.0	129.0	66.0	21.0	40.0	14.0	35.0	12.0	28.0	140.0	9.0	56.0	60.0	8.0	120.0	19.0	19.0	24.0	30.0	77.0	46.0	79.0	18.0	25.0	4.0	15.0	33.0	64.0	53.0	72.0	33.0	90.0	48.0	37.0	220.0	56.0	16.0	59.0	65.0	83.0	34.0	21.0	97.0	39.0	93.0	27.0	59.0	23.0	45.0	11.0	10.0	8.0			
NC_073240.2	2::NC_073240.2:68697295-68723734	26439	False	0.6034	1	702.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	2.0	4.0	3.0		2.0	4.0		453.0	16.0			1.0	2268.0		1.0			1.0			2.0			422.0	4.0	421.0	3.0		11.0		2.0	2.0	672.0				4.0	3.0	742.0				10.0		9.0	2.0			2.0	3022.0	14.0					
NC_073240.2	-1::NC_073240.2:68697427-68721334	23907	False	0.6064	1	651.0		1.0		1.0		1.0	1.0	1.0	1.0				2.0		413.0	14.0				2023.0		1.0						1.0			385.0		371.0	2.0		10.0		1.0	2.0	612.0					3.0	698.0				4.0		5.0	2.0			1.0	2752.0	10.0					
NC_073240.2	3::NC_073240.2:68697428-68723738	26310	False	0.6048	1	669.0			1.0	1.0			7.0	1.0	7.0			1.0			430.0	13.0	1.0			2328.0					2.0			1.0			429.0	2.0	439.0	1.0		8.0			6.0	732.0	1.0			3.0		707.0				7.0		2.0	1.0				2957.0	13.0					
NC_073240.2	1::NC_073240.2:68697441-68723838	26397	False	0.6046	1	728.0		1.0	1.0		1.0	1.0	2.0	2.0	5.0	1.0	1.0	2.0	2.0		432.0	16.0	2.0			2302.0				1.0	2.0	1.0	2.0				450.0	3.0	409.0	1.0	2.0	12.0		1.0	5.0	702.0	1.0			2.0		680.0		2.0	2.0	3.0	1.0	5.0	8.0				2990.0	15.0					
NC_073240.2	-2::NC_073240.2:68698173-68713110	14937	False	0.6049	1	454.0						1.0	2.0	1.0	3.0						240.0	9.0				1279.0											278.0		217.0			10.0			4.0	363.0						375.0						1.0	2.0				1736.0	4.0					
NC_073240.2	-3::NC_073240.2:68703836-68712935	9099	False	0.6031	1	220.0							2.0		1.0						132.0	5.0				853.0											141.0		172.0			4.0			1.0	284.0						213.0				4.0			1.0				998.0	2.0					
NC_073240.2	-2::NC_073240.2:68713113-68723733	10620	False	0.6077	1	264.0		1.0						1.0	1.0				1.0		180.0	7.0				948.0											166.0		181.0			1.0				320.0						285.0						2.0	4.0				1168.0	10.0					
NC_073240.2	-3::NC_073240.2:68713130-68721290	8160	False	0.6135	0	218.0									2.0						154.0					661.0											128.0	1.0	125.0							223.0						278.0											925.0	5.0					
NC_073224.2	2::NC_073224.2:104436844-104446375	9531	False	0.4989	1	15.0	11.0	27.0	1.0	39.0	47.0	153.0	1.0	224.0	5.0	71.0	91.0	18.0	2.0	2.0	22.0	24.0	4.0	12.0	20.0	178.0	128.0	1.0	20.0	8.0	4.0	144.0	7.0	12.0	278.0	24.0	6.0	6.0	2.0	9.0	157.0	16.0	10.0	41.0	10.0	4.0	130.0	125.0	90.0	221.0	22.0	112.0	46.0	146.0	55.0	51.0	31.0	3.0	29.0	1.0	145.0	102.0	2.0		11.0	1.0			
NC_073224.2	1::NC_073224.2:104483886-104495943	12057	False	0.5556	1	7.0	41.0	28.0	2.0	41.0	22.0	236.0	23.0	162.0	3.0	122.0	140.0	26.0	2.0		16.0	3.0	5.0	19.0	5.0	183.0	81.0	3.0	14.0	21.0	5.0	178.0	16.0	25.0	253.0	68.0	72.0	6.0	29.0	21.0	115.0	27.0	98.0	53.0	16.0	33.0	55.0	133.0	126.0	258.0	17.0	244.0	131.0	276.0	123.0	4.0	166.0	4.0	64.0	23.0	70.0	42.0	12.0	12.0	23.0	16.0			
NC_073224.2	1::NC_073224.2:104581524-104592423	10899	False	0.5757	0	32.0	8.0	43.0		8.0	91.0	165.0	13.0	195.0	5.0	23.0	167.0	14.0	4.0	11.0	5.0	25.0	5.0	6.0	3.0	527.0	12.0		36.0		10.0	17.0	6.0	9.0	141.0	24.0	40.0	11.0	38.0	1.0	129.0	3.0	2.0	9.0	6.0	13.0	16.0	60.0	65.0	220.0	1.0	208.0	184.0	235.0	39.0	30.0	7.0	6.0	9.0	13.0	432.0	188.0	1.0		61.0	1.0			
NC_073224.2	-1::NC_073224.2:224250802-224259397	8595	False	0.5166	2	59.0	35.0	25.0		26.0	19.0	92.0	17.0	31.0	95.0	9.0	77.0	36.0	80.0	79.0	69.0	63.0	27.0	32.0	26.0	40.0	10.0	20.0	15.0	20.0		93.0	91.0	27.0	52.0	54.0	17.0	40.0	31.0	35.0	27.0	29.0	7.0	38.0	145.0	39.0	54.0	45.0	28.0		39.0	26.0	75.0	54.0	108.0	128.0	53.0	99.0	31.0	18.0	74.0	51.0	132.0	24.0	12.0	13.0	15.0	46.0	13.0
NC_073224.2	1::NC_073224.2:240353964-240361575	7611	False	0.4052	2	102.0	55.0	19.0	106.0	104.0	6.0	103.0	4.0	3.0	2.0	3.0	1.0	205.0	263.0	105.0	32.0	1.0	10.0	1.0	197.0	15.0	116.0	2.0	95.0	148.0	2.0	6.0	6.0	6.0	2.0	91.0	1.0	2.0	2.0	22.0	6.0	4.0	19.0	116.0	11.0	9.0	212.0	29.0	1.0	8.0	9.0	202.0	8.0	2.0		1.0	3.0	18.0	27.0		1.0	4.0	4.0	3.0	2.0				
NC_073238.2	-2::NC_073238.2:20446346-21252449	806103	False	0.5233	1		11295.0	1.0		2.0	518.0	1.0	1.0	3.0	69.0	30651.0	18100.0	17300.0	5.0	29.0	5.0	57.0	17452.0	2311.0	953.0		9.0	11477.0		70.0		672.0	32452.0	14713.0	46692.0		1.0	31.0	16.0	42.0	19.0	14815.0	443.0	985.0	1.0	1.0	65.0	14775.0	15619.0		4.0		192.0	466.0	3076.0		57.0			11702.0	487.0	42.0		4.0	16.0	331.0	62.0	52.0	559.0
NC_073238.2	-1::NC_073238.2:20446425-21254472	808047	False	0.5233	1		11445.0	3.0		4.0	440.0		1.0	1.0	64.0	30753.0	17996.0	17223.0	8.0	15.0	5.0	63.0	17820.0	2205.0	990.0		8.0	11299.0		65.0		656.0	32331.0	14683.0	46866.0	1.0	3.0	41.0	8.0	30.0	15.0	14836.0	401.0	1074.0	3.0		72.0	14906.0	15659.0		3.0		183.0	437.0	3252.0	3.0	62.0	1.0		11818.0	582.0	42.0		3.0	27.0	312.0	58.0	45.0	528.0
NC_073238.2	-3::NC_073238.2:20446531-20657170	210639	False	0.5217	1		3033.0	5.0		4.0	148.0			1.0	29.0	8076.0	4573.0	4476.0	5.0	6.0	8.0	4.0	4695.0	516.0	308.0		7.0	2975.0		11.0		205.0	8496.0	3833.0	12199.0			3.0	8.0	2.0	13.0	3849.0	123.0	281.0			16.0	3812.0	4054.0		2.0		29.0	113.0	853.0		20.0			3052.0	153.0	19.0		2.0	8.0	49.0	4.0	15.0	120.0
NC_073238.2	2::NC_073238.2:20629240-20637448	8208	False	0.5269	1		110.0				4.0					319.0	196.0	173.0					178.0	31.0	9.0			107.0				2.0	328.0	152.0	475.0							165.0	1.0	6.0				154.0	153.0					2.0	34.0					123.0	5.0	4.0				5.0			
NC_073238.2	2::NC_073238.2:20637451-20646475	9024	False	0.5269	1		114.0	1.0			5.0					346.0	218.0	182.0					193.0	34.0	7.0			121.0				3.0	374.0	174.0	524.0				1.0			181.0	3.0	4.0				174.0	176.0				5.0		42.0					117.0	5.0					4.0			
NC_073238.2	-3::NC_073238.2:20657173-21007348	350175	False	0.5268	1		4957.0				197.0				29.0	13308.0	8122.0	7210.0		3.0		11.0	7429.0	1076.0	372.0		1.0	4923.0		9.0		166.0	14112.0	6504.0	20278.0			15.0	1.0	13.0	4.0	6590.0	186.0	332.0			35.0	6530.0	6872.0				169.0	135.0	1341.0		29.0			5077.0	243.0	23.0		1.0	5.0	235.0	11.0	15.0	156.0
NC_073238.2	2::NC_073238.2:20659330-20667538	8208	False	0.5247	1		124.0				6.0					318.0	180.0	160.0					181.0	24.0	14.0			117.0				6.0	330.0	151.0	478.0							159.0	3.0	9.0				152.0	158.0					1.0	32.0		1.0			120.0	8.0	1.0				3.0			
NC_073238.2	1::NC_073238.2:20662458-20683620	21162	False	0.5294	1		278.0			1.0	1.0				1.0	805.0	525.0	441.0					451.0	86.0	8.0			269.0				1.0	846.0	402.0	1233.0			2.0		1.0		415.0		8.0				417.0	419.0				8.0	3.0	103.0					298.0	11.0	4.0			1.0	16.0			
NC_073238.2	3::NC_073238.2:20665433-20673386	7953	False	0.5297	1		106.0									302.0	202.0	163.0					166.0	36.0	1.0			100.0				1.0	325.0	154.0	461.0					1.0		158.0		2.0				158.0	160.0				1.0		34.0					108.0	4.0	2.0				6.0			
NC_073238.2	2::NC_073238.2:20684524-20708695	24171	False	0.5335	1		348.0				17.0					908.0	612.0	464.0					473.0	73.0	21.0			348.0				1.0	983.0	471.0	1395.0							476.0	17.0	5.0			4.0	443.0	494.0				45.0	3.0	86.0					334.0	8.0					28.0			
NC_073238.2	1::NC_073238.2:20700657-20709324	8667	False	0.5344	1		119.0				1.0					324.0	203.0	171.0					177.0	31.0	5.0			116.0					339.0	166.0	504.0							166.0	2.0	5.0				168.0	176.0				9.0	1.0	43.0		2.0			137.0	7.0					17.0			
NC_073238.2	3::NC_073238.2:20731886-20739941	8055	False	0.5326	1		120.0				2.0					304.0	191.0	155.0					168.0	21.0	8.0			120.0				1.0	314.0	147.0	467.0							159.0	3.0	7.0				160.0	156.0				6.0	4.0	38.0					124.0	8.0					2.0			
NC_073238.2	1::NC_073238.2:20737836-20745942	8106	False	0.5345	1		116.0				4.0					302.0	195.0	154.0					161.0	28.0	8.0			111.0					321.0	153.0	471.0							161.0	4.0	5.0				155.0	165.0				8.0	1.0	39.0					124.0	6.0				1.0	9.0			
NC_073238.2	1::NC_073238.2:20778840-20795208	16368	False	0.5291	1		210.0				4.0				1.0	625.0	389.0	339.0					340.0	64.0	9.0			221.0				2.0	659.0	316.0	956.0							328.0	2.0	6.0				314.0	317.0		1.0		9.0		86.0		1.0			235.0	13.0					9.0			
NC_073238.2	2::NC_073238.2:20780506-20788714	8208	False	0.5289	1		103.0				4.0					317.0	203.0	171.0					169.0	32.0	4.0			107.0					335.0	161.0	478.0			1.0				163.0	3.0	1.0				157.0	161.0					1.0	38.0					114.0	7.0	1.0				5.0			
NC_073238.2	3::NC_073238.2:20788445-20796857	8412	False	0.531	1		113.0				1.0				1.0	316.0	215.0	173.0					170.0	33.0	4.0			123.0					333.0	161.0	488.0							162.0	2.0	4.0			1.0	166.0	167.0				10.0	3.0	33.0					116.0	2.0					7.0			
NC_073238.2	2::NC_073238.2:20814931-20823037	8106	False	0.5299	1		122.0				1.0				1.0	308.0	196.0	168.0					173.0	21.0	8.0		1.0	113.0				1.0	311.0	147.0	471.0			1.0			1.0	152.0	3.0	8.0			1.0	158.0	158.0				6.0	4.0	30.0					124.0	5.0					9.0			
NC_073238.2	3::NC_073238.2:20817965-20829854	11889	False	0.5302	1		164.0				4.0				2.0	454.0	286.0	243.0					245.0	42.0	9.0			168.0				2.0	469.0	224.0	690.0			1.0				235.0	4.0	5.0			2.0	227.0	232.0				7.0	4.0	50.0		1.0			175.0	8.0					10.0			
NC_073238.2	2::NC_073238.2:20825029-20835532	10503	False	0.5299	1		134.0				3.0				1.0	402.0	250.0	210.0					219.0	48.0	3.0			131.0				4.0	431.0	204.0	610.0			1.0		1.0		210.0	2.0	1.0			1.0	203.0	208.0				2.0	1.0	48.0		3.0			146.0	11.0	1.0				12.0			
NC_073238.2	1::NC_073238.2:20825292-20836620	11328	False	0.5289	1		140.0				4.0				3.0	431.0	280.0	235.0					237.0	51.0	7.0			152.0				2.0	456.0	214.0	661.0					1.0		223.0	2.0	3.0			1.0	220.0	223.0				7.0	4.0	51.0		1.0			152.0	7.0	1.0				7.0			
NC_073238.2	3::NC_073238.2:20830520-20841380	10860	False	0.5272	1		154.0				6.0				1.0	415.0	256.0	214.0					238.0	43.0	10.0			134.0				7.0	445.0	204.0	629.0			1.0		1.0		209.0	3.0	5.0			2.0	203.0	217.0				2.0	1.0	49.0		2.0			149.0	8.0	2.0				10.0			
NC_073238.2	1::NC_073238.2:20867040-20876250	9210	False	0.5263	1		129.0				8.0				3.0	350.0	232.0	187.0					185.0	29.0	12.0			134.0				1.0	379.0	175.0	533.0					3.0		179.0	8.0	4.0			3.0	173.0	180.0				6.0	3.0	33.0		1.0			114.0	2.0	1.0				3.0			
NC_073238.2	2::NC_073238.2:20905150-20913511	8361	False	0.5265	1		106.0				1.0				1.0	323.0	196.0	174.0				1.0	187.0	38.0	8.0			103.0				6.0	335.0	155.0	488.0				1.0		1.0	162.0		7.0				159.0	161.0					1.0	35.0		2.0			116.0	10.0					10.0			
NC_073238.2	2::NC_073238.2:20914627-20924476	9849	False	0.5262	1		135.0				6.0				2.0	377.0	237.0	200.0					202.0	33.0	12.0			146.0				5.0	399.0	186.0	571.0					3.0		190.0	6.0	7.0			4.0	181.0	193.0				5.0	3.0	41.0		1.0			131.0	4.0					3.0			
NC_073238.2	3::NC_073238.2:20961488-20969492	8004	False	0.5267	1		103.0				6.0				3.0	304.0	203.0	165.0					161.0	27.0	7.0			116.0					331.0	156.0	463.0					2.0		154.0	6.0	2.0			3.0	153.0	158.0				7.0	3.0	32.0		1.0			98.0	1.0					3.0			
NC_073238.2	3::NC_073238.2:20980307-20987852	7545	False	0.5218	0		101.0				9.0				2.0	289.0	179.0	156.0					161.0	20.0	13.0			107.0				3.0	323.0	144.0	433.0					2.0		141.0	8.0	5.0			3.0	136.0	152.0				4.0	3.0	26.0		1.0			88.0	3.0					3.0			
NC_073238.2	-3::NC_073238.2:21007351-21249865	242514	False	0.5198	1		3464.0				202.0		1.0		14.0	9285.0	5271.0	5196.0	1.0	8.0	1.0	39.0	5392.0	604.0	386.0		3.0	3466.0		46.0		243.0	9834.0	4371.0	13991.0		2.0	15.0	4.0	14.0	9.0	4416.0	163.0	340.0			18.0	4402.0	4711.0				13.0	127.0	958.0		9.0			3414.0	145.0	5.0			2.0	22.0	39.0	26.0	166.0
NC_073238.2	2::NC_073238.2:21053152-21066613	13461	False	0.5262	0		225.0				17.0					527.0	297.0	257.0					266.0	30.0	23.0			220.0				7.0	547.0	242.0	777.0							251.0	15.0	7.0				252.0	275.0					1.0	47.0					198.0	6.0								
NC_073238.2	2::NC_073238.2:21243604-21252781	9177	False	0.5203	1		121.0				3.0				1.0	359.0	210.0	206.0				1.0	206.0	17.0	5.0		1.0	132.0			2.0	10.0	388.0	179.0	527.0		2.0		1.0			163.0	8.0	3.0			2.0	163.0	183.0					4.0	38.0	1.0	1.0			114.0	7.0					1.0			
NC_073238.2	-1::NC_073238.2:21254475-21273954	19479	False	0.518	0		267.0				10.0					746.0	426.0	453.0					437.0	44.0	19.0			267.0				18.0	794.0	352.0	1128.0			1.0		6.0		355.0	16.0	20.0				356.0	374.0					21.0	71.0	8.0				275.0	11.0					1.0	6.0		11.0
NC_073238.2	2::NC_073238.2:21257782-21268591	10809	False	0.52	0		160.0				5.0					421.0	233.0	230.0					252.0	23.0	10.0			154.0			5.0	7.0	444.0	199.0	623.0						1.0	202.0	8.0	6.0				202.0	211.0				1.0	6.0	36.0	4.0				147.0	13.0								
NC_073238.2	-3::NC_073238.2:21269299-21285259	15960	False	0.5204	1		239.0				10.0					614.0	333.0	341.0					365.0	27.0	19.0			220.0		2.0		18.0	656.0	290.0	925.0			3.0		4.0		294.0	10.0	18.0				290.0	314.0					6.0	59.0	1.0				234.0	14.0	2.0				2.0	1.0		9.0
NC_073238.2	-2::NC_073238.2:21272648-21292127	19479	False	0.5194	1		275.0	1.0			11.0					748.0	430.0	438.0					429.0	44.0	22.0			284.0				19.0	806.0	350.0	1126.0			4.0		4.0		356.0	15.0	22.0				359.0	378.0				1.0	16.0	58.0	2.0				269.0	7.0	1.0				1.0	3.0	1.0	13.0
NC_073238.2	-1::NC_073238.2:21273957-21286296	12339	False	0.5216	1		172.0				4.0					476.0	259.0	279.0					279.0	32.0	12.0			180.0				15.0	486.0	214.0	719.0			2.0		3.0		231.0	2.0	16.0				228.0	231.0				1.0	11.0	44.0	1.0				193.0	11.0	3.0				1.0		1.0	7.0
NC_073238.2	-1::NC_073238.2:21286299-21304401	18102	False	0.5203	1		262.0				8.0					692.0	390.0	401.0					406.0	41.0	16.0			249.0		1.0		21.0	735.0	333.0	1052.0			4.0		5.0		330.0	8.0	20.0				328.0	351.0					11.0	65.0	3.0				268.0	14.0	1.0				4.0	3.0		12.0
NC_073238.2	-3::NC_073238.2:21290821-21300457	9636	False	0.5214	1		146.0				3.0					372.0	205.0	205.0					223.0	21.0	11.0			135.0				9.0	389.0	173.0	560.0			3.0				176.0	5.0	12.0				177.0	188.0				2.0	4.0	36.0	1.0				140.0	8.0	3.0				1.0	1.0		3.0
NC_073238.2	-2::NC_073238.2:21292130-21306845	14715	False	0.5225	1		199.0				7.0					569.0	317.0	325.0				2.0	316.0	36.0	11.0			220.0		2.0		12.0	591.0	279.0	854.0					6.0		275.0	7.0	11.0				266.0	285.0				1.0	9.0	55.0	1.0				227.0	10.0	1.0				4.0	2.0		5.0
NC_073238.2	-2::NC_073238.2:21309413-21319631	10218	False	0.5168	0		148.0	2.0			1.0				3.0	398.0	210.0	230.0	1.0	2.0		1.0	245.0	22.0	6.0		1.0	135.0	1.0	1.0		18.0	416.0	185.0	593.0		1.0	1.0		1.0	3.0	179.0	6.0	6.0		1.0	2.0	178.0	199.0		1.0		2.0	4.0	44.0	2.0	1.0			139.0	5.0	2.0				2.0	2.0	1.0	5.0
NC_073238.2	-3::NC_073238.2:21310048-21319639	9591	False	0.5187	0	1.0	130.0			2.0	3.0					369.0	204.0	226.0		3.0		2.0	222.0	25.0	4.0	1.0		129.0		3.0		16.0	374.0	174.0	554.0			1.0		3.0	1.0	171.0	3.0	6.0			2.0	164.0	192.0					6.0	42.0		1.0			143.0	4.0	3.0				4.0	3.0	1.0	5.0
NC_073238.2	-1::NC_073238.2:21322719-21448506	125787	False	0.5209	1	1.0	1754.0	1.0		2.0	10.0		3.0		34.0	4927.0	2837.0	2920.0	15.0	5.0		5.0	2948.0	219.0	18.0	1.0	1.0	1731.0		5.0		211.0	5192.0	2411.0	7285.0		30.0	4.0	9.0	2.0	2.0	2170.0	55.0	18.0		1.0	23.0	2086.0	2555.0		3.0		1.0	46.0	555.0		3.0			1678.0	79.0	3.0			15.0	34.0	1.0	8.0	12.0
NC_073238.2	1::NC_073238.2:21325206-21409380	84174	False	0.5216	1		1194.0	1.0					1.0		25.0	3300.0	1880.0	1934.0	10.0	2.0		2.0	1952.0	137.0	1.0		1.0	1173.0		2.0		140.0	3478.0	1640.0	4866.0		21.0	2.0	9.0	1.0		1466.0	47.0	1.0			22.0	1403.0	1699.0		3.0			35.0	369.0		2.0			1134.0	68.0	1.0			11.0	25.0			
NC_073238.2	-2::NC_073238.2:21325277-21432329	107052	False	0.5215	1	1.0	1515.0				4.0		2.0		27.0	4194.0	2449.0	2495.0	9.0				2533.0	207.0	9.0			1439.0				147.0	4283.0	2030.0	6202.0		28.0	1.0	9.0	1.0	1.0	1871.0	43.0	12.0			30.0	1835.0	2161.0		1.0			49.0	472.0		2.0			1479.0	78.0	2.0			17.0	33.0	1.0	7.0	5.0
NC_073238.2	2::NC_073238.2:21325282-21399403	74121	False	0.5219	1		1018.0		1.0		1.0		1.0		19.0	2907.0	1708.0	1759.0	9.0	1.0			1689.0	152.0	1.0		1.0	1032.0		1.0		109.0	3018.0	1426.0	4293.0		25.0	2.0	8.0			1249.0	37.0	2.0			22.0	1264.0	1513.0					44.0	273.0		1.0			1039.0	47.0	2.0			8.0	25.0			
NC_073238.2	-3::NC_073238.2:21325285-21448498	123213	False	0.5212	1		1682.0	1.0			7.0		3.0		22.0	4817.0	2844.0	2923.0	9.0	2.0		1.0	2852.0	235.0	17.0		2.0	1696.0	1.0	1.0		175.0	5037.0	2354.0	7148.0		29.0	5.0	13.0	1.0	2.0	2081.0	52.0	22.0			27.0	2116.0	2521.0		2.0		4.0	52.0	477.0		2.0			1696.0	70.0	3.0			16.0	33.0	2.0	5.0	11.0
NC_073238.2	3::NC_073238.2:21333230-21374105	40875	False	0.5222	1		591.0								11.0	1603.0	928.0	943.0	3.0				966.0	83.0				547.0				54.0	1630.0	778.0	2363.0		10.0		6.0	1.0		709.0	18.0	1.0			14.0	702.0	827.0					18.0	183.0		1.0			575.0	39.0				7.0	14.0			
NC_073238.2	3::NC_073238.2:21374108-21400331	26223	False	0.5221	0		374.0								9.0	1027.0	593.0	610.0	2.0				624.0	50.0				352.0				31.0	1047.0	497.0	1524.0		10.0		3.0		1.0	461.0	7.0				6.0	451.0	530.0					16.0	119.0					364.0	27.0	1.0			1.0	4.0			
NC_073238.2	3::NC_073238.2:21400487-21421394	20907	False	0.5214	1		286.0				1.0				5.0	819.0	494.0	505.0	1.0				483.0	45.0	1.0			286.0				29.0	834.0	395.0	1208.0		5.0	1.0				365.0	13.0				8.0	362.0	418.0		1.0			12.0	78.0					294.0	7.0	1.0			5.0	7.0			
NC_073238.2	2::NC_073238.2:21406471-21421924	15453	False	0.5216	1		218.0								1.0	607.0	345.0	357.0					358.0	27.0	1.0			212.0				20.0	638.0	298.0	894.0		2.0		4.0			259.0	7.0	1.0			5.0	269.0	322.0		1.0		1.0	4.0	66.0		1.0			212.0	15.0				1.0	5.0			
NC_073238.2	1::NC_073238.2:21409383-21420792	11409	False	0.5223	1		164.0								6.0	448.0	256.0	258.0	4.0				268.0	25.0				156.0				26.0	461.0	218.0	664.0		5.0					200.0	3.0				1.0	182.0	232.0					7.0	51.0					156.0	9.0	1.0				2.0			
NC_073238.2	-2::NC_073238.2:21432332-21454379	22047	False	0.5179	0		288.0	1.0		2.0	8.0		3.0		2.0	864.0	511.0	535.0	1.0	4.0		2.0	539.0	41.0	15.0	1.0		290.0		3.0		29.0	906.0	399.0	1281.0	1.0	1.0	1.0			2.0	369.0	3.0	12.0		1.0	2.0	367.0	458.0				2.0	4.0	98.0					282.0	1.0				3.0	3.0		7.0	7.0
NC_073238.2	-3::NC_073238.2:21448501-21461527	13026	False	0.5128	0	1.0	161.0	1.0		2.0	5.0		2.0		3.0	513.0	297.0	336.0	1.0	4.0		4.0	346.0	20.0	11.0	1.0		148.0		4.0		21.0	548.0	223.0	756.0			1.0			2.0	219.0	3.0	10.0		1.0	2.0	213.0	257.0					4.0	51.0		1.0			152.0	2.0	1.0			1.0	3.0		5.0	6.0
NC_073238.2	-1::NC_073238.2:21454374-21468369	13995	False	0.5111	0	1.0	155.0	1.0		2.0	7.0		1.0		8.0	551.0	324.0	372.0	1.0	4.0		4.0	381.0	23.0	13.0	1.0	1.0	146.0		3.0		15.0	597.0	242.0	814.0			1.0			2.0	227.0	3.0	10.0		1.0	2.0	240.0	278.0				1.0	3.0	50.0		1.0			162.0	1.0	2.0		1.0	1.0	2.0		4.0	6.0
NC_073238.2	-2::NC_073238.2:21461522-21474863	13341	False	0.5115	0	1.0	143.0	2.0		2.0	4.0				9.0	520.0	306.0	357.0	1.0	3.0		4.0	352.0	22.0	10.0		2.0	149.0	1.0	3.0		15.0	578.0	234.0	776.0	2.0		1.0		1.0	4.0	218.0	3.0	11.0			3.0	228.0	262.0				1.0	3.0	48.0		1.0			152.0	1.0	1.0			3.0	2.0		2.0	6.0
NC_073238.2	-1::NC_073238.2:21468372-21496734	28362	False	0.5141	1		342.0	3.0		1.0	16.0		2.0		3.0	1103.0	681.0	721.0	2.0	2.0		8.0	752.0	50.0	22.0			307.0		2.0		38.0	1185.0	503.0	1653.0	1.0	3.0	3.0	1.0	2.0	2.0	494.0	2.0	20.0			3.0	462.0	577.0					3.0	136.0	1.0				314.0	9.0	2.0			1.0	4.0		6.0	12.0
NC_073238.2	-2::NC_073238.2:21474866-21502550	27684	False	0.5143	1	1.0	315.0			2.0	12.0				9.0	1081.0	658.0	710.0	1.0	2.0		2.0	705.0	51.0	29.0	1.0		316.0		1.0		36.0	1160.0	495.0	1621.0		4.0	3.0		5.0		446.0	2.0	25.0		1.0	3.0	470.0	563.0		1.0		4.0	2.0	125.0	1.0	1.0			336.0	1.0	5.0			1.0	3.0	1.0	6.0	11.0
NC_073238.2	-3::NC_073238.2:21474874-21501562	26688	False	0.5151	1		308.0				8.0				1.0	1026.0	631.0	671.0					682.0	51.0	19.0			323.0		2.0		51.0	1155.0	489.0	1554.0	3.0	4.0	2.0	1.0	3.0		442.0	1.0	29.0			6.0	426.0	545.0					1.0	124.0	1.0				305.0	3.0	2.0				4.0	1.0	4.0	18.0
NC_073238.2	-1::NC_073238.2:37643010-37654569	11559	False	0.3762	1	31.0	100.0	52.0		35.0	70.0	55.0	6.0	73.0	87.0	55.0	26.0	125.0	156.0	90.0	68.0	84.0	66.0	130.0	79.0	79.0	52.0	12.0	44.0	35.0		75.0	88.0	139.0	31.0	33.0	6.0	71.0	19.0	137.0	97.0	33.0	36.0	51.0	185.0	20.0	73.0	70.0	37.0		42.0	69.0	66.0	53.0	79.0	215.0	21.0	93.0	26.0	4.0	31.0	27.0	69.0	7.0	12.0	9.0	99.0	74.0	46.0
NC_073238.2	-1::NC_073238.2:117449469-117470463	20994	False	0.3816	2	83.0	101.0	106.0		89.0	153.0	75.0	8.0	160.0	167.0	73.0	60.0	172.0	222.0	170.0	105.0	218.0	137.0	119.0	91.0	164.0	71.0	18.0	36.0	41.0		164.0	176.0	127.0	56.0	75.0	15.0	256.0	16.0	195.0	98.0	65.0	30.0	71.0	419.0	59.0	155.0	141.0	57.0		111.0	115.0	57.0	92.0	123.0	508.0	43.0	274.0	48.0	15.0	35.0	43.0	204.0	10.0	10.0	7.0	144.0	253.0	92.0
NC_073236.2	-3::NC_073236.2:18460955-18847313	386358	False	0.5228	1		5813.0	1.0			44.0				92.0	14984.0	8573.0	8304.0	4.0	35.0	1.0	8.0	8301.0	1007.0	113.0		2.0	5834.0		153.0		524.0	15213.0	7380.0	22505.0		16.0	53.0	3.0	45.0	32.0	6865.0	30.0	110.0	1.0	1.0	75.0	6867.0	7823.0		6.0		2.0	4.0	1582.0	1.0	77.0			5864.0	19.0	157.0		1.0	1.0	24.0	110.0	10.0	116.0
