clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_TGC	codon_CAT	codon_AAT	codon_AAG	codon_TCT	codon_CTC	codon_AAA	codon_AAC	codon_CCC	codon_TGG	codon_ACT	codon_GTA	codon_TCA	codon_AGG	codon_GGT	codon_TGT	codon_CAC	codon_GAT	codon_GGA	codon_ATT	codon_AGC	codon_AGT	codon_GAA	codon_TTT	codon_GGC	codon_GAG	codon_GGG	codon_GAC	codon_GCT	codon_CGT	codon_GTG	codon_ATG	codon_CTG	codon_GCG	codon_TTG	codon_GTC	codon_GTT	codon_GCA	codon_ATC	codon_CCA	codon_TCG	codon_TCC	codon_ACC	codon_ACA	codon_ACG	codon_GCC	codon_TTC	codon_CCT	codon_CTA	codon_CTT	codon_CGA	codon_CAA	codon_CCG	codon_TAC	codon_CAG	codon_TAT	codon_CGC	codon_ATA	codon_AGA	codon_TTA	codon_CGG
NC_060926.1	2::NC_060926.1:201109-207667(+)	6558	False	0.6507	0		1.0	1.0	217.0			5.0				1.0	1.0		537.0					570.0	1.0		1.0	185.0		2.0	326.0	324.0					2.0								1.0			2.0	1.0			1.0				2.0	1.0						2.0	2.0		
NC_060926.1	-2::NC_060926.1:201123-207753(-)	6630	False	0.6463	0		1.0	1.0		3.0	323.0	2.0		354.0	3.0	2.0					1.0			1.0	2.0		1.0		9.0								4.0	2.0		3.0	2.0		1.0	2.0			507.0	1.0	1.0			216.0	542.0	2.0	216.0		1.0				1.0	2.0			4.0	
NC_060926.1	1::NC_060926.1:201153-207540(+)	6387	False	0.6535	0		1.0		213.0			4.0							531.0	1.0			1.0	501.0	1.0			207.0			314.0	348.0	1.0						2.0																					2.0				2.0		
NC_060926.1	-3::NC_060926.1:201161-207728(-)	6567	False	0.6502	0	3.0	1.0	1.0		2.0	359.0		1.0	323.0			1.0				1.0			2.0	1.0				4.0					2.0				1.0		1.0		1.0			1.0		539.0					214.0	538.0	1.0	185.0		1.0		2.0		1.0				3.0	
NC_060926.1	3::NC_060926.1:202469-207686(+)	5217	False	0.6546	0			1.0	150.0				1.0		1.0		1.0		431.0					436.0		2.0		166.0			285.0	260.0								1.0			2.0																1.0					1.0		
NC_060926.1	-3::NC_060926.1:87368150-87373736(-)	5586	False	0.2889	0	3.0	312.0	19.0		115.0	119.0		4.0			6.0	1.0	349.0			4.0	9.0	1.0		160.0	2.0	2.0		197.0					1.0	9.0		8.0	1.0		5.0	10.0	2.0	3.0	188.0	7.0	11.0	6.0	9.0	8.0			163.0	9.0	1.0	19.0		11.0		7.0	5.0	39.0		6.0		31.0	
NC_060926.1	2::NC_060926.1:242515684-242521150(+)	5466	False	0.5915	1	36.0	2.0	11.0	10.0	1.0	2.0	7.0	124.0	1.0	3.0		1.0	6.0	86.0		124.0	42.0	1.0	5.0	122.0		112.0	3.0	4.0	56.0	7.0	163.0	67.0			125.0	2.0	2.0	68.0	4.0	1.0	1.0	53.0	1.0	3.0		1.0	3.0	124.0	2.0	121.0	1.0	2.0		3.0	1.0	6.0	3.0	87.0	122.0	1.0	84.0			3.0	2.0
NC_060926.1	-3::NC_060926.1:242515871-242521001(-)	5130	False	0.6004	1	1.0	11.0							120.0	119.0	120.0	1.0	120.0	1.0	65.0	202.0	230.0			2.0	35.0	1.0			22.0					43.0	154.0	18.0	4.0	1.0		1.0	1.0	1.0		1.0		124.0	1.0	1.0	67.0		1.0	2.0			1.0	121.0	1.0				117.0				
NC_060926.1	-1::NC_060926.1:242515876-242520997(-)	5121	False	0.6012	1	53.0		120.0			4.0	1.0		161.0	1.0	109.0	85.0				121.0	121.0			10.0					120.0			1.0		1.0	39.0	1.0	117.0	84.0	1.0	65.0	122.0	35.0		1.0	1.0	1.0		121.0		56.0	1.0	83.0		1.0					2.0		68.0				
NC_060926.1	-2::NC_060926.1:242515959-242521185(-)	5226	False	0.5901	1	3.0	1.0	2.0	2.0	3.0	1.0	3.0	3.0	121.0	2.0	2.0		64.0	1.0	1.0	154.0	119.0	1.0		1.0		2.0	3.0	12.0				2.0			122.0	1.0	190.0		12.0		1.0	239.0	120.0	58.0	1.0	2.0	1.0	1.0	119.0		124.0						38.0	67.0	34.0	19.0	1.0	1.0	1.0	3.0	84.0
NC_060948.1	-2::NC_060948.1:325834-331447(-)	5613	False	0.5897	0		2.0	1.0		121.0	300.0			135.0	1.0	1.0	2.0				18.0			1.0		1.0		1.0	7.0	2.0			1.0	2.0	5.0		1.0	19.0			21.0	1.0	4.0	2.0	3.0		405.0	1.0	1.0			198.0	398.0	1.0	202.0			6.0	1.0	1.0	1.0		2.0		1.0	1.0
NC_060948.1	-3::NC_060948.1:325911-331452(-)	5541	False	0.5914	0	1.0	3.0			112.0	312.0			129.0		2.0					18.0				1.0				11.0						5.0	2.0		19.0		1.0	20.0			3.0	2.0		409.0					195.0	405.0	1.0	188.0			4.0		2.0	1.0			1.0		
NC_060948.1	2::NC_060948.1:374857-381433(+)	6576	False	0.3905	0	2.0	26.0	3.0	1.0	346.0	208.0	1.0	1.0	13.0	2.0	4.0		28.0	2.0	1.0	4.0	2.0	2.0	4.0	28.0	2.0	2.0	3.0	240.0	1.0	5.0	4.0	1.0	3.0	1.0	4.0	1.0	5.0	1.0	1.0	4.0	1.0	3.0	31.0			198.0	1.0	1.0	1.0	2.0	361.0	212.0		354.0		2.0			6.0	28.0		1.0	2.0	32.0	
NC_060948.1	1::NC_060948.1:374877-381462(+)	6585	False	0.3909	0	2.0	32.0	1.0		342.0	198.0	2.0	1.0	6.0	7.0	1.0		28.0	2.0	1.0	6.0	2.0		4.0	32.0	4.0	1.0	3.0	247.0	2.0	6.0		3.0	3.0		3.0	1.0	3.0			2.0		3.0	28.0	5.0	1.0	217.0	1.0			1.0	346.0	222.0	1.0	355.0	2.0	1.0		1.0	4.0	28.0	1.0		4.0	28.0	1.0
NC_060948.1	3::NC_060948.1:375050-381458(+)	6408	False	0.3869	0	2.0	27.0	1.0		354.0	206.0		1.0	13.0	1.0	1.0		34.0		2.0	1.0	1.0			29.0	2.0	1.0		241.0	1.0	1.0			1.0				6.0			2.0	2.0	1.0	27.0			214.0	1.0	1.0		1.0	352.0	201.0		347.0					1.0	31.0			2.0	27.0	
