clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_TCT	codon_AGG	codon_GTT	codon_TTA	codon_GGG	codon_GGT	codon_CCT	codon_AAC	codon_CTA	codon_ACC	codon_GAT	codon_TAT	codon_GCA	codon_TGC	codon_TTG	codon_GGA	codon_ATA	codon_GTG	codon_GAG	codon_GCT	codon_TTT	codon_ATT	codon_AGT	codon_AGC	codon_AAG	codon_CCA	codon_TTC	codon_ATG	codon_CAT	codon_AAT	codon_AGA	codon_CTT	codon_AAA	codon_GGC	codon_GTA	codon_TGT	codon_TCG	codon_TCC	codon_ACA	codon_CGC	codon_CAA	codon_ATC	codon_TAC	codon_CAC	codon_CCC	codon_CTC	codon_ACT	codon_TGG	codon_CTG	codon_TCA	codon_CCG	codon_CAG	codon_CGA	codon_GAC	codon_CGT	codon_GTC	codon_GCG	codon_GAA	codon_GCC	codon_ACG	codon_CGG
NC_085929.1	3::NC_085929.1:10279874-10285820(+)	5946	False	0.4058	0	19.0	1.0	27.0	18.0			33.0	3.0	13.0	12.0	5.0	18.0	9.0	20.0	16.0	1.0	10.0			4.0	40.0	242.0	6.0			217.0	274.0	5.0	232.0	29.0	4.0	36.0	11.0		3.0	8.0	3.0	268.0	78.0	3.0	27.0	16.0	19.0	89.0	8.0	14.0	20.0		7.0	28.0	12.0	6.0	9.0	3.0	27.0	3.0	1.0	2.0	1.0	21.0	1.0
NC_085929.1	3::NC_085929.1:11002337-11007839(+)	5502	False	0.4048	0	10.0		37.0	18.0			22.0	3.0	10.0	6.0	2.0	17.0	17.0	15.0	15.0		10.0	2.0		3.0	51.0	223.0	1.0		1.0	217.0	260.0	7.0	230.0	13.0	2.0	40.0	3.0	1.0	3.0	3.0	5.0	235.0	76.0	2.0	14.0	8.0	26.0	93.0	11.0	9.0	23.0		1.0	27.0	10.0	5.0	4.0	1.0	19.0	4.0	1.0	2.0	4.0	12.0	
NC_085929.1	3::NC_085929.1:11045996-11051126(+)	5130	False	0.3949	0	9.0		10.0	10.0		1.0	18.0	1.0	9.0	5.0	4.0	15.0	16.0	19.0	17.0		12.0	1.0		5.0	38.0	236.0	6.0	1.0	3.0	212.0	258.0	5.0	223.0	19.0	2.0	32.0	10.0		4.0	2.0	3.0	223.0	56.0	5.0	24.0	9.0	21.0	72.0	6.0	10.0	15.0		1.0	21.0	5.0	5.0		2.0	10.0	5.0			1.0	13.0	
NC_085929.1	-3::NC_085929.1:11665648-11670688(-)	5040	False	0.3885	0	22.0		23.0	19.0			17.0	7.0	12.0	6.0	5.0	25.0	17.0	16.0	17.0		14.0			2.0	48.0	222.0	7.0		1.0	208.0	237.0	4.0	183.0	25.0	2.0	28.0	6.0	2.0	1.0	9.0	5.0	213.0	57.0	4.0	18.0	10.0	17.0	59.0	7.0	6.0	13.0			32.0	7.0	5.0	4.0	2.0	19.0	2.0			1.0	14.0	
NC_085929.1	-1::NC_085929.1:11816118-11822316(-)	6198	False	0.4103	0	12.0		29.0	18.0			24.0	8.0	13.0	6.0	11.0	19.0	19.0	15.0	16.0		11.0	1.0	1.0	3.0	40.0	256.0	7.0		2.0	265.0	317.0	6.0	219.0	23.0	3.0	44.0	8.0	1.0	4.0	6.0	5.0	262.0	78.0	6.0	19.0	14.0	17.0	119.0	10.0	13.0	17.0	1.0	3.0	30.0	10.0	5.0	4.0	1.0	20.0	4.0	2.0		4.0	15.0	
NC_085929.1	3::NC_085929.1:11975558-11981480(+)	5922	False	0.4056	0	20.0	1.0	30.0	18.0		1.0	34.0	2.0	12.0	11.0	5.0	17.0	9.0	19.0	17.0	1.0	12.0			4.0	41.0	234.0	5.0		1.0	217.0	275.0	4.0	231.0	30.0	4.0	35.0	11.0		3.0	10.0	2.0	268.0	79.0	4.0	28.0	16.0	19.0	87.0	7.0	13.0	18.0		8.0	28.0	12.0	6.0	8.0	3.0	26.0	2.0	1.0	2.0		23.0	
NC_085929.1	2::NC_085929.1:12643810-12649435(+)	5625	False	0.394	0	13.0		19.0	22.0			18.0	5.0	12.0	2.0	3.0	26.0	20.0	17.0	20.0		13.0		1.0	4.0	45.0	245.0	6.0		5.0	219.0	260.0	4.0	223.0	28.0		32.0	11.0		1.0	6.0	4.0	273.0	66.0	5.0	28.0	10.0	24.0	67.0	10.0	13.0	19.0		1.0	22.0	8.0	8.0	2.0	2.0	12.0	4.0	1.0	1.0	1.0	14.0	
NC_085929.1	2::NC_085929.1:12795445-12800593(+)	5148	False	0.3932	1	12.0		5.0	16.0			28.0	8.0	16.0	10.0	4.0	14.0	13.0	16.0	9.0	1.0	12.0			2.0	47.0	242.0	2.0	2.0		208.0	236.0	6.0	212.0	23.0	3.0	25.0	9.0			3.0	5.0	228.0	65.0	2.0	22.0	16.0	14.0	65.0	9.0	13.0	11.0	1.0	4.0	32.0	6.0	3.0	2.0	3.0	16.0	5.0		1.0	3.0	6.0	
NC_085929.1	3::NC_085929.1:13597724-13602884(+)	5160	False	0.4004	0	20.0	1.0	21.0	18.0			24.0	5.0	11.0	8.0	5.0	19.0	19.0	15.0	6.0		9.0		1.0	1.0	46.0	218.0	4.0	2.0	2.0	206.0	257.0	4.0	190.0	21.0	1.0	39.0	4.0		2.0	6.0	3.0	220.0	60.0	4.0	20.0	10.0	18.0	76.0	5.0	14.0	20.0		2.0	22.0	8.0	7.0	6.0	2.0	18.0			3.0	4.0	12.0	1.0
NC_085929.1	-1::NC_085929.1:14065692-14071257(-)	5565	False	0.4081	0	20.0	1.0	35.0	11.0			22.0	9.0	11.0	4.0	4.0	14.0	12.0	18.0	18.0		5.0	1.0	2.0	2.0	65.0	234.0	3.0			235.0	249.0	5.0	195.0	24.0	2.0	32.0	6.0		3.0	10.0	2.0	229.0	76.0	3.0	14.0	9.0	15.0	101.0	12.0	11.0	14.0		7.0	24.0	10.0	3.0	4.0	7.0	42.0	3.0	1.0		1.0	15.0	
NC_085929.1	-3::NC_085929.1:14204287-14209420(-)	5133	False	0.392	0	16.0		17.0	13.0			27.0	3.0	14.0	7.0	5.0	23.0	14.0	15.0	11.0	2.0	12.0			1.0	44.0	228.0	5.0	1.0	1.0	204.0	245.0	1.0	202.0	19.0	1.0	29.0	5.0			6.0	2.0	226.0	60.0	1.0	28.0	14.0	22.0	63.0	4.0	16.0	17.0	2.0	2.0	33.0	4.0	4.0	4.0	2.0	18.0	4.0		2.0	1.0	11.0	
NC_085929.1	1::NC_085929.1:15265206-15270726(+)	5520	False	0.3915	0	14.0		13.0	17.0			20.0	6.0	8.0	6.0	7.0	15.0	16.0	19.0	19.0		12.0	3.0		1.0	34.0	241.0	3.0	1.0	1.0	213.0	269.0	7.0	247.0	30.0	5.0	36.0	8.0		3.0	3.0	5.0	254.0	80.0	4.0	23.0	10.0	16.0	73.0	4.0	6.0	18.0		2.0	29.0	4.0	3.0	1.0	1.0	11.0	5.0	1.0	3.0	2.0	8.0	
NC_085929.1	-2::NC_085929.1:15972857-15978092(-)	5235	False	0.4111	0	21.0		21.0	8.0		2.0	28.0	4.0	11.0	5.0	1.0	17.0	21.0	31.0	18.0		7.0			1.0	45.0	218.0	3.0	2.0	1.0	192.0	239.0	10.0	206.0	16.0		38.0	6.0			6.0	1.0	241.0	61.0	3.0	19.0	8.0	16.0	64.0	13.0	18.0	24.0		4.0	24.0	11.0	2.0	5.0	1.0	26.0	4.0	1.0	2.0	1.0	18.0	
NC_085929.1	3::NC_085929.1:16449026-16457471(+)	8445	False	0.3918	0	23.0		28.0	19.0		2.0	21.0	10.0	26.0	8.0	4.0	26.0	35.0	33.0	25.0		11.0	1.0	1.0	1.0	73.0	391.0	12.0		1.0	343.0	418.0	10.0	348.0	38.0	1.0	47.0	17.0	3.0	2.0	9.0	6.0	362.0	99.0	3.0	35.0	19.0	26.0	112.0	12.0	18.0	26.0	1.0	2.0	36.0	13.0	6.0	6.0	1.0	17.0	5.0		3.0	6.0	14.0	
NC_085929.1	-2::NC_085929.1:17213846-17218865(-)	5019	False	0.4108	0	8.0		30.0	10.0		1.0	28.0	3.0	12.0	7.0	2.0	10.0	13.0	25.0	9.0		13.0		1.0	1.0	57.0	197.0	2.0			195.0	237.0	6.0	200.0	19.0	3.0	25.0	4.0		1.0	9.0	7.0	204.0	70.0	4.0	12.0	10.0	14.0	85.0	14.0	10.0	16.0		6.0	26.0	10.0	3.0	3.0	5.0	25.0	4.0	1.0	1.0	3.0	12.0	
NC_085929.1	-1::NC_085929.1:17815182-17821062(-)	5880	False	0.4612	1	30.0		14.0	10.0	1.0	1.0	38.0	9.0	25.0	9.0	3.0	22.0	19.0	24.0	6.0	1.0	8.0	2.0	2.0	7.0	24.0	160.0	15.0	2.0	2.0	250.0	177.0	4.0	152.0	23.0	3.0	28.0	5.0	3.0	3.0	4.0	3.0	266.0	21.0	2.0	24.0	21.0	33.0	122.0	15.0	137.0	127.0	1.0	20.0	35.0	5.0	15.0	2.0	4.0	6.0	7.0			4.0	2.0	2.0
NC_085929.1	-1::NC_085929.1:17838201-17843457(-)	5256	False	0.4606	1	36.0		2.0	12.0			28.0	9.0	27.0	13.0	3.0	14.0	16.0	25.0	13.0	1.0	2.0	1.0		5.0	21.0	157.0	9.0	1.0	2.0	233.0	143.0	3.0	132.0	27.0		25.0	3.0		3.0	4.0	3.0	240.0	15.0	3.0	18.0	16.0	23.0	108.0	13.0	132.0	128.0		11.0	26.0	7.0	11.0	3.0	3.0	6.0	10.0		1.0	3.0	1.0	1.0
NC_085929.1	-3::NC_085929.1:24696940-24702757(-)	5817	False	0.5974	2	60.0	38.0	3.0	6.0	50.0	19.0	74.0	20.0	17.0	42.0	37.0	7.0	63.0	25.0	16.0	25.0	7.0	32.0	42.0	60.0	5.0	10.0	28.0	25.0	59.0	46.0	35.0	18.0	8.0	15.0	48.0	17.0	18.0	36.0	3.0	15.0	33.0	86.0	48.0	20.0	17.0	25.0	7.0	38.0	88.0	19.0	18.0	22.0	78.0	56.0	8.0	78.0	3.0	46.0	6.0	34.0	12.0	36.0	84.0	22.0	26.0
NC_085929.1	-2::NC_085929.1:24728069-24733886(-)	5817	False	0.5972	2	60.0	38.0	3.0	6.0	50.0	19.0	74.0	20.0	17.0	42.0	37.0	7.0	63.0	25.0	16.0	25.0	7.0	32.0	42.0	60.0	5.0	10.0	28.0	25.0	59.0	46.0	35.0	18.0	8.0	15.0	48.0	17.0	18.0	36.0	3.0	15.0	33.0	86.0	48.0	20.0	17.0	25.0	7.0	38.0	88.0	19.0	18.0	22.0	78.0	56.0	8.0	79.0	2.0	46.0	6.0	34.0	11.0	36.0	84.0	23.0	26.0
NC_085929.1	2::NC_085929.1:26881933-26887087(+)	5154	False	0.6385	2	12.0	35.0	9.0	4.0	45.0	13.0	32.0	22.0	13.0	29.0	23.0	12.0	27.0	29.0	17.0	17.0	5.0	50.0	115.0	30.0	9.0	3.0	13.0	42.0	50.0	33.0	20.0	25.0	15.0	8.0	14.0	17.0	12.0	56.0	4.0	17.0	13.0	47.0	12.0	38.0	28.0	17.0	15.0	32.0	50.0	37.0	12.0	26.0	104.0	15.0	20.0	94.0	7.0	47.0	5.0	25.0	45.0	33.0	64.0	9.0	46.0
NC_085929.1	-1::NC_085929.1:38149581-38154873(-)	5292	False	0.4303	1	63.0	18.0	24.0	32.0	13.0	30.0	40.0	39.0	19.0	32.0	49.0	16.0	29.0	22.0	32.0	28.0	27.0	22.0	46.0	27.0	31.0	22.0	46.0	33.0	52.0	36.0	17.0	37.0	34.0	52.0	33.0	30.0	82.0	18.0	24.0	42.0	1.0	39.0	42.0	3.0	38.0	20.0	11.0	24.0	17.0	12.0	32.0	6.0	31.0	31.0	6.0	46.0	3.0	38.0	4.0	19.0	4.0	103.0	22.0	7.0	8.0
NC_085929.1	-3::NC_085929.1:48671671-48677470(-)	5799	False	0.5166	2	60.0	35.0	24.0	18.0	41.0	49.0	73.0	31.0	13.0	28.0	40.0	26.0	34.0	7.0	13.0	45.0	9.0	31.0	55.0	46.0	29.0	22.0	57.0	49.0	67.0	59.0	17.0	41.0	28.0	43.0	30.0	20.0	46.0	50.0	11.0	14.0	7.0	45.0	24.0	6.0	50.0	14.0	24.0	30.0	38.0	15.0	27.0	11.0	34.0	33.0	12.0	116.0	7.0	30.0	6.0	10.0	9.0	60.0	36.0	6.0	22.0
NC_085929.1	-2::NC_085929.1:52786091-52793030(-)	6939	False	0.4858	2	45.0	34.0	35.0	26.0	31.0	20.0	42.0	39.0	25.0	40.0	49.0	47.0	29.0	22.0	44.0	29.0	33.0	79.0	38.0	40.0	71.0	49.0	31.0	41.0	58.0	25.0	58.0	51.0	27.0	50.0	38.0	35.0	55.0	34.0	20.0	25.0	15.0	38.0	43.0	27.0	34.0	49.0	28.0	39.0	52.0	54.0	35.0	40.0	72.0	25.0	15.0	65.0	8.0	44.0	13.0	44.0	23.0	53.0	57.0	10.0	15.0
NC_085929.1	2::NC_085929.1:56184694-56194207(+)	9513	False	0.5136	0	1.0	623.0		145.0		2.0		1.0	1.0				346.0	1.0	420.0	578.0	2.0			1.0	1.0	1.0	1.0	4.0	1.0				2.0				3.0		2.0	629.0	3.0		1.0			2.0	1.0	1.0	1.0			1.0	65.0	160.0		1.0		1.0			119.0	50.0			
NC_085929.1	3::NC_085929.1:56184740-56194298(+)	9558	False	0.5154	0	1.0			1.0	3.0	558.0	1.0			3.0		146.0	1.0		1.0	2.0		629.0		4.0			2.0	1.0	2.0			2.0	505.0	2.0	1.0	2.0	50.0	68.0	1.0	22.0					1.0	2.0		1.0	1.0		1.0	465.0	2.0	1.0	1.0			1.0	122.0	1.0		578.0	1.0		
NC_085929.1	-1::NC_085929.1:56184759-56194293(-)	9534	False	0.5154	0	1.0	1.0					1.0	560.0	1.0		144.0	1.0	1.0	1.0	1.0	1.0			1.0		1.0		1.0	65.0	5.0	581.0	1.0	1.0	507.0			628.0		2.0	1.0				1.0	1.0	2.0	1.0	3.0	122.0		1.0		1.0		51.0	1.0			19.0	1.0				467.0		
NC_085929.1	-2::NC_085929.1:56184782-56194247(-)	9465	False	0.5153	0	1.0									558.0							144.0				50.0	1.0		4.0	1.0	465.0	578.0	505.0	1.0			2.0						1.0	21.0					629.0	1.0		2.0					1.0				1.0			66.0	122.0	1.0
NC_085929.1	-2::NC_085929.1:57584801-57593234(-)	8433	False	0.4999	0							235.0	235.0	1171.0	1170.0																																																			
NC_085929.1	1::NC_085929.1:57584802-57593235(+)	8433	False	0.4999	0		1171.0	1170.0	234.0	234.0	1.0															1.0																																								
NC_085929.1	-1::NC_085929.1:57584844-57591873(-)	7029	False	0.5001	0							1171.0	1170.0																									1.0												1.0																
NC_085929.1	2::NC_085929.1:57584845-57591874(+)	7029	False	0.4999	0				1171.0	1170.0	2.0																																																							
NC_071999.2	1::NC_071999.2:402-6888(+)	6486	False	0.5174	0	2.0	2.0					1061.0	950.0	6.0	6.0		1.0							2.0	1.0	2.0					2.0	1.0		1.0			2.0				1.0		2.0				1.0	1.0	105.0	1.0			3.0	4.0			1.0				2.0					2.0
NC_071999.2	-3::NC_071999.2:459-6954(-)	6495	False	0.5181	0		1059.0	946.0		2.0	1.0	2.0	1.0		1.0	1.0					4.0	1.0	108.0	1.0					2.0	3.0	4.0		2.0			2.0		2.0		1.0				1.0			1.0				2.0	1.0	4.0	1.0	3.0	2.0	4.0		2.0				1.0			
NC_071999.2	2::NC_071999.2:460-6859(+)	6399	False	0.5173	0	2.0	2.0			1.0	2.0	1.0		947.0	1052.0				1.0							3.0			1.0				1.0				4.0		2.0				2.0				1.0		2.0	1.0	107.0					1.0										
NC_071999.2	-1::NC_071999.2:473-6128(-)	5655	False	0.5003	0				941.0	943.0												1.0																																												
NC_071999.2	2::NC_071999.2:4075750-4081504(+)	5754	False	0.4067	1	17.0		29.0	9.0		4.0	26.0	2.0	16.0	5.0	3.0	17.0	18.0	39.0	27.0		9.0		1.0	2.0	52.0	241.0	7.0		1.0	228.0	267.0	9.0	227.0	21.0	3.0	33.0	3.0		2.0	6.0	4.0	245.0	66.0	3.0	25.0	13.0	18.0	93.0	6.0	11.0	17.0	1.0	6.0	24.0	7.0	10.0	4.0	1.0	17.0	4.0	1.0	1.0	4.0	13.0	
NC_071999.2	2::NC_071999.2:4111468-4118212(+)	6744	False	0.4038	0	18.0		38.0	26.0		3.0	20.0	9.0	13.0	6.0	8.0	15.0	19.0	11.0	27.0		14.0				71.0	267.0	5.0	2.0	3.0	265.0	327.0	8.0	257.0	23.0	1.0	40.0	7.0		3.0	6.0	6.0	296.0	83.0	4.0	28.0	9.0	21.0	127.0	7.0	21.0	17.0		5.0	31.0	10.0	7.0	2.0	1.0	22.0	4.0	1.0	1.0	4.0	29.0	
NC_071999.2	-2::NC_071999.2:4443604-4448659(-)	5055	False	0.4014	0	18.0		22.0	13.0		1.0	23.0	3.0	8.0	3.0	2.0	13.0	16.0	19.0	12.0		7.0			1.0	49.0	223.0	6.0	1.0	1.0	211.0	247.0	3.0	208.0	20.0	6.0	24.0	6.0		1.0	4.0	9.0	211.0	54.0	5.0	22.0	13.0	14.0	75.0	6.0	8.0	12.0		3.0	27.0	15.0	4.0	5.0	3.0	17.0	3.0	1.0	1.0	2.0	4.0	
NC_071999.2	3::NC_071999.2:6537518-6542900(+)	5382	False	0.4064	0	13.0	1.0	28.0	5.0		1.0	19.0	3.0	22.0	6.0	4.0	13.0	13.0	17.0	14.0		8.0	1.0		2.0	47.0	218.0	4.0	1.0	4.0	212.0	277.0	1.0	222.0	22.0	2.0	24.0	5.0		3.0	2.0	5.0	244.0	71.0	7.0	22.0	11.0	14.0	76.0	6.0	14.0	15.0	1.0	7.0	29.0	7.0	6.0	2.0	2.0	22.0	3.0		2.0	1.0	12.0	1.0
NC_071999.2	3::NC_071999.2:7281155-7287335(+)	6180	False	0.4008	0	26.0	2.0	28.0	14.0		2.0	25.0	5.0	13.0	8.0	7.0	14.0	18.0	19.0	9.0		13.0			1.0	49.0	279.0	3.0		3.0	231.0	291.0	7.0	252.0	26.0	2.0	38.0	8.0	1.0	1.0	6.0	6.0	270.0	72.0	2.0	29.0	15.0	16.0	94.0	15.0	20.0	13.0		5.0	31.0	6.0	6.0	9.0	2.0	19.0	9.0		1.0	4.0	12.0	3.0
NC_071999.2	-3::NC_071999.2:7815948-7821054(-)	5106	False	0.4107	0	7.0		15.0	15.0			23.0	5.0	10.0	8.0	11.0	9.0	11.0	15.0	13.0		9.0			3.0	40.0	212.0	9.0		1.0	212.0	243.0	9.0	184.0	21.0	5.0	34.0	6.0		4.0	9.0	4.0	234.0	56.0	2.0	15.0	11.0	17.0	92.0	10.0	10.0	18.0		3.0	28.0	9.0	5.0	6.0	1.0	19.0	3.0		1.0	1.0	14.0	
NC_071999.2	-2::NC_071999.2:8204830-8209948(-)	5118	False	0.4007	0	14.0		28.0	13.0		1.0	21.0	6.0	10.0	6.0	7.0	20.0	16.0	15.0	16.0		7.0		1.0	1.0	47.0	204.0	2.0		1.0	195.0	269.0	3.0	213.0	17.0	1.0	25.0	6.0			4.0	10.0	223.0	62.0	3.0	21.0	8.0	13.0	74.0	6.0	10.0	19.0	1.0	7.0	26.0	4.0	4.0	2.0	4.0	14.0	3.0	3.0	1.0		19.0	
NC_071999.2	2::NC_071999.2:8231038-8237893(+)	6855	False	0.3947	0	35.0	1.0	26.0	26.0			25.0	1.0	24.0	10.0	3.0	16.0	23.0	29.0	28.0	1.0	12.0	1.0		3.0	46.0	307.0	6.0	1.0	2.0	272.0	331.0	11.0	281.0	36.0		34.0	7.0	1.0	5.0	8.0	5.0	275.0	78.0	3.0	24.0	13.0	21.0	98.0	10.0	7.0	21.0		5.0	39.0	10.0	6.0	3.0	1.0	27.0	4.0		3.0	4.0	14.0	2.0
NC_071999.2	-2::NC_071999.2:9365059-9370330(-)	5271	False	0.4005	0	14.0	1.0	23.0	14.0		3.0	23.0	4.0	12.0	4.0	2.0	17.0	16.0	13.0	21.0		6.0			2.0	38.0	232.0	6.0	2.0	2.0	197.0	258.0	6.0	222.0	10.0	4.0	26.0	7.0		4.0	6.0	5.0	233.0	70.0	3.0	25.0	11.0	16.0	73.0	5.0	10.0	24.0		5.0	24.0	12.0	4.0	6.0	3.0	9.0	5.0	3.0	3.0	5.0	8.0	
NC_071999.2	2::NC_071999.2:10344667-10350268(+)	5601	False	0.3971	0	23.0		30.0	25.0		1.0	22.0	7.0	12.0	15.0	6.0	15.0	22.0	24.0	21.0		14.0	1.0		4.0	52.0	246.0	5.0		1.0	217.0	239.0	4.0	231.0	22.0	1.0	29.0	4.0		2.0	9.0	2.0	240.0	59.0	3.0	24.0	14.0	15.0	76.0	8.0	10.0	19.0		4.0	27.0	10.0	4.0	3.0	3.0	16.0	5.0	2.0	2.0	2.0	14.0	1.0
NC_071999.2	-1::NC_071999.2:10545434-10551785(-)	6351	False	0.4066	0	12.0	3.0	45.0	14.0		1.0	19.0	4.0	12.0	6.0	4.0	13.0	19.0	26.0	40.0		6.0			1.0	60.0	239.0	5.0	1.0	1.0	250.0	304.0	13.0	269.0	18.0	1.0	43.0	9.0		2.0	10.0	6.0	273.0	85.0	4.0	38.0	7.0	17.0	95.0	8.0	11.0	14.0		4.0	30.0	8.0	3.0	4.0	2.0	24.0	4.0	2.0	1.0	1.0	26.0	
NC_071999.2	-2::NC_071999.2:10547200-10553164(-)	5964	False	0.4004	0	4.0		25.0	14.0		3.0	19.0	6.0	9.0	9.0	4.0	18.0	25.0	34.0	17.0		12.0	1.0	1.0		48.0	263.0	3.0		2.0	234.0	278.0	8.0	266.0	30.0	1.0	24.0	7.0		5.0	14.0	2.0	276.0	64.0	2.0	24.0	10.0	13.0	82.0	6.0	12.0	22.0	1.0	1.0	28.0	10.0	6.0	4.0	2.0	21.0	4.0			5.0	9.0	
NC_071999.2	-1::NC_071999.2:11319323-11325440(-)	6117	False	0.4568	0	35.0		14.0	10.0			17.0	10.0	31.0	14.0	2.0	9.0	21.0	20.0	8.0		5.0			5.0	35.0	180.0	14.0	2.0		249.0	194.0	6.0	149.0	23.0	2.0	26.0	3.0		4.0	3.0	5.0	283.0	30.0	1.0	38.0	18.0	32.0	154.0	15.0	151.0	123.0	1.0	15.0	41.0	6.0	9.0	4.0	2.0	4.0	10.0	1.0	1.0	3.0		1.0
NC_071999.2	-2::NC_071999.2:11657671-11663296(-)	5625	False	0.3941	0	12.0	1.0	29.0	15.0		1.0	23.0	1.0	21.0	10.0	7.0	19.0	23.0	22.0	18.0		8.0	1.0		1.0	39.0	254.0	2.0		2.0	210.0	278.0	3.0	232.0	27.0	1.0	38.0	8.0		1.0	6.0	5.0	245.0	71.0	1.0	23.0	6.0	17.0	76.0	5.0	8.0	16.0	1.0	4.0	29.0	8.0	4.0	4.0	3.0	14.0	3.0	2.0		3.0	13.0	1.0
NC_071999.2	-1::NC_071999.2:11677166-11682986(-)	5820	False	0.3916	0	14.0	1.0	29.0	23.0			22.0	9.0	11.0	6.0	4.0	21.0	19.0	15.0	15.0		7.0			1.0	45.0	269.0	5.0		1.0	236.0	260.0	7.0	244.0	19.0	1.0	41.0	9.0			6.0	3.0	255.0	81.0	4.0	25.0	21.0	20.0	77.0	10.0	10.0	16.0	1.0	4.0	29.0	7.0	8.0	3.0	1.0	14.0		2.0	1.0	2.0	6.0	
NC_071999.2	-1::NC_071999.2:11752880-11759885(-)	7005	False	0.3917	0	17.0		20.0	17.0		2.0	36.0	8.0	16.0	8.0	1.0	13.0	26.0	26.0	16.0	1.0	12.0			1.0	76.0	322.0	3.0	3.0	2.0	289.0	348.0	4.0	282.0	37.0	1.0	37.0	10.0		1.0	6.0	3.0	289.0	91.0	6.0	18.0	14.0	26.0	102.0	7.0	13.0	26.0	1.0	4.0	34.0	9.0	3.0	3.0	3.0	21.0	5.0		5.0	2.0	9.0	
NC_071999.2	1::NC_071999.2:12512622-12517656(+)	5034	False	0.4668	0	35.0		12.0	12.0	1.0	1.0	20.0	7.0	28.0	12.0	4.0	10.0	20.0	30.0	8.0	1.0	8.0	2.0		2.0	22.0	128.0	9.0	1.0		195.0	146.0	3.0	117.0	21.0	3.0	32.0	4.0	1.0	3.0	2.0	5.0	227.0	14.0	2.0	28.0	23.0	26.0	111.0	16.0	112.0	112.0	3.0	18.0	21.0	10.0	13.0	3.0		8.0	12.0	3.0	3.0	5.0	1.0	2.0
NC_071999.2	1::NC_071999.2:12978603-12983652(+)	5049	False	0.3945	0	18.0		20.0	11.0			25.0	3.0	11.0	2.0	6.0	24.0	18.0	24.0	23.0		7.0	1.0			33.0	236.0	10.0			191.0	225.0	3.0	222.0	22.0	2.0	25.0	5.0		1.0	3.0	4.0	223.0	60.0	4.0	29.0	12.0	14.0	56.0	4.0	9.0	15.0		3.0	22.0	10.0	7.0	1.0		15.0	4.0	2.0	2.0	7.0	8.0	1.0
NC_071999.2	3::NC_071999.2:12985634-12990683(+)	5049	False	0.3937	0	18.0		20.0	11.0			25.0	3.0	11.0	2.0	6.0	24.0	18.0	24.0	24.0		7.0	1.0			32.0	238.0	10.0			192.0	225.0	3.0	222.0	22.0	2.0	25.0	5.0		1.0	3.0	3.0	221.0	60.0	4.0	29.0	12.0	14.0	56.0	4.0	8.0	15.0		3.0	23.0	10.0	7.0	1.0		15.0	4.0	2.0	2.0	7.0	8.0	1.0
NC_071999.2	3::NC_071999.2:12993143-12998456(+)	5313	False	0.3971	0	21.0		16.0	14.0		1.0	25.0	4.0	14.0	5.0	2.0	25.0	17.0	21.0	30.0		13.0	3.0			32.0	232.0	4.0	1.0		201.0	250.0	9.0	223.0	28.0	1.0	20.0	5.0		2.0		7.0	235.0	61.0	3.0	29.0	7.0	14.0	67.0	3.0	6.0	18.0	1.0	2.0	26.0	8.0	8.0	2.0	1.0	20.0	8.0		2.0	5.0	19.0	
NC_071999.2	3::NC_071999.2:13307948-13313003(+)	5055	False	0.4034	0	17.0	1.0	24.0	15.0	1.0		19.0	7.0	9.0	5.0	7.0	20.0	14.0	16.0	20.0	1.0	10.0	1.0		3.0	37.0	206.0	5.0	1.0	2.0	189.0	246.0	7.0	184.0	21.0	4.0	38.0	4.0		2.0	2.0	6.0	219.0	62.0	2.0	24.0	8.0	16.0	76.0	10.0	9.0	18.0		1.0	27.0	11.0	3.0	5.0	3.0	22.0	5.0		3.0	2.0	14.0	1.0
NC_071999.2	2::NC_071999.2:13311733-13317013(+)	5280	False	0.3934	0	8.0		31.0	15.0			19.0	4.0	9.0	8.0	5.0	21.0	24.0	13.0	16.0		6.0			2.0	34.0	251.0	1.0			206.0	262.0	11.0	210.0	22.0	1.0	28.0	2.0		4.0	7.0	3.0	228.0	52.0	4.0	36.0	16.0	18.0	81.0	6.0	8.0	14.0	2.0	1.0	25.0	7.0	10.0	3.0	1.0	12.0	1.0		2.0	2.0	8.0	
NC_071999.2	1::NC_071999.2:15250425-15255480(+)	5055	False	0.4164	0	9.0	1.0	38.0	13.0		5.0	16.0	7.0	10.0	5.0	8.0	7.0	24.0	13.0	17.0	1.0	3.0	2.0		3.0	33.0	206.0	6.0		6.0	202.0	222.0	7.0	196.0	18.0	1.0	35.0	11.0	1.0	3.0	9.0	6.0	247.0	48.0	1.0	29.0	7.0	16.0	67.0	12.0	12.0	16.0		3.0	17.0	9.0	3.0	5.0		28.0	1.0	1.0	2.0	2.0	15.0	
NC_071999.2	2::NC_071999.2:16608388-16613719(+)	5331	False	0.4033	0	16.0	2.0	24.0	15.0			21.0	1.0	6.0	8.0	3.0	19.0	11.0	15.0	17.0	2.0	13.0			2.0	44.0	211.0	3.0		1.0	199.0	247.0	10.0	229.0	24.0	3.0	34.0	9.0	1.0	2.0	9.0	7.0	249.0	60.0	3.0	19.0	13.0	18.0	71.0	11.0	9.0	13.0		5.0	27.0	7.0	3.0	10.0		16.0	2.0	1.0	2.0		30.0	
