clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_ACC	codon_TAA	codon_CCC	codon_CCT	codon_AAC	codon_AGA	codon_CTA	codon_GAT	codon_TAT	codon_GCA	codon_TGC	codon_TTG	codon_GGA	codon_ATA	codon_GTG	codon_GAG	codon_GCT	codon_TTA	codon_TTT	codon_ATT	codon_TAG	codon_ATG	codon_CAT	codon_TGG	codon_GAA	codon_AGC	codon_CTT	codon_ACT	codon_GGG	codon_AAT	codon_AGT	codon_AAA	codon_GGC	codon_GTA	codon_CCA	codon_TCT	codon_TGT	codon_TCG	codon_TCC	codon_TTC	codon_ACA	codon_CGC	codon_CAA	codon_ATC	codon_TAC	codon_CAC	codon_CTC	codon_CTG	codon_TCA	codon_GTT	codon_CCG	codon_CAG	codon_CGA	codon_GAC	codon_CGT	codon_GTC	codon_GCG	codon_GCC	codon_ACG	codon_AAG	codon_GGT	codon_AGG	codon_CGG	codon_TGA
NC_071996.2	1::NC_071996.2:1662069-1667835	5766	False	0.4063	1	5.0		6.0	23.0	2.0	3.0	12.0	3.0	18.0	21.0	39.0	27.0		9.0			2.0	9.0	52.0	243.0		8.0	231.0	1.0	1.0		32.0	18.0		21.0	7.0	3.0		2.0	230.0	15.0	6.0	4.0	245.0	269.0	69.0	4.0	26.0	13.0	20.0	90.0	12.0	4.0	22.0	28.0	9.0	9.0	5.0	2.0	15.0	4.0	1.0	4.0	13.0	1.0	4.0			
NC_071996.2	-2::NC_071996.2:3442063-3447577	5514	False	0.3979	0	1.0	24.0			26.0	13.0		10.0	9.0	20.0	13.0	16.0	230.0	10.0	77.0	9.0	1.0		6.0	21.0	13.0	238.0	6.0	225.0	274.0	2.0	2.0	2.0	9.0	245.0	20.0	34.0	4.0	20.0	1.0	1.0	70.0	2.0			8.0	1.0	16.0	7.0	2.0		1.0	4.0		10.0		4.0	6.0	6.0	11.0	4.0			11.0	22.0	11.0	22.0	8.0	30.0
NC_071996.2	3::NC_071996.2:3461129-3470660	9531	False	0.4075	0	10.0		14.0	35.0	6.0	3.0	36.0	10.0	24.0	28.0	38.0	25.0		15.0	1.0		8.0	21.0	78.0	404.0		4.0	373.0	2.0	4.0	3.0	37.0	28.0		34.0	10.0	10.0		3.0	390.0	22.0	8.0	11.0	414.0	454.0	107.0	9.0	33.0	24.0	38.0	147.0	19.0	8.0	49.0	55.0	11.0	12.0	8.0	3.0	47.0	4.0	2.0	2.0	25.0	7.0	1.0	3.0		
NC_071996.2	-2::NC_071996.2:4321015-4326409	5394	False	0.4016	0	1.0	18.0			26.0	20.0		16.0	11.0	19.0	20.0	23.0	244.0	17.0	83.0	12.0			10.0	16.0	11.0	234.0	2.0	207.0	242.0	1.0	1.0	4.0	11.0	236.0	23.0	39.0	4.0	25.0	1.0		59.0	2.0		1.0	2.0	2.0	15.0	4.0	2.0			3.0		5.0	2.0	8.0	1.0		6.0	2.0			8.0	25.0	12.0	27.0	10.0	25.0
NC_071996.2	-1::NC_071996.2:4369175-4374434	5259	False	0.3927	0	1.0	21.0		1.0	17.0	16.0		21.0	7.0	17.0	17.0	21.0	239.0	21.0	58.0	12.0			6.0	26.0	14.0	213.0	2.0	215.0	236.0	2.0		4.0	8.0	243.0	16.0	42.0	2.0	14.0		1.0	54.0	1.0	1.0	4.0	5.0		16.0	3.0	1.0	1.0		8.0		4.0		3.0	3.0	4.0	3.0	1.0	2.0		15.0	37.0	12.0	24.0	8.0	30.0
NC_071996.2	3::NC_071996.2:4428986-4434764	5778	False	0.388	0	4.0		7.0	25.0	6.0	1.0	15.0	10.0	22.0	13.0	15.0	18.0	1.0	12.0			2.0	23.0	45.0	238.0		10.0	242.0	3.0	5.0		27.0	19.0		28.0	6.0	8.0	2.0	1.0	204.0	13.0	8.0	5.0	241.0	296.0	92.0	2.0	28.0	10.0	18.0	77.0	11.0	2.0	36.0	18.0	7.0	4.0	4.0		15.0	4.0	1.0	6.0	9.0	5.0	1.0		1.0	
NC_071996.2	3::NC_071996.2:4822694-4828502	5808	False	0.401	0	6.0		10.0	22.0	3.0	3.0	16.0	7.0	15.0	12.0	21.0	11.0		7.0	2.0		1.0	23.0	46.0	245.0		4.0	230.0		1.0		35.0	20.0		20.0	6.0	11.0			233.0	17.0	10.0	4.0	254.0	284.0	71.0	2.0	18.0	18.0	27.0	78.0	14.0	2.0	28.0	19.0	8.0	5.0	3.0	1.0	33.0	3.0		2.0	19.0	3.0	2.0	1.0		
NC_071996.2	1::NC_071996.2:4856481-4864179	7698	False	0.3931	0	11.0		8.0	27.0	6.0	3.0	20.0	7.0	20.0	27.0	34.0	25.0		16.0	4.0		4.0	26.0	73.0	330.0		5.0	334.0	2.0	3.0		48.0	15.0		37.0	6.0	10.0		1.0	291.0	23.0	8.0	5.0	332.0	371.0	95.0	5.0	31.0	13.0	28.0	93.0	14.0	4.0	51.0	26.0	15.0	7.0	5.0	2.0	15.0	5.0	2.0	10.0	8.0	3.0	1.0	1.0		
NC_071996.2	1::NC_071996.2:4912221-4917576	5355	False	0.4071	0	4.0		8.0	19.0	4.0		7.0	3.0	14.0	16.0	19.0	32.0		5.0			1.0	12.0	45.0	213.0		11.0	215.0			1.0	35.0	11.0		16.0	6.0	9.0		3.0	215.0	12.0	6.0	3.0	231.0	259.0	70.0	3.0	31.0	6.0	15.0	84.0	11.0	3.0	21.0	36.0	9.0	4.0	3.0	1.0	22.0	3.0	1.0	1.0	21.0	1.0	1.0	3.0		
NC_071996.2	1::NC_071996.2:6397926-6403707	5781	False	0.3944	0	9.0		4.0	18.0	4.0	3.0	13.0	2.0	18.0	20.0	17.0	18.0		15.0			2.0	17.0	54.0	258.0		6.0	244.0	1.0	2.0	2.0	23.0	10.0	1.0	33.0	4.0	4.0		2.0	236.0	14.0	3.0	6.0	269.0	269.0	78.0	4.0	28.0	10.0	18.0	63.0	10.0	3.0	32.0	17.0	15.0	2.0	1.0	1.0	28.0	2.0		1.0	8.0	2.0		2.0	1.0	
NC_071996.2	-2::NC_071996.2:7720201-7725508	5307	False	0.3953	0		20.0		2.0	24.0	17.0		9.0	4.0	22.0	15.0	22.0	234.0	11.0	74.0	10.0	1.0		6.0	27.0	6.0	232.0	8.0	213.0	233.0	1.0		3.0	5.0	245.0	20.0	48.0	3.0	16.0		3.0	44.0	7.0		3.0	7.0		18.0	2.0	5.0			7.0		3.0		1.0	7.0	4.0	15.0		3.0		11.0	32.0	4.0	26.0	7.0	29.0
NC_071996.2	-1::NC_071996.2:8036681-8042132	5451	False	0.397	0		13.0		2.0	28.0	15.0		9.0	13.0	23.0	16.0	20.0	222.0	16.0	86.0	12.0	1.0		9.0	21.0	17.0	210.0	2.0	229.0	249.0	1.0	5.0	9.0	10.0	259.0	11.0	44.0		17.0	3.0	3.0	48.0	4.0	4.0	4.0	9.0		16.0	6.0				6.0		7.0	3.0	3.0	1.0		6.0	2.0	3.0		14.0	39.0	6.0	19.0	15.0	27.0
NC_071996.2	1::NC_071996.2:8805858-8810886	5028	False	0.4016	0	5.0		7.0	25.0	4.0	5.0	12.0	4.0	12.0	15.0	15.0	13.0		7.0	1.0		2.0	9.0	41.0	241.0		3.0	202.0	1.0	1.0	1.0	31.0	14.0		8.0	2.0	9.0	2.0	3.0	196.0	10.0	8.0	5.0	224.0	251.0	65.0	1.0	11.0	7.0	17.0	84.0	2.0	3.0	22.0	21.0	13.0	5.0	4.0	3.0	14.0	4.0	1.0	2.0	5.0		1.0	1.0	1.0	
NC_071996.2	2::NC_071996.2:8872384-8878129	5745	False	0.404	0	10.0		12.0	21.0	11.0	7.0	13.0	4.0	15.0	15.0	15.0	9.0		6.0			2.0	17.0	43.0	252.0		3.0	225.0				37.0	16.0		21.0	7.0	2.0		2.0	229.0	23.0	11.0	3.0	239.0	276.0	63.0	3.0	18.0	7.0	26.0	93.0	6.0	3.0	32.0	37.0	10.0	8.0	1.0	4.0	31.0	1.0	1.0	4.0	21.0					
NC_071996.2	3::NC_071996.2:10375163-10381460	6297	False	0.3975	0	6.0		9.0	29.0	6.0	2.0	8.0	7.0	26.0	23.0	22.0	25.0		10.0	1.0		4.0	18.0	50.0	288.0		4.0	258.0		3.0		44.0	23.0		18.0	3.0	7.0		2.0	243.0	14.0	6.0	3.0	291.0	308.0	74.0	3.0	18.0	9.0	16.0	82.0	9.0	7.0	31.0	21.0	10.0	8.0	4.0		22.0	2.0	1.0		17.0	3.0			1.0	
NC_071996.2	2::NC_071996.2:10378456-10383616	5160	False	0.3988	0	6.0		6.0	21.0	1.0	1.0	11.0	5.0	19.0	12.0	20.0	11.0		13.0			1.0	11.0	54.0	217.0		7.0	211.0		1.0		21.0	17.0		11.0	5.0	4.0	1.0	2.0	202.0	6.0	4.0	5.0	217.0	268.0	53.0	1.0	23.0	10.0	16.0	100.0	3.0	4.0	33.0	36.0	6.0	4.0	4.0		12.0	4.0		3.0	16.0				1.0	
NC_071996.2	2::NC_071996.2:11772736-11777884	5148	False	0.3934	1	11.0		8.0	26.0	9.0	4.0	17.0	4.0	15.0	12.0	17.0	9.0	1.0	12.0			2.0	17.0	44.0	245.0		8.0	213.0	1.0	1.0	1.0	23.0	11.0		24.0	1.0	9.0			215.0	11.0	1.0	5.0	227.0	235.0	62.0	2.0	19.0	15.0	14.0	64.0	15.0	3.0	33.0	5.0	6.0	3.0	2.0	2.0	19.0	4.0		3.0	5.0				1.0	
NC_071996.2	3::NC_071996.2:11795921-11801246	5325	False	0.3987	0	9.0		12.0	16.0	2.0		15.0	5.0	17.0	18.0	20.0	18.0		13.0			3.0	21.0	25.0	254.0		7.0	217.0		3.0	1.0	38.0	12.0		17.0	4.0	4.0		4.0	214.0	19.0	9.0	4.0	219.0	241.0	61.0	4.0	24.0	12.0	22.0	71.0	6.0	4.0	29.0	14.0	12.0	3.0	5.0		24.0	8.0	1.0	2.0	10.0	1.0			1.0	
NC_071996.2	3::NC_071996.2:11841746-11846930	5184	False	0.4041	0	5.0		6.0	19.0	4.0	1.0	12.0	5.0	11.0	25.0	16.0	14.0		7.0	2.0	1.0	4.0	21.0	38.0	217.0		6.0	179.0				34.0	19.0		19.0	3.0	4.0		2.0	203.0	16.0	10.0	4.0	196.0	267.0	66.0	6.0	28.0	13.0	21.0	93.0	8.0	6.0	24.0	29.0	12.0	6.0	2.0	2.0	25.0	3.0		3.0	10.0	1.0				
NC_071996.2	1::NC_071996.2:13131360-13137426	6066	False	0.3953	0	5.0		7.0	23.0	5.0	7.0	14.0	5.0	18.0	19.0	20.0	17.0		8.0		1.0		26.0	48.0	249.0		7.0	254.0	1.0	2.0	1.0	35.0	26.0	1.0	31.0	2.0	11.0		2.0	240.0	15.0	5.0	6.0	269.0	284.0	66.0	4.0	30.0	11.0	20.0	78.0	5.0	6.0	36.0	38.0	4.0	7.0	4.0	4.0	19.0	4.0		1.0	20.0			1.0		
NC_071996.2	2::NC_071996.2:13228840-13234168	5328	False	0.3883	0	3.0		10.0	20.0	3.0	1.0	8.0	3.0	17.0	10.0	20.0	14.0	1.0	13.0	1.0		2.0	20.0	47.0	245.0		1.0	228.0		2.0		34.0	13.0		21.0	5.0	6.0		3.0	213.0	20.0	5.0	1.0	234.0	261.0	72.0	1.0	20.0	4.0	24.0	60.0	9.0	3.0	28.0	19.0	11.0	4.0	3.0	1.0	15.0	5.0		2.0	9.0	1.0				
NC_071996.2	-2::NC_071996.2:30290668-30297679	7011	False	0.6985	1	3.0	4.0		1.0	1.0	81.0		8.0	2.0	41.0	2.0	2.0	579.0	3.0	63.0	482.0	3.0		1.0	2.0	10.0	5.0	2.0	23.0	32.0	13.0	2.0	1.0	42.0	3.0	5.0	16.0	265.0	13.0	9.0		2.0			3.0	4.0	1.0	7.0	2.0	2.0	3.0	1.0					20.0	12.0	31.0	3.0	1.0	141.0	2.0	19.0	20.0	63.0	221.0	48.0	12.0
NC_071996.2	-1::NC_071996.2:30290867-30297635	6768	False	0.7107	1	3.0				1.0	30.0		9.0		71.0			212.0	4.0	69.0	628.0	2.0			1.0	10.0	8.0		63.0	22.0	5.0		2.0	42.0	1.0	10.0	2.0	59.0	2.0	2.0			1.0		1.0	4.0	2.0	4.0			3.0		3.0			1.0	40.0	10.0	15.0	2.0	1.0	204.0	3.0	21.0	34.0	19.0	482.0	144.0	4.0
NC_071996.2	-1::NC_071996.2:81385040-81391556	6516	False	0.3823	2	31.0	46.0	16.0	20.0	43.0	66.0		21.0	40.0	6.0	39.0	68.0	31.0	52.0	14.0	9.0	21.0		105.0	62.0	27.0	38.0	41.0	56.0	21.0	35.0	43.0	50.0	21.0	58.0	52.0	75.0	15.0	20.0	10.0	53.0	59.0	6.0	41.0	187.0	27.0		17.0	67.0	38.0	35.0	78.0	42.0		24.0	3.0	15.0		15.0	9.0	37.0	2.0	7.0	10.0	31.0	18.0	47.0	2.0	50.0
NC_071996.2	2::NC_071996.2:144422803-144433750	10947	False	0.5275	2	8.0		68.0	209.0	3.0	7.0	3.0	3.0		11.0	8.0	3.0	3.0	3.0	6.0	7.0	17.0	10.0	9.0	3.0		5.0	7.0	4.0	1.0	15.0	24.0	128.0	4.0	1.0	180.0	6.0	14.0	40.0	212.0	17.0	10.0	13.0	258.0	147.0	141.0	26.0	5.0	3.0	4.0	501.0	282.0	22.0	540.0	362.0	19.0	143.0	4.0	4.0	11.0	13.0	10.0	16.0	25.0	2.0	24.0	6.0	19.0	
NC_071996.2	1::NC_071996.2:144423375-144433509	10134	False	0.5204	2	62.0		41.0	104.0	2.0	3.0		3.0		13.0	3.0	1.0			3.0	3.0	14.0	4.0	5.0	3.0			1.0	4.0	2.0	9.0	15.0	181.0	4.0	3.0	383.0	1.0	10.0		49.0	3.0	8.0	2.0	358.0	226.0	266.0	15.0	3.0	9.0	35.0	238.0	549.0	10.0	300.0	130.0	12.0	188.0	7.0	2.0	7.0	10.0	10.0	10.0	18.0	2.0	10.0	3.0	21.0	
NC_071996.2	3::NC_071996.2:144424175-144432998	8823	False	0.5016	1	1.0		14.0	139.0				1.0		7.0	4.0	1.0			1.0		3.0	33.0	3.0	1.0		3.0	1.0	1.0		2.0	17.0	383.0	1.0		115.0		2.0		61.0	4.0	11.0		123.0	332.0	68.0	3.0	2.0		48.0	424.0	291.0	9.0	245.0	183.0	5.0	381.0			4.0	2.0	1.0	3.0	4.0			1.0	3.0	
NC_071996.2	1::NC_071996.2:146190126-146195259	5133	False	0.4981	0													1.0	1.0	1.0		1.0	126.0	3.0			1.0	1.0		3.0		1.0		126.0			2.0		1.0	1.0	1.0			1.0	2.0	1.0		2.0				1.0	1.0		715.0	1.0	2.0									1.0	714.0		
NC_071996.2	-1::NC_071996.2:146190191-146195258	5067	False	0.4993	0						1.0		1.0									1.0			1.0	714.0								1.0		1.0						1.0								1.0					127.0											713.0	126.0		1.0
NC_071998.2	2::NC_071998.2:5197786-5205484	7698	False	0.3993	0	6.0		11.0	37.0	6.0	6.0	13.0	5.0	15.0	23.0	26.0	20.0	1.0	14.0	1.0		2.0	32.0	72.0	334.0		5.0	318.0		3.0	2.0	35.0	24.0		29.0	6.0	10.0		1.0	306.0	29.0	8.0	9.0	325.0	360.0	85.0	5.0	34.0	23.0	25.0	117.0	10.0	4.0	40.0	35.0	20.0	7.0	6.0	5.0	32.0	4.0		2.0	14.0	3.0	1.0			
NC_071998.2	1::NC_071998.2:6630939-6635958	5019	False	0.4055	0	5.0		5.0	17.0	2.0	2.0	23.0	3.0	13.0	12.0	18.0	14.0		6.0	1.0		1.0	6.0	42.0	214.0		1.0	200.0	1.0	1.0	1.0	22.0	14.0		20.0	4.0	5.0		3.0	202.0	14.0	2.0	4.0	220.0	249.0	60.0	6.0	20.0	9.0	13.0	76.0	16.0	7.0	30.0	29.0	8.0	8.0	2.0	2.0	20.0	3.0		1.0	10.0	4.0	1.0	1.0		
NC_071998.2	1::NC_071998.2:7382304-7387443	5139	False	0.4635	0	14.0		10.0	25.0	4.0		17.0		4.0	15.0	13.0	9.0	1.0	11.0			3.0	12.0	32.0	134.0		5.0	136.0		1.0	1.0	19.0	130.0		10.0	5.0	7.0		3.0	212.0	37.0	6.0		228.0	152.0	18.0	2.0	22.0	14.0	24.0	122.0	142.0	12.0	38.0	12.0	13.0	13.0	1.0	1.0	9.0	4.0		4.0	3.0	1.0	1.0	1.0		
NC_071998.2	-2::NC_071998.2:7476115-7481509	5394	False	0.4021	0	1.0	21.0		1.0	20.0	22.0		15.0	9.0	19.0	23.0	16.0	243.0	17.0	85.0	12.0			11.0	19.0	10.0	228.0	3.0	214.0	256.0	3.0	1.0	7.0	8.0	223.0	24.0	44.0	1.0	24.0			62.0	2.0		2.0	2.0	2.0	17.0	4.0	1.0			2.0		7.0	1.0	5.0	1.0		7.0	2.0	1.0		10.0	21.0	9.0	24.0	13.0	23.0
NC_071998.2	1::NC_071998.2:7596378-7601442	5064	False	0.3906	0	4.0		6.0	23.0	4.0	2.0	9.0	7.0	18.0	10.0	15.0	15.0	1.0	11.0			1.0	17.0	39.0	202.0		8.0	221.0	2.0	4.0		24.0	18.0		24.0	6.0	8.0	2.0	1.0	179.0	13.0	5.0	4.0	208.0	267.0	85.0	2.0	20.0	6.0	17.0	66.0	10.0	2.0	30.0	16.0	6.0	5.0	5.0		14.0	4.0	1.0	6.0	7.0	6.0	1.0		1.0	
NC_071998.2	1::NC_071998.2:7643151-7648215	5064	False	0.3908	0	4.0		6.0	23.0	4.0	2.0	9.0	7.0	18.0	10.0	15.0	15.0	1.0	11.0			1.0	17.0	39.0	202.0		8.0	221.0	2.0	4.0		24.0	18.0		24.0	6.0	8.0	2.0	1.0	179.0	13.0	5.0	4.0	208.0	267.0	85.0	2.0	20.0	6.0	16.0	67.0	10.0	2.0	30.0	16.0	6.0	5.0	5.0		14.0	4.0	1.0	6.0	7.0	6.0	1.0		1.0	
NC_071998.2	3::NC_071998.2:8469197-8474429	5232	False	0.401	0	6.0		6.0	18.0	5.0	1.0	8.0	3.0	15.0	20.0	27.0	13.0		9.0	1.0	1.0		13.0	38.0	242.0		7.0	224.0	1.0			22.0	19.0		22.0	1.0	5.0		5.0	204.0	4.0	15.0	2.0	235.0	250.0	58.0	2.0	20.0	9.0	13.0	75.0	11.0	1.0	26.0	20.0	11.0	6.0	4.0	2.0	22.0	4.0		4.0	9.0	2.0	3.0			
NC_071998.2	2::NC_071998.2:8532523-8537782	5259	False	0.3948	0	10.0		11.0	20.0	3.0	1.0	7.0	8.0	13.0	17.0	19.0	13.0		17.0			1.0	17.0	39.0	228.0		6.0	213.0		3.0	1.0	29.0	21.0		21.0	3.0	10.0	1.0	1.0	202.0	10.0	5.0	4.0	213.0	271.0	72.0	1.0	22.0	17.0	22.0	76.0	8.0		24.0	14.0	9.0	4.0	5.0	2.0	16.0	7.0	1.0	2.0	13.0					
NC_071998.2	1::NC_071998.2:9974583-9979929	5346	False	0.396	0	7.0		7.0	26.0	4.0		11.0	5.0	19.0	19.0	30.0	17.0		4.0	1.0		2.0	23.0	36.0	247.0		8.0	223.0	1.0	1.0		31.0	21.0		22.0	4.0	6.0		1.0	209.0	25.0	4.0	8.0	230.0	251.0	68.0	2.0	20.0	6.0	14.0	58.0	16.0	1.0	26.0	14.0	8.0	5.0	3.0	3.0	14.0	4.0	4.0	1.0	10.0	1.0	1.0			
NC_071998.2	3::NC_071998.2:10734650-10740011	5361	False	0.4322	0	14.0		15.0	20.0	30.0	31.0	25.0	17.0	10.0	32.0	13.0	12.0	19.0	38.0	10.0	15.0	10.0	18.0	28.0	96.0		13.0	89.0	10.0	38.0	10.0	23.0	76.0	7.0	44.0	11.0	62.0	6.0	7.0	150.0	22.0	7.0	4.0	143.0	102.0	41.0	4.0	41.0	34.0	21.0	74.0	93.0	22.0	37.0	7.0	6.0	25.0	6.0	22.0	4.0	13.0	1.0	9.0	6.0	30.0	4.0	9.0	1.0	
NC_071998.2	-1::NC_071998.2:11225834-11232629	6795	False	0.3976	0		13.0		1.0	32.0	29.0		12.0	14.0	27.0	29.0	26.0	288.0	25.0	89.0	6.0	4.0		4.0	35.0	19.0	285.0	11.0	275.0	318.0	3.0		9.0	10.0	291.0	17.0	64.0	2.0	22.0	1.0	2.0	76.0	2.0		2.0	8.0	1.0	25.0	2.0	2.0	2.0		5.0		4.0	1.0	4.0	7.0	5.0	13.0	2.0	2.0	1.0	25.0	32.0	11.0	26.0	12.0	32.0
NC_071998.2	-3::NC_071998.2:13058979-13064358	5379	False	0.3993	1	1.0	16.0			26.0	21.0		13.0	10.0	21.0	14.0	24.0	220.0	16.0	78.0	14.0			7.0	15.0	11.0	214.0	12.0	208.0	244.0	3.0	3.0	5.0	10.0	245.0	21.0	35.0	2.0	21.0	1.0	4.0	55.0	2.0		1.0	7.0		20.0	7.0	1.0	2.0	2.0	3.0		5.0		5.0	6.0		13.0		5.0		14.0	31.0	5.0	23.0	15.0	36.0
NC_071998.2	2::NC_071998.2:128922388-128929243	6855	False	0.5392	1	1.0		14.0	78.0		1.0	30.0	1.0		2.0	18.0	2.0	3.0		1.0		22.0		2.0	1.0		1.0	83.0			1.0	1.0	315.0	1.0	1.0	1.0	2.0	1.0	1.0	190.0	112.0	30.0		251.0	2.0	1.0		1.0	75.0	34.0	296.0	446.0	44.0	187.0	1.0		1.0		1.0		27.0		1.0			1.0			
NC_071998.2	1::NC_071998.2:128922444-128929188	6744	False	0.5405	1	2.0		13.0	70.0	1.0		34.0				22.0	1.0				1.0	18.0		2.0				76.0	2.0		1.0		329.0			1.0				187.0	101.0	26.0		264.0		1.0			74.0	27.0	286.0	447.0	45.0	189.0							26.0					1.0	1.0		
NC_071998.2	3::NC_071998.2:128922485-128929262	6777	False	0.539	1	2.0		11.0	76.0			27.0				19.0			1.0			18.0		3.0	1.0			75.0			1.0	2.0	328.0		1.0					178.0	106.0	27.0		257.0	1.0				81.0	31.0	301.0	448.0	49.0	186.0							29.0								
NC_071998.2	-2::NC_071998.2:129606004-129614722	8718	False	0.5097	0																					1367.0								1.0																					1.0		82.0				2.0				1.0	1449.0	3.0		
NC_071998.2	3::NC_071998.2:129606005-129614723	8718	False	0.5097	0																		1.0											3.0																				2.0	1367.0						82.0					1.0	1450.0		
NC_071998.2	-1::NC_071998.2:129606023-129615071	9048	False	0.5092	0																			1.0		15.0			1.0					2.0		1.0			1.0																1408.0						82.0					15.0	1490.0		
NC_071998.2	1::NC_071998.2:129606024-129614823	8799	False	0.5095	0																		1373.0											1456.0																				82.0	11.0												11.0		
NC_071990.2	-2::NC_071990.2:1986923-1994069	7146	False	0.4433	0		67.0	67.0	1.0	1.0	1.0		134.0	85.0		65.0	69.0		2.0	47.0	97.0			69.0	65.0		66.0	47.0	66.0	7.0	66.0	65.0	202.0	2.0	73.0	196.0	3.0	130.0	1.0	3.0	5.0	1.0	2.0	3.0	2.0	64.0			67.0	4.0	189.0	68.0	1.0				57.0		1.0	1.0				65.0	131.0		4.0	8.0	12.0
NC_071990.2	1::NC_071990.2:1986963-1993899	6936	False	0.4443	0					2.0	65.0	131.0		2.0	260.0	168.0	1.0		132.0	65.0	1.0		66.0	65.0	1.0		131.0		1.0		124.0	66.0	132.0		2.0	19.0	4.0	9.0	130.0	2.0	66.0	7.0	1.0		62.0	63.0	65.0	64.0	65.0			5.0	1.0	67.0	1.0	65.0	1.0			2.0	1.0				65.0	65.0	67.0		
NC_071990.2	3::NC_071990.2:23739887-23745878	5991	False	0.7466	1					1.0	52.0		2.0		2.0		1.0	306.0		114.0	351.0				3.0		5.0		111.0	6.0	1.0	1.0	1.0	543.0			4.0	12.0	1.0		2.0	1.0			1.0	3.0		2.0	1.0		1.0		1.0	1.0	1.0		2.0		6.0		1.0	7.0		8.0	3.0	114.0	309.0	16.0	
NC_071990.2	-2::NC_071990.2:23739917-23746157	6240	False	0.7322	1		1.0	1.0			71.0		2.0		2.0		1.0	306.0		115.0	372.0				2.0	1.0	4.0	1.0	111.0	13.0	1.0	2.0	1.0	543.0		1.0	20.0	11.0	2.0		2.0	1.0			1.0	4.0		2.0	1.0		2.0		1.0		1.0		2.0	1.0	6.0		1.0	7.0		8.0	10.0	114.0	314.0	16.0	2.0
NC_071990.2	-3::NC_071990.2:23739922-23746153	6231	False	0.7329	1		1.0		1.0		70.0		4.0	1.0	2.0	1.0		321.0	1.0	112.0	370.0	1.0			1.0	2.0			116.0	12.0	2.0		1.0	543.0	2.0	3.0	17.0	5.0		1.0		2.0			1.0	3.0	1.0		1.0		1.0		2.0		1.0		2.0	1.0	12.0			8.0	1.0	9.0	13.0	113.0	300.0	15.0	1.0
NC_071990.2	-1::NC_071990.2:23739975-23746149	6174	False	0.7362	1		1.0			1.0	74.0					1.0	1.0	321.0		115.0	359.0	1.0				1.0	2.0		116.0	8.0	3.0		1.0	544.0	1.0	2.0	21.0	8.0	1.0			1.0				1.0										1.0	3.0		12.0			11.0		5.0	11.0	110.0	306.0	15.0	
NC_071990.2	2::NC_071990.2:23739976-23746015	6039	False	0.7428	1						59.0		3.0					318.0		112.0	361.0	1.0							116.0	10.0	2.0			543.0		2.0	11.0	5.0								3.0	1.0						1.0		1.0		1.0		9.0			7.0		9.0	11.0	112.0	300.0	15.0	
NC_071990.2	-3::NC_071990.2:23816269-23827528	11259	False	0.6359	1	3.0	1.0	2.0	4.0	4.0	921.0		2.0		94.0	1.0	3.0	272.0	3.0	8.0	1064.0	4.0			2.0	2.0	2.0	1.0	4.0	11.0	5.0	2.0	1.0	500.0	2.0	3.0	16.0	164.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	8.0	1.0	5.0	3.0	2.0	6.0	4.0	3.0		1.0		81.0	19.0	7.0			21.0	3.0	3.0	17.0	3.0	441.0	10.0	5.0
NC_071990.2	-2::NC_071990.2:23816555-23827538	10983	False	0.6414	1		1.0	1.0		1.0	775.0				137.0	1.0	2.0	429.0		3.0	1187.0	4.0					1.0		3.0	14.0	3.0	1.0	1.0	424.0	1.0	1.0	2.0	98.0		1.0				1.0		11.0			1.0		7.0		6.0				94.0	20.0	10.0			26.0	1.0	2.0	10.0	1.0	374.0	2.0	4.0
NC_071990.2	-1::NC_071990.2:23816625-23827563	10938	False	0.641	1	1.0	1.0			1.0	710.0				79.0	1.0		335.0	2.0	2.0	1208.0	2.0		2.0					5.0	9.0	3.0	1.0	3.0	351.0		1.0	4.0	111.0		1.0		1.0				7.0		2.0			4.0		1.0				144.0	26.0	8.0			20.0	1.0	9.0	10.0	2.0	573.0	2.0	3.0
NC_071990.2	1::NC_071990.2:23816658-23822241	5583	False	0.662	1						277.0				12.0			187.0		2.0	624.0	1.0							2.0	5.0	2.0			205.0		1.0	1.0	43.0								1.0		1.0			1.0		1.0				68.0	25.0	4.0			18.0		9.0	7.0	2.0	360.0	2.0	
NC_071990.2	2::NC_071990.2:23816662-23827555	10893	False	0.6414	1					2.0	918.0	1.0	1.0		91.0		1.0	269.0		4.0	1057.0	3.0	1.0						2.0	8.0	2.0	1.0	1.0	499.0	1.0	2.0	3.0	161.0							1.0	8.0	1.0	1.0			4.0		1.0				80.0	19.0	7.0			20.0		2.0	10.0	1.0	439.0	9.0	
NC_071990.2	3::NC_071990.2:23819624-23827529	7905	False	0.6301	1					1.0	597.0				116.0			306.0		2.0	887.0	2.0					1.0		2.0	8.0	1.0			254.0			1.0	77.0								8.0					1.0		3.0				91.0		5.0			1.0			4.0		267.0		
NC_071990.2	2::NC_071990.2:172461484-172470706	9222	False	0.3776	0					2.0	1.0						23.0		67.0	467.0	89.0	81.0		1.0	41.0		13.0	1.0		273.0	5.0		444.0		469.0	40.0	1.0	1.0	212.0	1.0		1.0			256.0					271.0	8.0		229.0	1.0	20.0	48.0	1.0		4.0					1.0			1.0	1.0	
