clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_ACC	codon_TAA	codon_CCC	codon_CCT	codon_AAC	codon_AGC	codon_CTA	codon_GCC	codon_AGG	codon_AGT	codon_GGG	codon_TAG	codon_GAG	codon_TGG	codon_TGT	codon_CAT	codon_TTT	codon_GCT	codon_CTG	codon_GAA	codon_CTC	codon_TTC	codon_AAG	codon_CTT	codon_GAC	codon_GAT	codon_GGT	codon_GTA	codon_ATG	codon_GTG	codon_ATA	codon_TGA	codon_CGA	codon_CAG	codon_GTT	codon_TGC	codon_AAT	codon_ACG	codon_ACA	codon_TTG	codon_GGA	codon_TAT	codon_ATT	codon_ATC	codon_TCT	codon_CGG	codon_CAA	codon_CGT	codon_ACT	codon_CCA	codon_GTC	codon_TCG	codon_TAC	codon_GCG	codon_GGC	codon_CGC	codon_GCA	codon_CAC	codon_TCC	codon_CCG	codon_TCA	codon_AAA	codon_AGA	codon_TTA
NC_072390.2	3::NC_072390.2:3045032-3050390	5358	False	0.3962	0	5.0		10.0	21.0	7.0		14.0	2.0	1.0	5.0					7.0	202.0	55.0	6.0	1.0		10.0	269.0	1.0	28.0	2.0	5.0	1.0	3.0	4.0		7.0		1.0	6.0	32.0	10.0	24.0	13.0	56.0	17.0	1.0	17.0	226.0	10.0	11.0	1.0	27.0	24.0	19.0	207.0	3.0	6.0	13.0	1.0		4.0	12.0	80.0	230.0	8.0	32.0	8.0	3.0	18.0
NC_072390.2	1::NC_072390.2:3061584-3067542	5958	False	0.3927	0	9.0		7.0	30.0	5.0	1.0	12.0	4.0	1.0	7.0					10.0	212.0	58.0	3.0	4.0	1.0	10.0	273.0	2.0	23.0	2.0	6.0	1.0	4.0	5.0	2.0	10.0		7.0	4.0	27.0	19.0	29.0	6.0	79.0	25.0		30.0	254.0	14.0	27.0		30.0	29.0	23.0	239.0	4.0	4.0	15.0	1.0		2.0	19.0	106.0	221.0	6.0	36.0	3.0	2.0	23.0
NC_072390.2	2::NC_072390.2:3247867-3253339	5472	False	0.4019	0	2.0		9.0	13.0			7.0	3.0	3.0	3.0					13.0	222.0	30.0	2.0	3.0		9.0	244.0	7.0	37.0	2.0	5.0		3.0	4.0		8.0		3.0	5.0	40.0	19.0	21.0	13.0	53.0	23.0	1.0	14.0	263.0	7.0	18.0		17.0	20.0	13.0	247.0	2.0	2.0	14.0			1.0	16.0	89.0	231.0	11.0	31.0	9.0	2.0	10.0
NC_072390.2	2::NC_072390.2:3284083-3290200	6117	False	0.4035	1	7.0		14.0	24.0	6.0		15.0			5.0				1.0	13.0	232.0	54.0	2.0	7.0		10.0	300.0	4.0	37.0	6.0	7.0	1.0	3.0	7.0		10.0		6.0	2.0	27.0	16.0	28.0	12.0	88.0	23.0	1.0	11.0	240.0	9.0	20.0	1.0	29.0	32.0	18.0	240.0	3.0	3.0	25.0			4.0	20.0	100.0	252.0	8.0	28.0	7.0	1.0	20.0
NC_072390.2	2::NC_072390.2:3379831-3384907	5076	False	0.4025	0	4.0		11.0	17.0	3.0	2.0	6.0	4.0		5.0				1.0	4.0	237.0	41.0	5.0	2.0	1.0	9.0	230.0	2.0	22.0	1.0	3.0	2.0	2.0	5.0		5.0		3.0	6.0	14.0	21.0	17.0	11.0	65.0	19.0		15.0	221.0	14.0	15.0	1.0	22.0	11.0	15.0	212.0	5.0	4.0	14.0	1.0	2.0	3.0	18.0	65.0	221.0	5.0	23.0	10.0	1.0	14.0
NC_072390.2	-3::NC_072390.2:3890710-3895837	5127	False	0.4749	1		10.0			7.0	2.0			22.0	121.0	18.0	22.0	126.0	229.0	23.0	3.0	1.0	3.0	14.0	130.0		3.0	23.0		13.0	10.0	13.0	20.0	149.0	104.0	8.0	21.0	5.0	15.0	9.0	17.0	129.0	9.0	4.0	27.0	247.0	3.0	24.0	1.0		8.0	12.0	2.0	14.0		4.0	3.0	1.0	5.0	7.0		17.0	1.0				21.0	29.0	
NC_072390.2	1::NC_072390.2:5512506-5518053	5547	False	0.3937	0	5.0		6.0	25.0	5.0	1.0	11.0	1.0		6.0				1.0	1.0	238.0	41.0	2.0	3.0	1.0	8.0	263.0	1.0	37.0		4.0		2.0	3.0		16.0		4.0	6.0	23.0	26.0	24.0	9.0	65.0	15.0	1.0	23.0	248.0	10.0	22.0		16.0	20.0	14.0	234.0	6.0	4.0	26.0	1.0		2.0	16.0	62.0	236.0	9.0	25.0	5.0	1.0	15.0
NC_072390.2	1::NC_072390.2:5530989-5536428	5439	False	0.4026	0	5.0		8.0	18.0	8.0	2.0	9.0	3.0		7.0					7.0	207.0	57.0	3.0	2.0	1.0	11.0	270.0	3.0	30.0	1.0	8.0	2.0	5.0	7.0	1.0	9.0		4.0	6.0	21.0	19.0	10.0	13.0	69.0	21.0		15.0	237.0	8.0	14.0		15.0	28.0	18.0	206.0		4.0	12.0			5.0	19.0	91.0	238.0	9.0	26.0	4.0	3.0	14.0
NC_072390.2	3::NC_072390.2:7507295-7512359	5064	False	0.3912	1	4.0		9.0	23.0	4.0	1.0	9.0	2.0	1.0	9.0					2.0	210.0	46.0	2.0	3.0	5.0	7.0	245.0	1.0	31.0	2.0	5.0			4.0	1.0	8.0		2.0	9.0	25.0	23.0	17.0	3.0	66.0	13.0	2.0	24.0	225.0	8.0	10.0		25.0	12.0	6.0	199.0	2.0	2.0	15.0	2.0		4.0	15.0	68.0	202.0	11.0	36.0	8.0	2.0	18.0
NC_072390.2	3::NC_072390.2:7626110-7631792	5682	False	0.3923	0	5.0		12.0	24.0	6.0	1.0	14.0	1.0		4.0					8.0	221.0	48.0	2.0	3.0	1.0	7.0	273.0	2.0	44.0	5.0	5.0	1.0	1.0	2.0		7.0			8.0	32.0	15.0	26.0	3.0	77.0	23.0		17.0	258.0	9.0	23.0		27.0	8.0	18.0	229.0	3.0	1.0	10.0	1.0	1.0	2.0	17.0	81.0	242.0	9.0	39.0	3.0	2.0	13.0
NC_072390.2	1::NC_072390.2:7826001-7831710	5709	False	0.3999	0	5.0		10.0	21.0	4.0	1.0	15.0	1.0	1.0	7.0				2.0	11.0	238.0	46.0	4.0	2.0	1.0	15.0	249.0	2.0	45.0		2.0	4.0		7.0	2.0	11.0		4.0	5.0	24.0	26.0	15.0	12.0	80.0	15.0	2.0	13.0	253.0	21.0	21.0		25.0	21.0	11.0	230.0	2.0	2.0	15.0	1.0		7.0	13.0	69.0	248.0	4.0	36.0	7.0	3.0	12.0
NC_072390.2	1::NC_072390.2:7998402-8003562	5160	False	0.4008	0	5.0		6.0	20.0	4.0	1.0	10.0	1.0		2.0			1.0	1.0	4.0	209.0	47.0	1.0	9.0		10.0	260.0	1.0	30.0	4.0	8.0	1.0		3.0	1.0	9.0		4.0	3.0	27.0	12.0	18.0	17.0	62.0	16.0		18.0	210.0	11.0	13.0		22.0	18.0	17.0	197.0	4.0	13.0	15.0	2.0			18.0	76.0	224.0	6.0	28.0	5.0	1.0	15.0
NC_072390.2	3::NC_072390.2:9218828-9224189	5361	False	0.3934	0	6.0		8.0	19.0	3.0	2.0	15.0	2.0		4.0				1.0	3.0	217.0	45.0	1.0	2.0	3.0	4.0	238.0	1.0	25.0	2.0	1.0		1.0	2.0	1.0	12.0		4.0	8.0	28.0	17.0	27.0	9.0	57.0	17.0		19.0	242.0	8.0	21.0	1.0	20.0	24.0	22.0	223.0	5.0	6.0	25.0			3.0	11.0	81.0	216.0	10.0	40.0	3.0	2.0	20.0
NC_072390.2	2::NC_072390.2:9892675-9898321	5646	False	0.3941	1	7.0		10.0	18.0	3.0	1.0	11.0	2.0		4.0				1.0	3.0	226.0	50.0	3.0	1.0	1.0	9.0	267.0	1.0	37.0	1.0	7.0	1.0	5.0	7.0		9.0		1.0	8.0	27.0	11.0	23.0	11.0	69.0	21.0		8.0	258.0	6.0	13.0	1.0	31.0	14.0	12.0	228.0	2.0	3.0	15.0			3.0	20.0	97.0	238.0	5.0	43.0	4.0	3.0	22.0
NC_072390.2	-1::NC_072390.2:9974574-9979782	5208	False	0.394	0		22.0		1.0	26.0	4.0			21.0	18.0	13.0	10.0	5.0	186.0	58.0	3.0	9.0	1.0	4.0	250.0	1.0	3.0	33.0		5.0	10.0	4.0	8.0	213.0	74.0	12.0	29.0	6.0	4.0	4.0	20.0	245.0	15.0	7.0	27.0	223.0	11.0	22.0	3.0	1.0	8.0	13.0	8.0	2.0	1.0	4.0	6.0	2.0	4.0	3.0		23.0					35.0	16.0	
NC_072390.2	-2::NC_072390.2:10461890-10467887	5997	False	0.399	0		18.0			27.0	3.0		1.0	28.0	20.0	10.0	11.0	9.0	224.0	71.0	4.0	10.0		6.0	304.0		3.0	41.0	1.0	2.0	11.0	7.0	18.0	257.0	83.0	19.0	35.0	4.0	9.0	4.0	18.0	266.0	19.0	4.0	17.0	259.0	10.0	13.0	6.0	1.0	11.0	17.0	13.0	5.0			3.0	3.0	3.0	2.0	1.0	29.0	1.0		1.0		45.0	12.0	
NC_072390.2	-3::NC_072390.2:11982319-11989171	6852	False	0.4021	0	1.0	19.0		1.0	34.0	2.0		3.0	34.0	18.0	10.0	17.0	6.0	270.0	92.0	5.0	7.0	1.0	6.0	332.0		2.0	38.0		5.0	10.0	8.0	27.0	270.0	123.0	16.0	26.0	6.0	6.0	6.0	19.0	317.0	16.0	10.0	17.0	299.0	9.0	19.0	7.0	6.0	19.0	15.0	6.0	4.0		2.0	4.0	5.0	3.0	4.0		23.0	1.0		1.0		61.0	16.0	
NC_072390.2	2::NC_072390.2:12285307-12290581	5274	False	0.4564	0	7.0		19.0	25.0	20.0	1.0	27.0	4.0		7.0				1.0	2.0	128.0	32.0	6.0	14.0	2.0	119.0	155.0	1.0	24.0		3.0			4.0	2.0	5.0		3.0	9.0	10.0	17.0	25.0	3.0	13.0	8.0		14.0	146.0	15.0	26.0	1.0	25.0	3.0	122.0	239.0	8.0	4.0	24.0			1.0	16.0	113.0	242.0	7.0	31.0	8.0		17.0
NC_072390.2	-3::NC_072390.2:12864958-12869986	5028	False	0.4002	0	2.0	18.0			41.0	1.0			19.0	24.0	4.0	12.0	7.0	189.0	51.0	5.0	10.0		5.0	251.0		1.0	26.0		4.0	8.0	4.0	16.0	201.0	75.0	16.0	26.0	7.0	5.0	3.0	18.0	195.0	21.0	8.0	18.0	200.0	6.0	16.0	8.0	2.0	8.0	20.0	20.0	3.0	2.0	6.0	5.0	5.0	3.0	3.0		14.0		1.0			44.0	19.0	
NC_072390.2	1::NC_072390.2:13032540-13037598	5058	False	0.3956	0	5.0		8.0	29.0	5.0		7.0	2.0	1.0	3.0					4.0	213.0	50.0	1.0	3.0	2.0	14.0	223.0		35.0		1.0		2.0	2.0		6.0		6.0	6.0	20.0	10.0	27.0	9.0	49.0	16.0		11.0	233.0	8.0	16.0		18.0	9.0	16.0	207.0	6.0	7.0	16.0		1.0	4.0	19.0	66.0	231.0	4.0	27.0	6.0	3.0	19.0
NC_072390.2	2::NC_072390.2:14651026-14656279	5253	False	0.3984	0	6.0		8.0	15.0	3.0	1.0	10.0	4.0		1.0				2.0	9.0	207.0	39.0	1.0	2.0	1.0	6.0	250.0	6.0	32.0	2.0	6.0	1.0	4.0	4.0	1.0	6.0		2.0	5.0	30.0	19.0	24.0	22.0	54.0	20.0		17.0	240.0	8.0	18.0	1.0	13.0	18.0	15.0	224.0		2.0	15.0	1.0		1.0	13.0	80.0	228.0	5.0	25.0	5.0	2.0	17.0
NC_072390.2	3::NC_072390.2:15201821-15206927	5106	False	0.3978	0	7.0		8.0	23.0	13.0	1.0	9.0	3.0	4.0	8.0				1.0	8.0	195.0	49.0		3.0	1.0	9.0	234.0	1.0	28.0	1.0	5.0		3.0	7.0		10.0		5.0	8.0	26.0	17.0	24.0	12.0	56.0	14.0		15.0	222.0	7.0	20.0		18.0	24.0	13.0	189.0	2.0	4.0	16.0				22.0	74.0	220.0	12.0	27.0	10.0	1.0	13.0
NC_072390.2	2::NC_072390.2:95197996-95203009	5013	False	0.7026	1	74.0		105.0	37.0		20.0	1.0	33.0	72.0		31.0		5.0	1.0	1.0	1.0		18.0	5.0		92.0	1.0	21.0		2.0	40.0	40.0		1.0	3.0				107.0		2.0		1.0	47.0		3.0			39.0	39.0	72.0	20.0	1.0	4.0	94.0	39.0	50.0			103.0	41.0	116.0	120.0	75.0	52.0	5.0		37.0	
NC_072390.2	-1::NC_072390.2:95198100-95203302	5202	False	0.6984	1	86.0		110.0	42.0	2.0	21.0		35.0	78.0	1.0	27.0		3.0	3.0	4.0	2.0		16.0	6.0	1.0	92.0	2.0	18.0		2.0	39.0	41.0		1.0	1.0		2.0		109.0		5.0	1.0	1.0	45.0	1.0	6.0		2.0	41.0	40.0	68.0	22.0		7.0	94.0	40.0	54.0	1.0		104.0	39.0	116.0	129.0	76.0	58.0		1.0	39.0	
NC_072390.2	1::NC_072390.2:95198106-95203149	5043	False	0.7014	0	77.0		105.0	41.0	1.0	20.0		35.0	78.0	1.0	27.0		3.0	2.0	2.0	1.0		16.0	6.0		91.0	2.0	18.0		2.0	39.0	41.0							108.0		4.0		1.0	43.0		6.0		1.0	40.0	40.0	68.0	22.0		6.0	88.0	39.0	54.0			102.0	38.0	114.0	125.0	76.0	58.0		1.0	39.0	
NC_072393.2	-2::NC_072393.2:891-6444	5553	False	0.5001	0	1.0	446.0	446.0	479.0	479.0																																																											
NC_072393.2	2::NC_072393.2:892-6445	5553	False	0.5003	0	479.0		1.0	446.0	446.0		479.0																																																									
NC_072393.2	1::NC_072393.2:4562511-4577508	14997	False	0.5677	1	204.0		685.0	293.0	4.0	92.0	245.0	132.0		5.0					4.0	183.0			2.0		405.0	119.0		3.0	1.0	3.0					8.0		11.0	125.0		3.0	153.0	1.0	129.0			5.0	139.0	220.0	276.0	2.0	129.0	12.0	58.0	415.0	25.0	2.0	224.0			15.0	6.0	149.0	341.0	38.0	118.0	11.0	4.0	
NC_072393.2	2::NC_072393.2:4567480-4575133	7653	False	0.5683	1	89.0		364.0	151.0	5.0	55.0	110.0	54.0		2.0					2.0	88.0		3.0	2.0		203.0	68.0	3.0	2.0	2.0	3.0	1.0			2.0	4.0		8.0	66.0			55.0		59.0			2.0	64.0	123.0	150.0		91.0	13.0	29.0	181.0	9.0		127.0			3.0		105.0	162.0	16.0	69.0	2.0	3.0	1.0
NC_072393.2	3::NC_072393.2:4574201-4582085	7884	False	0.5701	1	123.0		352.0	149.0	4.0	68.0	113.0	69.0	3.0	1.0			1.0	1.0	3.0	116.0		7.0	6.0	3.0	203.0	65.0	4.0	5.0	4.0	9.0	1.0			2.0	5.0		1.0	47.0		3.0	87.0	2.0	73.0		2.0	3.0	45.0	83.0	149.0		87.0	15.0	37.0	158.0	12.0		105.0		1.0	2.0		97.0	213.0	21.0	67.0	1.0		
NC_072393.2	2::NC_072393.2:4575136-4582363	7227	False	0.5691	1	103.0		303.0	126.0	4.0	60.0	94.0	50.0	4.0	3.0	3.0		8.0	3.0	3.0	75.0	2.0	1.0	10.0	4.0	198.0	77.0	2.0	1.0	3.0	2.0		1.0	7.0	2.0	2.0		10.0	63.0	1.0	5.0	45.0	2.0	53.0	1.0	8.0	4.0	58.0	93.0	133.0	1.0	78.0	8.0	30.0	189.0	15.0		114.0		3.0	4.0	7.0	89.0	144.0	17.0	73.0	5.0	5.0	
NC_072393.2	-3::NC_072393.2:9195524-9212183	16659	False	0.489	2	53.0	34.0	66.0	60.0	59.0	90.0		40.0	208.0	265.0	92.0	26.0	51.0	152.0	396.0	171.0	81.0	164.0	71.0	52.0	168.0	163.0	74.0	58.0	77.0	110.0	331.0	16.0	67.0	45.0	22.0	270.0	15.0	94.0	48.0	89.0	70.0	3.0		57.0	267.0	62.0	62.0	75.0	73.0	4.0	74.0	34.0	107.0	36.0	102.0	3.0	32.0	5.0	102.0	9.0		141.0	75.0	7.0		54.0	321.0	
NC_072393.2	-3::NC_072393.2:9216467-9226130	9663	False	0.4921	2	28.0	22.0	49.0	30.0	37.0	68.0		37.0	92.0	177.0	65.0	17.0	55.0	122.0	226.0	69.0	38.0	93.0	39.0	30.0	87.0	87.0	47.0	40.0	57.0	47.0	158.0	11.0	33.0	26.0	12.0	162.0	8.0	44.0	40.0	79.0	40.0	4.0		20.0	112.0	27.0	41.0	46.0	57.0	8.0	47.0	14.0	94.0	29.0	39.0		25.0	1.0	61.0	3.0	1.0	41.0	73.0	2.0		37.0	167.0	
NC_072393.2	-3::NC_072393.2:62098871-62104136	5265	False	0.6876	1	2.0	2.0	9.0	4.0	2.0	2.0			254.0	6.0	424.0	1.0	268.0	18.0	2.0	5.0	2.0	1.0	3.0	89.0	3.0	5.0	77.0	4.0	22.0	8.0	8.0	2.0	18.0	7.0	1.0	5.0	7.0	10.0		5.0	6.0	24.0	6.0	1.0	292.0	5.0	4.0		7.0	26.0	1.0		1.0	2.0			4.0	3.0	10.0		13.0	2.0	6.0	1.0		14.0	51.0	
NC_072393.2	-2::NC_072393.2:62098875-62104017	5142	False	0.6929	1	2.0		2.0	6.0	2.0	1.0			271.0	8.0	427.0	1.0	256.0	14.0			3.0	4.0	3.0	65.0	4.0	2.0	88.0	2.0	23.0	11.0	5.0	3.0	11.0	8.0	2.0	9.0	4.0	11.0		2.0	3.0	19.0	4.0	1.0	273.0		4.0	1.0	2.0	23.0	8.0		2.0	2.0	2.0		1.0	7.0	16.0	1.0	5.0	1.0	4.0			11.0	74.0	
NC_072393.2	-3::NC_072393.2:65234909-65240693	5784	False	0.5003	0									221.0		1.0	742.0															743.0	1.0							220.0																													
NC_072393.2	1::NC_072393.2:65234910-65240688	5778	False	0.5002	0									742.0		221.0																	1.0							742.0																													220.0
NC_072385.2	-2::NC_072385.2:2812-10261	7449	False	0.4999	0	1.0	1060.0	1060.0	181.0	180.0																																																									1.0		
NC_072385.2	3::NC_072385.2:2813-11108	8295	False	0.5138	0	180.0		4.0	1190.0	1092.0		181.0		3.0							1.0									6.0	1.0												1.0			1.0			1.0		1.0				1.0	1.0				1.0	2.0		96.0		1.0	1.0			
NC_072385.2	-1::NC_072385.2:4544-11084	6540	False	0.5171	0			4.0	1081.0	984.0				3.0																6.0													1.0						1.0		1.0				1.0	1.0					1.0		95.0		1.0				
NC_072385.2	1::NC_072385.2:4545-11133	6588	False	0.5176	0	1086.0		1.0		1.0		984.0	2.0					1.0					1.0	3.0		96.0						1.0		1.0				1.0	1.0		1.0		1.0			1.0			2.0		1.0	1.0	1.0							2.0				1.0	4.0	1.0	1.0		
NC_072385.2	1::NC_072385.2:3309864-3315681	5817	False	0.4078	1	6.0		8.0	24.0	2.0		15.0	4.0		6.0				2.0	6.0	233.0	53.0	2.0	4.0	1.0	8.0	267.0	1.0	35.0	2.0	3.0	4.0	2.0	8.0		8.0		4.0	9.0	29.0	41.0	21.0	11.0	71.0	24.0		14.0	246.0	14.0	16.0		24.0	16.0	19.0	231.0	4.0	4.0	16.0	1.0		3.0	23.0	97.0	252.0	7.0	20.0	4.0	3.0	11.0
NC_072385.2	2::NC_072385.2:4961245-4966675	5430	False	0.461	0	11.0		9.0	17.0	8.0	2.0	17.0	6.0		6.0				1.0	4.0	138.0	26.0	6.0	14.0	1.0	140.0	166.0	1.0	20.0	1.0	1.0		2.0	3.0		8.0			10.0	19.0	23.0	16.0	1.0	19.0	4.0		9.0	157.0	9.0	49.0		24.0	8.0	129.0	228.0	8.0	4.0	27.0				13.0	138.0	236.0	16.0	40.0	6.0	1.0	8.0
NC_072385.2	1::NC_072385.2:5097699-5103729	6030	False	0.3909	0	6.0		9.0	24.0	1.0	1.0	9.0		1.0	1.0					5.0	271.0	52.0	3.0	2.0	8.0	15.0	283.0		31.0	1.0	7.0	2.0	1.0	5.0		15.0		2.0	4.0	21.0	22.0	28.0	10.0	70.0	23.0		24.0	269.0	5.0	21.0		33.0	15.0	22.0	214.0	6.0	3.0	17.0			6.0	32.0	62.0	285.0	11.0	24.0	7.0	1.0	20.0
NC_072385.2	2::NC_072385.2:6200182-6205699	5517	False	0.3919	0	6.0		4.0	16.0	7.0	1.0	11.0	2.0		1.0					4.0	239.0	30.0		2.0	3.0	9.0	272.0	1.0	38.0	1.0	7.0		4.0	7.0	1.0	11.0		2.0	3.0	14.0	17.0	29.0	8.0	84.0	21.0		17.0	247.0	8.0	13.0		24.0	11.0	16.0	212.0	5.0	3.0	15.0			4.0	17.0	72.0	261.0	6.0	25.0	7.0	6.0	15.0
NC_072385.2	2::NC_072385.2:7152484-7157767	5283	False	0.4039	0	9.0		12.0	25.0	6.0	2.0	7.0		1.0	4.0	1.0			1.0	5.0	214.0	42.0	2.0	2.0	1.0	10.0	253.0	3.0	34.0	3.0	6.0	1.0	2.0	4.0	2.0	6.0		5.0	6.0	25.0	21.0	17.0	13.0	60.0	17.0		14.0	227.0	16.0	17.0	1.0	18.0	16.0	20.0	212.0	1.0	5.0	20.0	1.0		5.0	11.0	78.0	217.0	9.0	26.0	5.0	3.0	17.0
NC_072385.2	1::NC_072385.2:7756602-7765911	9309	False	0.3959	0	13.0		18.0	39.0	9.0	2.0	28.0	5.0	1.0	5.0			1.0	1.0	5.0	385.0	76.0	5.0	1.0	2.0	14.0	472.0	1.0	54.0	5.0	8.0	2.0	5.0	5.0		19.0		3.0	8.0	38.0	28.0	40.0	27.0	112.0	35.0	1.0	32.0	399.0	4.0	23.0		47.0	22.0	34.0	346.0	6.0	8.0	36.0	1.0		3.0	26.0	139.0	399.0	16.0	48.0	6.0	6.0	29.0
NC_072385.2	-3::NC_072385.2:8131038-8136807	5769	False	0.3921	0		28.0		1.0	17.0				28.0	22.0	9.0	9.0	15.0	232.0	55.0	3.0	9.0		5.0	280.0	1.0	4.0	36.0		6.0	6.0	6.0	13.0	240.0	85.0	12.0	27.0	9.0	4.0	6.0	24.0	270.0	10.0	3.0	21.0	247.0	10.0	24.0		2.0	8.0	14.0	9.0	4.0		1.0	6.0	2.0	6.0	2.0		17.0					64.0	11.0	
NC_072385.2	-3::NC_072385.2:9270657-9276699	6042	False	0.403	0	2.0	21.0			29.0	2.0		2.0	26.0	18.0	9.0	9.0	14.0	256.0	75.0	14.0	10.0	1.0	5.0	269.0		1.0	39.0	1.0	4.0	16.0	12.0	15.0	233.0	98.0	11.0	21.0	8.0	2.0	8.0	20.0	258.0	16.0	12.0	17.0	243.0	14.0	29.0	3.0	2.0	5.0	21.0	10.0	4.0	3.0	5.0	5.0		5.0	2.0	1.0	26.0	2.0	2.0	3.0		52.0	23.0	
NC_072385.2	-1::NC_072385.2:9384272-9389303	5031	False	0.3961	0		17.0		1.0	25.0	3.0			19.0	22.0	8.0	15.0	13.0	179.0	67.0	2.0	3.0		4.0	241.0			23.0	3.0	5.0	9.0	4.0	16.0	206.0	65.0	20.0	28.0	1.0	2.0	8.0	12.0	227.0	20.0	5.0	26.0	224.0	7.0	13.0	7.0	3.0	11.0	17.0	11.0	7.0	1.0	2.0	3.0	1.0	3.0	1.0	1.0	19.0		1.0			34.0	12.0	
NC_072385.2	-1::NC_072385.2:10427765-10433384	5619	False	0.3981	1		18.0			33.0	6.0			25.0	24.0	12.0	15.0	23.0	212.0	62.0	5.0	5.0		8.0	270.0		1.0	35.0			9.0	10.0	19.0	238.0	72.0	17.0	32.0	10.0	3.0	3.0	16.0	238.0	13.0	2.0	34.0	241.0	8.0	24.0	3.0	2.0	11.0	13.0	12.0			1.0	4.0	1.0	1.0	2.0		15.0					49.0	16.0	
NC_072385.2	1::NC_072385.2:10603920-10609800	5880	False	0.3956	0	11.0		8.0	19.0	3.0		15.0	4.0	1.0	3.0				1.0	1.0	252.0	49.0	4.0	5.0	1.0	12.0	267.0	2.0	29.0	1.0	3.0		1.0	5.0		12.0		4.0	12.0	18.0	15.0	32.0	10.0	69.0	26.0		10.0	263.0	9.0	21.0		21.0	21.0	17.0	240.0	2.0	5.0	21.0	1.0		2.0	18.0	80.0	258.0	7.0	35.0	12.0	3.0	19.0
NC_072385.2	-2::NC_072385.2:12403048-12408361	5313	False	0.3996	0		11.0			21.0	4.0			20.0	13.0	4.0	10.0	6.0	219.0	53.0	3.0	4.0	2.0	1.0	253.0		3.0	33.0	3.0	4.0	8.0	6.0	7.0	220.0	65.0	18.0	34.0	3.0	5.0	3.0	14.0	252.0	21.0	8.0	15.0	247.0	5.0	24.0	8.0	4.0	17.0	12.0	10.0		2.0	3.0	2.0	1.0	3.0	2.0	1.0	18.0		2.0	1.0		44.0	19.0	
NC_072385.2	-3::NC_072385.2:12752868-12757980	5112	False	0.3926	0		11.0		1.0	18.0	2.0		2.0	15.0	13.0	5.0	10.0	5.0	206.0	64.0	4.0	2.0	3.0	3.0	240.0		2.0	27.0		1.0	15.0	12.0	20.0	201.0	75.0	23.0	24.0	4.0	6.0	4.0	20.0	230.0	18.0	6.0	17.0	215.0	12.0	21.0	2.0	2.0	8.0	17.0	7.0	6.0	1.0	1.0	2.0	4.0	1.0	2.0	1.0	16.0	2.0		1.0		53.0	21.0	
NC_072385.2	-1::NC_072385.2:12835091-12840185	5094	False	0.3991	0	1.0	13.0			35.0	4.0			21.0	15.0	10.0	14.0	10.0	202.0	47.0	8.0	5.0		4.0	244.0		4.0	27.0	1.0	8.0	7.0	4.0	11.0	215.0	77.0	15.0	29.0	3.0	2.0	7.0	19.0	215.0	14.0	3.0	26.0	208.0	15.0	16.0	4.0		6.0	18.0	12.0	3.0	1.0	3.0	2.0	3.0	4.0	2.0		16.0	1.0	1.0			43.0	20.0	
NC_072385.2	-1::NC_072385.2:12844475-12852515	8040	False	0.4062	0	1.0	28.0			40.0	3.0		2.0	34.0	21.0	17.0	9.0	22.0	330.0	88.0	4.0	13.0	1.0	12.0	360.0		1.0	39.0		6.0	17.0	19.0	35.0	299.0	134.0	16.0	52.0	9.0	7.0	6.0	30.0	347.0	49.0	9.0	33.0	324.0	19.0	24.0	8.0	4.0	5.0	17.0	20.0	10.0	1.0	9.0	4.0	2.0	2.0	4.0	1.0	31.0			2.0		79.0	21.0	
NC_072385.2	-2::NC_072385.2:13368991-13374322	5331	False	0.3926	0		19.0			14.0	1.0			18.0	20.0	12.0	13.0	8.0	195.0	69.0	9.0	10.0		6.0	260.0		2.0	25.0		8.0	8.0	10.0	22.0	224.0	69.0	12.0	30.0	5.0	2.0	3.0	20.0	234.0	13.0	3.0	25.0	233.0	12.0	30.0	7.0	2.0	11.0	13.0	13.0	1.0		3.0	5.0	3.0	1.0	4.0	1.0	13.0					47.0	9.0	
NC_072385.2	-2::NC_072385.2:13421212-13427266	6054	False	0.3915	0	1.0	20.0		1.0	18.0	4.0			23.0	14.0	7.0	16.0	7.0	216.0	61.0	5.0	9.0		7.0	287.0		3.0	37.0	2.0	4.0	10.0	9.0	22.0	266.0	69.0	16.0	45.0	4.0	3.0	4.0	22.0	255.0	12.0	8.0	26.0	261.0	15.0	33.0	6.0	3.0	12.0	16.0	10.0	5.0	1.0	1.0	6.0	1.0	6.0	9.0	2.0	29.0	4.0				66.0	19.0	
NC_072385.2	-3::NC_072385.2:13457250-13462821	5571	False	0.4019	0	2.0	20.0		1.0	18.0				20.0	16.0	10.0	14.0	12.0	222.0	67.0	3.0	8.0		3.0	272.0		2.0	34.0	4.0	4.0	17.0	6.0	24.0	221.0	80.0	15.0	28.0	4.0	5.0	4.0	11.0	232.0	28.0	10.0	18.0	241.0	9.0	18.0	5.0	3.0	8.0	12.0	20.0	8.0			6.0	1.0	3.0	2.0		17.0	3.0				47.0	19.0	
