clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_AGC	codon_AAC	codon_CAC	codon_TGG	codon_GTC	codon_ACA	codon_CCC	codon_AAG	codon_ACG	codon_TCA	codon_TCC	codon_AGG	codon_GCA	codon_CTC	codon_TAC	codon_AGT	codon_TTG	codon_ATA	codon_AAA	codon_TAT	codon_CTG	codon_CGA	codon_TTT	codon_CAG	codon_GGT	codon_GCT	codon_GAA	codon_GCC	codon_TTC	codon_CCA	codon_TGC	codon_TTA	codon_GTG	codon_ACC	codon_TGT	codon_GAC	codon_CAT	codon_CTT	codon_ATC	codon_CCT	codon_TCT	codon_CGC	codon_CAA	codon_ACT	codon_AGA	codon_GGC	codon_TCG	codon_CGT	codon_CCG	codon_AAT	codon_CTA	codon_GTA	codon_ATG	codon_ATT	codon_GAT	codon_GAG	codon_GGG	codon_GTT	codon_GGA	codon_GCG	codon_CGG
NC_071994.2	1::NC_071994.2:1004799-1013100(+)	8301	False	0.6205	1	4.0	393.0	711.0	19.0	6.0	115.0	333.0	2.0	1.0	3.0	12.0	1.0		9.0	149.0	11.0			1.0	12.0		1.0		33.0	110.0			16.0	1.0	2.0	7.0			215.0	1.0	270.0	107.0		13.0	9.0	1.0	43.0	2.0	2.0	5.0	2.0	1.0	4.0	4.0	6.0				9.0	6.0	27.0			2.0		86.0
NC_071994.2	2::NC_071994.2:1096249-1113430(+)	17181	False	0.571	2	537.0	67.0	55.0	41.0	33.0	645.0	160.0	72.0	43.0	50.0	159.0	45.0	37.0	44.0	35.0	39.0	27.0	26.0	45.0	5.0	46.0	24.0	31.0	153.0	43.0	196.0	64.0	146.0	32.0	93.0	124.0		134.0	727.0	28.0	70.0	31.0	11.0	112.0	317.0	317.0	32.0	19.0	226.0	48.0	67.0	22.0	12.0	52.0	7.0	5.0	20.0	18.0	6.0	13.0	106.0	35.0	60.0	71.0	4.0	40.0
NC_071994.2	2::NC_071994.2:1161730-1175959(+)	14229	False	0.6346	2	133.0	51.0	67.0	54.0	46.0	380.0	266.0	25.0	178.0	35.0	347.0	67.0	100.0	63.0	28.0	37.0	10.0	5.0	43.0	1.0	152.0	4.0	23.0	80.0	19.0	62.0	35.0	318.0	50.0	163.0	49.0	1.0	117.0	676.0	23.0	44.0	9.0	33.0	70.0	39.0	27.0	22.0	9.0	232.0	13.0	124.0	20.0	12.0	32.0	12.0	21.0	5.0	68.0	8.0	3.0	72.0	104.0	5.0	18.0	21.0	12.0
NC_071994.2	2::NC_071994.2:12196426-12214498(+)	18072	False	0.4904	2	64.0	68.0	58.0	33.0	97.0	29.0	263.0	417.0	9.0	49.0	69.0	8.0	61.0	40.0	4.0	57.0	103.0	35.0	441.0	5.0	150.0	4.0	64.0	35.0	153.0	78.0	202.0	70.0	94.0	240.0	2.0	32.0	316.0	22.0	10.0	244.0	43.0	58.0	124.0	220.0	90.0	4.0	30.0	34.0	10.0	201.0	13.0	6.0	22.0	73.0	24.0	51.0	266.0	136.0	389.0	147.0	125.0	160.0	158.0	10.0	4.0
NC_072007.2	-3::NC_072007.2:6974746-6982837(-)	8091	False	0.4059	0		12.0	128.0			98.0	9.0	1.0	7.0	54.0	363.0		44.0	30.0	38.0	4.0	28.0	15.0	12.0	28.0	7.0	3.0	63.0	4.0	4.0	7.0	1.0	3.0	368.0	325.0	33.0	22.0		2.0	2.0	3.0	351.0	35.0	14.0	30.0	36.0		20.0	41.0				27.0	19.0	17.0	16.0	1.0	4.0	343.0	1.0			20.0		4.0	
NC_072007.2	-1::NC_072007.2:6974985-6983718(-)	8733	False	0.4036	0		2.0	125.0	3.0	2.0	107.0	22.0	1.0	6.0	28.0	391.0		23.0	33.0	41.0	3.0	39.0	16.0	7.0	19.0	5.0	2.0	63.0	8.0			3.0	9.0	380.0	342.0	34.0	22.0		25.0	5.0	1.0	390.0	59.0	23.0	32.0	17.0		39.0	54.0	4.0		9.0	29.0	9.0	31.0	19.0		8.0	380.0	3.0			37.0			1.0
NC_072007.2	2::NC_072007.2:8377363-8385088(+)	7725	False	0.4038	0	1.0	6.0	120.0	1.0	6.0	100.0	12.0	1.0	19.0	32.0	323.0	1.0	28.0	17.0	23.0	4.0	34.0	12.0	11.0	14.0	4.0	7.0	71.0	5.0	2.0	1.0	1.0	2.0	373.0	305.0	35.0	20.0	1.0	5.0	15.0	3.0	327.0	42.0	8.0	30.0	11.0	3.0	41.0	19.0	2.0		5.0	29.0	14.0	23.0	13.0	5.0	12.0	318.0	6.0	1.0		50.0		1.0	
NC_072007.2	2::NC_072007.2:11475070-11482765(+)	7695	False	0.4027	1	1.0	11.0	111.0	1.0	2.0	93.0	15.0	3.0	20.0	46.0	341.0	2.0	18.0	10.0	25.0	9.0	25.0	11.0	9.0	15.0	6.0	10.0	78.0	8.0	5.0	3.0		4.0	362.0	293.0	23.0	20.0	1.0	8.0	10.0	1.0	318.0	36.0	9.0	31.0	22.0	4.0	25.0	27.0	1.0	1.0	6.0	38.0	12.0	27.0	20.0	2.0	9.0	324.0	4.0			45.0	1.0	1.0	2.0
NC_072007.2	-3::NC_072007.2:57131536-57139204(-)	7668	False	0.5312	0		255.0					1.0															238.0												1022.0						255.0			1.0								784.0										
NC_072007.2	3::NC_072007.2:57131537-57139205(+)	7668	False	0.531	0				1.0								784.0													2.0							255.0																									254.0	1022.0			238.0
NC_071995.2	2::NC_071995.2:38089258-38100541(+)	11283	False	0.4878	0		2.0	2.0	5.0	8.0	570.0		6.0	11.0	408.0	2.0	19.0	63.0	4.0	4.0	27.0	10.0	68.0	44.0	3.0	13.0	6.0	12.0	8.0	36.0	240.0	130.0	7.0	1.0	117.0	1.0	45.0	236.0	17.0		4.0		6.0	3.0	19.0	66.0		31.0	293.0	88.0	15.0	5.0		3.0	20.0	120.0	50.0	16.0	35.0	9.0	47.0	307.0	61.0	433.0	4.0	1.0
NC_071995.2	-3::NC_071995.2:132269655-132278790(-)	9135	False	0.5026	0		1508.0					7.0																							5.0				14.0						1501.0									6.0		4.0										
NC_071995.2	2::NC_071995.2:132269656-132278791(+)	9135	False	0.5025	0												4.0					6.0						1.0		1.0				6.0			1495.0																				6.0					1518.0	8.0			
NC_071995.2	-1::NC_071995.2:132269729-132278879(-)	9150	False	0.502	0		15.0					6.0															6.0								6.0				1504.0						15.0			5.0								1493.0										
NC_071995.2	1::NC_071995.2:132269730-132278880(+)	9150	False	0.5019	0				5.0								1493.0													7.0							15.0																									20.0	1504.0			6.0
NC_071988.2	-1::NC_071988.2:88915822-88924069(-)	8247	False	0.5715	1	2.0	2.0		3.0	2.0	1.0				1.0			4.0	1.0	1.0	16.0	2.0	1.0	1.0	11.0	3.0		2.0		1883.0	5.0			4.0		2.0		37.0		74.0	1.0		1.0	1.0				3.0		2.0	12.0			1.0	7.0			8.0		618.0	2.0	5.0	27.0	1.0	2.0	
NC_071988.2	2::NC_071988.2:88915864-88924225(+)	8361	False	0.57	1	5.0	27.0	37.0		1.0	74.0	5.0	1.0		6.0	1.0		2.0	2.0			2.0	16.0	1.0	4.0	4.0		1.0	4.0		1.0	2.0	11.0		17.0	5.0			1884.0	1.0	2.0	9.0		618.0	1.0	2.0	2.0	4.0	17.0					2.0	1.0	2.0	2.0		7.0				2.0	1.0		1.0
NC_071988.2	1::NC_071988.2:88915875-88924350(+)	8475	False	0.5668	1	2.0	84.0	1877.0	1.0	4.0	4.0	5.0	2.0	1.0	10.0	3.0		2.0	2.0	13.0	2.0	4.0	6.0	3.0	8.0	5.0	1.0	3.0	6.0			2.0	5.0		40.0	6.0	2.0	1.0	13.0	2.0		631.0		7.0	1.0	5.0	7.0	30.0	4.0	2.0	1.0		1.0	2.0	5.0		1.0		3.0	2.0	1.0		1.0	2.0		
NC_071988.2	-2::NC_071988.2:88916073-88924263(-)	8190	False	0.5698	1				11.0					1.0			1.0	3.0			4.0	25.0	6.0	1.0	4.0	6.0		2.0	1.0	13.0	1.0		1.0	2.0	1.0	2.0		1877.0		3.0	3.0		1.0					1.0	1.0	3.0	5.0				3.0		13.0	628.0	3.0	7.0		4.0	84.0	2.0	7.0	
NC_071988.2	1::NC_071988.2:208796724-208804977(+)	8253	False	0.7275	1	2.0	1.0	2.0	94.0	49.0	1.0	442.0	1.0		5.0	292.0	1.0	1.0	97.0	1.0	49.0	2.0		1.0		4.0			52.0	1.0	1.0		235.0	149.0	195.0			1.0	2.0		1.0	145.0	96.0	1.0	194.0	1.0	53.0	1.0		1.0	188.0	3.0		144.0			1.0	96.0	49.0	1.0	1.0			2.0		92.0
NC_071988.2	-2::NC_071988.2:208796733-208804860(-)	8127	False	0.7305	1			1.0	193.0	1.0			95.0			2.0	192.0					1.0				51.0	3.0	1.0	3.0	2.0		144.0	188.0		94.0			2.0		1.0	48.0	95.0	1.0	1.0	1.0	1.0			49.0		234.0			92.0	48.0		1.0	143.0			95.0	441.0	1.0	289.0	52.0	143.0
NC_071988.2	2::NC_071988.2:208796752-208804942(+)	8190	False	0.7293	1	4.0		2.0	95.0	48.0	2.0	443.0	1.0		1.0	288.0	1.0	1.0	98.0		48.0								49.0		2.0	1.0	239.0	145.0	193.0	2.0		1.0	2.0			146.0	97.0	3.0	193.0	3.0	54.0	1.0	1.0		186.0	1.0	1.0	141.0	1.0			95.0	48.0					1.0		92.0
NC_071988.2	3::NC_071988.2:208796786-208805003(+)	8217	False	0.7281	1	1.0		2.0	95.0	49.0	2.0	441.0			2.0	291.0		3.0	101.0		49.0		1.0	1.0			1.0		50.0		2.0		241.0	145.0	193.0				4.0	1.0		145.0	101.0	3.0	192.0	1.0	48.0	1.0		1.0	187.0	1.0		144.0	1.0		1.0	94.0	49.0		1.0	1.0				93.0
NC_071988.2	-1::NC_071988.2:208796827-208805020(-)	8193	False	0.7281	1	3.0		1.0	194.0	2.0	1.0		98.0		1.0		194.0	1.0			1.0	2.0				50.0	1.0			1.0	2.0	145.0	186.0		96.0	1.0		4.0			48.0	96.0			1.0				49.0	5.0	239.0			92.0	48.0	1.0		146.0		4.0	97.0	438.0	1.0	288.0	53.0	141.0
NC_071988.2	-3::NC_071988.2:208796834-208804916(-)	8082	False	0.7313	1				192.0				97.0				191.0									49.0	1.0			1.0	1.0	145.0	187.0		95.0						48.0	94.0							48.0	1.0	239.0			93.0	48.0			145.0		2.0	98.0	439.0		288.0	48.0	144.0
NC_072000.2	1::NC_072000.2:3555-13788(+)	10233	False	0.4997	1		249.0	1.0		3.0	2.0	2.0	1.0	1.0	2.0				1.0	1.0	1.0	1.0	1.0	2.0		1.0	1.0	3.0	2.0			3.0	1.0	3.0	2.0		1.0		1428.0				1.0		248.0		1.0	1.0	1.0	1.0		1.0	1.0		2.0	1429.0	1.0	3.0			2.0	2.0		1.0		3.0
NC_072000.2	-1::NC_072000.2:3560-13805(-)	10245	False	0.4991	1	1.0	1.0		1.0	1.0	1.0	3.0	3.0			2.0	1429.0		1.0		2.0	1.0	1.0	2.0			1.0	6.0	1.0	1.0	1.0	2.0		2.0		3.0	248.0	2.0	2.0				1.0			3.0	1.0		1.0	1.0		1.0	3.0		2.0		1.0	1.0	2.0	1.0		249.0	1428.0	1.0		1.0
NC_072000.2	-2::NC_072000.2:5047-13690(-)	8643	False	0.5013	1					2.0		2.0				2.0		1.0					1.0			2.0		1.0		1.0		1.0	1.0		1.0		1427.0	1.0							3.0		1.0			1.0					1.0						1.0	1429.0		2.0		
NC_072000.2	3::NC_072000.2:5048-13862(+)	8814	False	0.4988	1	1.0	1428.0	3.0	1.0		2.0	1.0	1.0	4.0		2.0	1.0	3.0		1.0	1.0			8.0	1.0	2.0	1.0	2.0		4.0	2.0	3.0		2.0	1.0		1.0		1.0	1.0	1.0	1.0	3.0	1.0	1429.0	1.0		1.0	4.0	3.0		1.0		1.0	2.0	1.0			2.0		1.0	4.0	1.0	2.0	1.0	
NC_072000.2	2::NC_072000.2:13829779-13839334(+)	9555	False	0.4077	0	3.0	6.0	146.0	2.0	4.0	107.0	13.0	6.0	26.0	48.0	417.0	3.0	28.0	18.0	37.0	9.0	23.0	15.0	10.0	26.0	9.0	9.0	81.0	12.0	1.0	7.0	4.0	2.0	460.0	390.0	36.0	18.0	1.0	12.0	7.0	3.0	375.0	39.0	24.0	35.0	20.0	10.0	33.0	30.0	3.0		11.0	48.0	11.0	35.0	35.0	3.0	4.0	401.0	11.0			56.0		2.0	
NC_072000.2	-1::NC_072000.2:109452248-109468637(-)	16389	False	0.5894	2	125.0	11.0	66.0	16.0	78.0	72.0	307.0	393.0	18.0	41.0	144.0	43.0	73.0	141.0	3.0	57.0	28.0	24.0	184.0	4.0	254.0	7.0	38.0	209.0	67.0	83.0	111.0	218.0	96.0	102.0	6.0	14.0	364.0	47.0	9.0	311.0	15.0	42.0	50.0	80.0	106.0	11.0	32.0	68.0	34.0	160.0	52.0	2.0	55.0	8.0	14.0	19.0	178.0	45.0	145.0	267.0	127.0	43.0	90.0	36.0	20.0
NC_071989.2	1::NC_071989.2:87308859-87319392(+)	10533	False	0.412	0	26.0	27.0	25.0	9.0	31.0	97.0	26.0	126.0	4.0	169.0	59.0	22.0	104.0	24.0	14.0	66.0	58.0	50.0	177.0	43.0	40.0	2.0	63.0	72.0	46.0	74.0	328.0	25.0	25.0	142.0	8.0	68.0	61.0	38.0	16.0	55.0	57.0	37.0	28.0	86.0	147.0	2.0	75.0	72.0	42.0	23.0	7.0	6.0	13.0	68.0	36.0	63.0	44.0	76.0	109.0	149.0	15.0	69.0	58.0	6.0	3.0
